Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0389,0.4448,0.0994,0.0505,388,
Sharpe,level,1,0.0966,0.0586,0.097,0.0575,384,
AvgDailyRet%,level,1,0.0719,0.1575,0.0938,0.0649,388,
Sharpe,delta,1,0.0842,0.0999,0.0935,0.0674,383,
Sortino,delta,1,-0.0352,0.4904,0.0903,0.0763,386,
AvgDailyRet%,delta,1,0.0948,0.0624,0.0869,0.0876,387,
Sortino,level,1,-0.0221,0.6644,0.0785,0.1231,387,
CAGR%,delta,1,0.0141,0.7816,0.0654,0.199,387,
Calmar,level,1,-0.039,0.447,0.0585,0.2539,382,
Calmar,delta,1,0.0142,0.7824,0.0375,0.4651,381,
CAGR%,delta,3,-0.0406,0.4271,0.1167,0.022,385,yes
AvgDailyRet%,delta,3,0.0606,0.2353,0.0965,0.0585,385,
Calmar,delta,3,-0.0407,0.4289,0.0936,0.0688,379,
Sharpe,level,3,0.0892,0.0818,0.0902,0.0784,382,
CAGR%,level,3,-0.0675,0.1856,0.0884,0.0829,386,
AvgDailyRet%,level,3,0.0541,0.2889,0.0846,0.0971,386,
Sortino,delta,3,-0.0354,0.4889,0.0716,0.1613,384,
Sharpe,delta,3,0.0479,0.3508,0.0686,0.1815,381,
Sortino,level,3,-0.0003,0.995,0.065,0.2029,385,
Calmar,level,3,-0.0675,0.1892,0.0457,0.3747,380,
Sharpe,level,5,0.1253,0.0145,0.1139,0.0264,380,yes
CAGR%,level,5,-0.0257,0.6159,0.1126,0.0274,384,yes
AvgDailyRet%,level,5,0.0821,0.108,0.1095,0.0319,384,yes
Sortino,level,5,0.0262,0.6095,0.0896,0.0798,383,
Calmar,level,5,-0.0252,0.6252,0.0745,0.1483,378,
CAGR%,delta,5,-0.0161,0.7537,0.0495,0.3339,383,
Calmar,delta,5,-0.0162,0.7546,0.0395,0.4448,377,
AvgDailyRet%,delta,5,0.0012,0.982,0.0288,0.5744,383,
Sharpe,delta,5,0.0074,0.8866,0.0175,0.7347,379,
Sortino,delta,5,-0.0063,0.902,0.0092,0.8571,382,
