Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0364,0.4874,0.036,0.4913,367,
Sortino,level,1,0.0007,0.9891,0.0331,0.5264,368,
Sharpe,level,1,-0.0242,0.6439,0.0318,0.5434,368,
CAGR%,level,1,-0.0396,0.4492,0.0316,0.546,368,
Sharpe,delta,1,0.016,0.76,0.0314,0.5493,367,
AvgDailyRet%,level,1,-0.0101,0.8467,0.031,0.5534,368,
AvgDailyRet%,delta,1,0.0339,0.5177,0.0223,0.6705,367,
Calmar,level,1,-0.0436,0.4041,0.0174,0.7398,368,
CAGR%,delta,1,-0.0217,0.678,0.0146,0.7803,367,
Calmar,delta,1,-0.0267,0.6096,0.0075,0.8857,367,
CAGR%,delta,3,-0.0118,0.8223,0.0715,0.1727,365,
Sortino,delta,3,0.0427,0.4161,0.0693,0.1865,365,
Sharpe,delta,3,-0.024,0.647,0.0633,0.2274,365,
AvgDailyRet%,delta,3,0.0097,0.8535,0.0592,0.2593,365,
Calmar,delta,3,-0.0148,0.7777,0.0572,0.2758,365,
Sharpe,level,3,-0.0372,0.4782,-0.0058,0.9123,366,
Calmar,level,3,-0.0296,0.5718,0.0048,0.9275,366,
AvgDailyRet%,level,3,-0.0236,0.6531,-0.0045,0.9314,366,
Sortino,level,3,-0.0102,0.8463,0.0014,0.9789,366,
CAGR%,level,3,-0.0289,0.581,0.0008,0.9878,366,
Sortino,delta,5,0.0698,0.1846,0.0568,0.2808,363,
Sharpe,delta,5,0.0124,0.8134,0.0461,0.3808,363,
AvgDailyRet%,delta,5,0.0408,0.4389,0.0423,0.4214,363,
CAGR%,delta,5,-0.0081,0.8785,0.039,0.4593,363,
Calmar,delta,5,-0.0122,0.8173,0.0376,0.4755,363,
Sharpe,level,5,-0.043,0.4138,-0.0344,0.5129,364,
AvgDailyRet%,level,5,-0.0297,0.5726,-0.0303,0.565,364,
Sortino,level,5,-0.021,0.6895,-0.0248,0.6375,364,
CAGR%,level,5,-0.0415,0.4301,-0.0234,0.6563,364,
Calmar,level,5,-0.0388,0.4603,-0.0207,0.6933,364,
