PORT_SL,PORT_TSL,EARLY_KILL_Y,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
-0.07,0.04,0.001,1.5547,156.95,-40.532,3.872,3.0938,False
-0.07,0.04,0.0015,1.5547,156.95,-40.532,3.872,3.0938,False
-0.07,0.04,0.003,1.5547,156.95,-40.532,3.872,3.0938,False
-0.07,0.045,0.001,1.7822,221.88,-40.371,5.496,3.1269,False
-0.07,0.045,0.0015,1.7822,221.88,-40.371,5.496,3.1269,False
-0.07,0.045,0.003,1.7822,221.88,-40.371,5.496,3.1269,False
-0.07,0.05,0.001,2.5269,468.33,-40.087,11.683,1.3026,False
-0.07,0.05,0.0015,2.5269,468.33,-40.087,11.683,1.3026,False
-0.07,0.05,0.003,2.5269,468.33,-40.087,11.683,1.3026,False
-0.07,0.055,0.001,2.844,619.25,-26.331,23.518,0.8338,False
-0.07,0.055,0.0015,2.844,619.25,-26.331,23.518,0.8338,False
-0.07,0.055,0.003,2.844,619.25,-26.331,23.518,0.8338,False
-0.07,0.06,0.001,2.9242,646.04,-30.836,20.951,0.6569,False
-0.07,0.06,0.0015,2.9242,646.04,-30.836,20.951,0.6569,False
-0.07,0.06,0.003,2.9242,646.04,-30.836,20.951,0.6569,False
-0.07,0.065,0.001,2.9718,679.12,-33.706,20.148,0.6152,False
-0.07,0.065,0.0015,2.9718,679.12,-33.706,20.148,0.6152,False
-0.07,0.065,0.003,2.9718,679.12,-33.706,20.148,0.6152,False
-0.07,0.075,0.001,3.3644,844.35,-22.133,38.149,0.5843,False
-0.07,0.075,0.0015,3.3644,844.35,-22.133,38.149,0.5843,False
-0.07,0.075,0.003,3.3644,844.35,-22.133,38.149,0.5843,False
-0.07,0.08,0.001,3.3512,832.76,-22.18,37.545,0.5878,False
-0.07,0.08,0.0015,3.3512,832.76,-22.18,37.545,0.5878,False
-0.07,0.08,0.003,3.3512,832.76,-22.18,37.545,0.5878,False
-0.07,0.085,0.001,3.3182,819.96,-22.18,36.968,0.5902,False
-0.07,0.085,0.0015,3.3182,819.96,-22.18,36.968,0.5902,False
-0.07,0.085,0.003,3.3182,819.96,-22.18,36.968,0.5902,False
-0.07,0.09,0.001,3.3138,816.7,-22.18,36.821,0.5888,False
-0.07,0.09,0.0015,3.3138,816.7,-22.18,36.821,0.5888,False
-0.07,0.09,0.003,3.3138,816.7,-22.18,36.821,0.5888,False
-0.07,0.095,0.001,3.357,849.85,-22.079,38.49,0.574,False
-0.07,0.095,0.0015,3.357,849.85,-22.079,38.49,0.574,False
-0.07,0.095,0.003,3.357,849.85,-22.079,38.49,0.574,False
-0.07,0.1,0.001,3.3324,837.1,-22.079,37.913,0.5739,False
-0.07,0.1,0.0015,3.3324,837.1,-22.079,37.913,0.5739,False
-0.07,0.1,0.003,3.3324,837.1,-22.079,37.913,0.5739,False
-0.07,0.105,0.001,3.3324,837.1,-22.079,37.913,0.5739,False
-0.07,0.105,0.0015,3.3324,837.1,-22.079,37.913,0.5739,False
-0.07,0.105,0.003,3.3324,837.1,-22.079,37.913,0.5739,False
-0.07,0.11,0.001,3.3279,835.03,-22.079,37.819,0.5739,False
-0.07,0.11,0.0015,3.3279,835.03,-22.079,37.819,0.5739,False
-0.07,0.11,0.003,3.3279,835.03,-22.079,37.819,0.5739,False
-0.07,0.115,0.001,3.3131,829.3,-22.079,37.56,0.574,False
-0.07,0.115,0.0015,3.3131,829.3,-22.079,37.56,0.574,False
-0.07,0.115,0.003,3.3131,829.3,-22.079,37.56,0.574,False
-0.07,0.12,0.001,3.3101,828.33,-22.079,37.516,0.5741,False
-0.07,0.12,0.0015,3.3101,828.33,-22.079,37.516,0.5741,False
-0.07,0.12,0.003,3.3101,828.33,-22.079,37.516,0.5741,False
-0.07,0.125,0.001,3.3101,828.33,-22.079,37.516,0.5741,False
-0.07,0.125,0.0015,3.3101,828.33,-22.079,37.516,0.5741,False
-0.07,0.125,0.003,3.3101,828.33,-22.079,37.516,0.5741,False
-0.07,0.13,0.001,3.3101,828.33,-22.079,37.516,0.5741,False
-0.07,0.13,0.0015,3.3101,828.33,-22.079,37.516,0.5741,False
-0.07,0.13,0.003,3.3101,828.33,-22.079,37.516,0.5741,False
-0.08,0.04,0.001,1.5547,156.95,-40.532,3.872,3.0938,False
-0.08,0.04,0.0015,1.5547,156.95,-40.532,3.872,3.0938,False
-0.08,0.04,0.003,1.5547,156.95,-40.532,3.872,3.0938,False
-0.08,0.045,0.001,1.7822,221.88,-40.371,5.496,3.1269,False
