Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,-0.1257,0.0159,-0.1247,0.0167,368,yes
CAGR%,level,1,-0.0869,0.096,-0.1242,0.0171,368,yes
Calmar,level,1,-0.0348,0.5092,-0.1181,0.0244,363,yes
Sharpe,level,1,-0.1445,0.0055,-0.1161,0.0259,368,yes
Sortino,level,1,0.0072,0.8912,-0.0472,0.3662,368,
Sharpe,delta,1,0.0737,0.1589,0.0188,0.719,367,
CAGR%,delta,1,-0.0621,0.2356,-0.0101,0.8477,367,
Calmar,delta,1,-0.1196,0.0229,0.0099,0.8518,362,
AvgDailyRet%,delta,1,0.0238,0.6501,-0.0037,0.9437,367,
Sortino,delta,1,-0.021,0.6879,0.0001,0.998,367,
CAGR%,level,3,-0.082,0.1175,-0.1771,0.0007,366,yes
Calmar,level,3,0.0094,0.8589,-0.1759,0.0008,361,yes
Sharpe,level,3,-0.2939,0.0,-0.1724,0.0009,366,yes
AvgDailyRet%,level,3,-0.2293,0.0,-0.1724,0.0009,366,yes
Sortino,level,3,0.0079,0.88,-0.0884,0.0912,366,
AvgDailyRet%,delta,3,-0.0104,0.8427,-0.0361,0.4914,365,
CAGR%,delta,3,-0.0663,0.2067,-0.0248,0.6363,365,
Sharpe,delta,3,0.021,0.6891,-0.0234,0.6558,365,
Calmar,delta,3,-0.0753,0.1542,-0.012,0.8207,360,
Sortino,delta,3,-0.0023,0.9653,-0.0017,0.9744,365,
Calmar,level,5,0.0333,0.5296,-0.2413,0.0,359,yes
AvgDailyRet%,level,5,-0.2984,0.0,-0.2383,0.0,364,yes
Sharpe,level,5,-0.3859,0.0,-0.2379,0.0,364,yes
CAGR%,level,5,-0.0778,0.1383,-0.2375,0.0,364,yes
Sortino,level,5,0.0078,0.8828,-0.1507,0.004,364,yes
Sortino,delta,5,0.0406,0.4407,-0.0386,0.4639,363,
AvgDailyRet%,delta,5,0.0091,0.8633,-0.0183,0.7288,363,
Calmar,delta,5,-0.0366,0.4903,0.0156,0.7687,358,
Sharpe,delta,5,-0.0095,0.8562,-0.0151,0.7747,363,
CAGR%,delta,5,-0.0386,0.463,-0.01,0.8496,363,
