Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0774,0.1284,0.0819,0.1077,387,
CAGR%,level,1,-0.0205,0.6878,-0.0728,0.1524,388,
AvgDailyRet%,level,1,-0.093,0.0674,-0.0681,0.1808,388,
Sharpe,level,1,-0.0671,0.2076,-0.0568,0.2869,354,
Calmar,level,1,-0.0203,0.7434,-0.0514,0.4065,263,
Calmar,delta,1,-0.1243,0.0444,0.0313,0.6144,262,
CAGR%,delta,1,0.0002,0.9974,0.03,0.5561,387,
Sharpe,delta,1,0.0885,0.0968,0.0297,0.5787,353,
AvgDailyRet%,delta,1,0.0563,0.2695,0.0291,0.5684,387,
Sortino,level,1,-0.0601,0.2373,-0.0045,0.93,388,
CAGR%,level,3,-0.0362,0.4778,-0.1427,0.005,386,yes
AvgDailyRet%,level,3,-0.194,0.0001,-0.1365,0.0072,386,yes
Sharpe,level,3,-0.1798,0.0007,-0.1143,0.032,352,yes
Calmar,level,3,0.0849,0.1696,-0.0843,0.1726,263,
Sortino,level,3,-0.1448,0.0044,-0.0841,0.0988,386,
Calmar,delta,3,-0.0171,0.7829,-0.0828,0.1816,262,
CAGR%,delta,3,-0.0001,0.9989,-0.0177,0.7289,385,
AvgDailyRet%,delta,3,-0.0201,0.6938,-0.0176,0.731,385,
Sharpe,delta,3,0.0204,0.7033,-0.0103,0.8475,351,
Sortino,delta,3,-0.0272,0.5942,0.0005,0.9915,385,
CAGR%,level,5,-0.0484,0.3443,-0.1863,0.0002,384,yes
AvgDailyRet%,level,5,-0.2162,0.0,-0.1847,0.0003,384,yes
Sharpe,level,5,-0.2174,0.0,-0.161,0.0025,350,yes
Sortino,level,5,-0.1647,0.0012,-0.132,0.0096,384,yes
Calmar,level,5,0.0481,0.4373,-0.0946,0.1261,263,
Sortino,delta,5,-0.0149,0.7708,-0.0724,0.1574,383,
CAGR%,delta,5,-0.0001,0.998,-0.0578,0.2594,383,
AvgDailyRet%,delta,5,-0.0244,0.634,-0.0495,0.3337,383,
Sharpe,delta,5,-0.0023,0.9665,-0.0223,0.6781,349,
Calmar,delta,5,-0.0102,0.8695,-0.0189,0.7602,262,
