PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,2.0995,1103.7,-75.245,-30.825,14.668,2.0311,False
-0.04,0.045,2.2019,1517.06,-72.583,-30.825,20.901,2.1347,False
-0.04,0.05,2.7916,4640.6,-69.361,-30.825,66.905,0.992,False
-0.04,0.055,3.1081,9023.38,-54.506,-30.825,165.55,0.6246,False
-0.04,0.06,3.1398,8288.14,-52.661,-27.615,157.386,0.4608,False
-0.04,0.065,3.1329,8394.42,-54.125,-27.615,155.094,0.4595,False
-0.04,0.075,3.0784,7461.03,-53.549,-27.615,139.331,0.456,False
-0.04,0.08,3.0672,7294.99,-53.549,-27.615,136.23,0.4599,False
-0.04,0.085,3.0231,6775.95,-53.549,-27.615,126.537,0.47,False
-0.04,0.09,3.0231,6775.95,-53.549,-27.615,126.537,0.47,False
-0.04,0.095,3.0898,7779.94,-53.549,-27.615,145.286,0.439,False
-0.04,0.1,3.0898,7779.94,-53.549,-27.615,145.286,0.439,False
-0.04,0.105,3.0898,7779.94,-53.549,-27.615,145.286,0.439,False
-0.04,0.11,3.0898,7779.94,-53.549,-27.615,145.286,0.439,False
-0.04,0.115,3.0898,7779.94,-53.549,-27.615,145.286,0.439,False
-0.04,0.12,3.0898,7779.94,-53.549,-27.615,145.286,0.439,False
-0.04,0.125,3.0898,7779.94,-53.549,-27.615,145.286,0.439,False
-0.04,0.13,3.0898,7779.94,-53.549,-27.615,145.286,0.439,False
-0.05,0.04,2.0995,1103.7,-75.245,-30.825,14.668,2.0311,False
-0.05,0.045,2.4471,2526.85,-73.284,-30.825,34.48,1.9613,False
-0.05,0.05,2.9898,6378.93,-71.2,-30.825,89.592,0.9838,False
-0.05,0.055,3.4196,14202.46,-56.076,-30.825,253.274,0.6209,False
-0.05,0.06,3.5003,13599.3,-39.414,-26.358,345.041,0.4718,False
-0.05,0.065,3.5593,15067.34,-45.484,-31.65,331.268,0.436,False
-0.05,0.075,3.6141,15425.6,-44.249,-31.65,348.609,0.417,False
-0.05,0.08,3.6088,15308.51,-44.257,-31.65,345.899,0.4182,False
-0.05,0.085,3.6091,15588.76,-44.266,-31.65,352.162,0.4334,False
-0.05,0.09,3.6091,15588.76,-44.266,-31.65,352.162,0.4334,False
-0.05,0.095,3.6668,18269.19,-44.11,-31.65,414.171,0.401,False
-0.05,0.1,3.6516,18367.1,-44.11,-31.65,416.391,0.4014,False
-0.05,0.105,3.6516,18367.1,-44.11,-31.65,416.391,0.4014,False
-0.05,0.11,3.6516,18367.1,-44.11,-31.65,416.391,0.4014,False
-0.05,0.115,3.6516,18367.1,-44.11,-31.65,416.391,0.4014,False
-0.05,0.12,3.6516,18367.1,-44.11,-31.65,416.391,0.4014,False
-0.05,0.125,3.6516,18367.1,-44.11,-31.65,416.391,0.4014,False
-0.05,0.13,3.6516,18367.1,-44.11,-31.65,416.391,0.4014,False
-0.055,0.04,2.0995,1103.7,-75.245,-30.825,14.668,2.0311,False
-0.055,0.045,2.4471,2526.85,-73.284,-30.825,34.48,1.9613,False
-0.055,0.05,2.9898,6378.93,-71.2,-30.825,89.592,0.9838,False
-0.055,0.055,3.4098,14078.61,-56.601,-30.825,248.732,0.6269,False
-0.055,0.06,3.4833,13442.99,-38.731,-25.603,347.09,0.4799,False
-0.055,0.065,3.4987,14234.84,-47.655,-34.335,298.706,0.4521,False
-0.055,0.075,3.5132,14006.22,-46.234,-34.335,302.945,0.4448,False
-0.055,0.08,3.5028,13795.24,-46.236,-34.335,298.366,0.4461,False
-0.055,0.085,3.5044,14232.56,-46.209,-34.335,308.003,0.4579,False
-0.055,0.09,3.5044,14232.56,-46.209,-34.335,308.003,0.4579,False
-0.055,0.095,3.5563,16502.58,-46.193,-34.335,357.25,0.4268,False
-0.055,0.1,3.5235,16016.34,-46.193,-34.335,346.724,0.4268,False
-0.055,0.105,3.5235,16016.34,-46.193,-34.335,346.724,0.4268,False
-0.055,0.11,3.5235,16016.34,-46.193,-34.335,346.724,0.4268,False
-0.055,0.115,3.5235,16016.34,-46.193,-34.335,346.724,0.4268,False
-0.055,0.12,3.5235,16016.34,-46.193,-34.335,346.724,0.4268,False
-0.055,0.125,3.5235,16016.34,-46.193,-34.335,346.724,0.4268,False
-0.055,0.13,3.5235,16016.34,-46.193,-34.335,346.724,0.4268,False
-0.06,0.04,2.0995,1103.7,-75.245,-30.825,14.668,2.0311,False
-0.06,0.045,2.4471,2526.85,-73.284,-30.825,34.48,1.9613,False
-0.06,0.05,2.9898,6378.93,-71.2,-30.825,89.592,0.9838,False
-0.06,0.055,3.4098,14078.61,-56.601,-30.825,248.732,0.6269,False
-0.06,0.06,3.4944,13395.03,-39.624,-26.587,338.056,0.4805,False
-0.06,0.065,3.5151,14289.38,-47.674,-34.335,299.732,0.4486,False
-0.06,0.075,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,True
-0.06,0.08,3.7598,18790.57,-40.984,-22.289,458.489,0.4528,False
-0.06,0.085,3.7576,19454.96,-42.919,-21.176,453.295,0.4621,False
-0.06,0.09,3.7576,19454.96,-42.919,-21.176,453.295,0.4621,False
-0.06,0.095,3.805,22484.22,-37.143,-24.009,605.341,0.4332,False
-0.06,0.1,3.763,21536.15,-37.842,-24.009,569.107,0.4332,False
-0.06,0.105,3.763,21536.15,-37.842,-24.009,569.107,0.4332,False
-0.06,0.11,3.752,21154.89,-38.364,-24.009,551.426,0.4333,False
-0.06,0.115,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
-0.06,0.12,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
-0.06,0.125,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
-0.06,0.13,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
-0.065,0.04,2.0995,1103.7,-75.245,-30.825,14.668,2.0311,False
-0.065,0.045,2.4471,2526.85,-73.284,-30.825,34.48,1.9613,False
-0.065,0.05,2.9898,6378.93,-71.2,-30.825,89.592,0.9838,False
-0.065,0.055,3.4098,14078.61,-56.601,-30.825,248.732,0.6269,False
-0.065,0.06,3.4944,13395.03,-39.624,-26.587,338.056,0.4805,False
-0.065,0.065,3.5155,14299.62,-47.672,-34.335,299.956,0.4483,False
-0.065,0.075,3.7672,19092.49,-40.715,-22.454,468.93,0.4604,False
-0.065,0.08,3.7626,18847.53,-40.924,-21.345,460.552,0.4602,False
-0.065,0.085,3.7468,19330.19,-42.861,-21.037,450.997,0.4787,False
-0.065,0.09,3.7425,19406.73,-42.861,-21.037,452.783,0.4787,False
-0.065,0.095,3.7868,22436.78,-37.422,-23.196,599.559,0.4433,False
-0.065,0.1,3.7279,20429.29,-40.181,-23.196,508.426,0.4436,False
-0.065,0.105,3.7279,20429.29,-40.181,-23.196,508.426,0.4436,False
-0.065,0.11,3.7189,20157.39,-40.574,-23.196,496.81,0.4437,False
-0.065,0.115,3.6983,19587.58,-41.41,-23.196,473.018,0.444,False
-0.065,0.12,3.6942,19477.33,-41.572,-23.196,468.521,0.444,False
-0.065,0.125,3.6942,19477.33,-41.572,-23.196,468.521,0.444,False
-0.065,0.13,3.6942,19477.33,-41.572,-23.196,468.521,0.444,False
-0.07,0.04,2.0995,1103.7,-75.245,-30.825,14.668,2.0311,False
-0.07,0.045,2.4471,2526.85,-73.284,-30.825,34.48,1.9613,False
-0.07,0.05,2.9898,6378.93,-71.2,-30.825,89.592,0.9838,False
-0.07,0.055,3.4098,14078.61,-56.601,-30.825,248.732,0.6269,False
-0.07,0.06,3.4944,13395.03,-39.624,-26.587,338.056,0.4805,False
-0.07,0.065,3.5155,14299.62,-47.672,-34.335,299.956,0.4483,False
-0.07,0.075,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
-0.07,0.08,3.7516,18738.79,-40.924,-23.62,457.895,0.4661,False
-0.07,0.085,3.7349,19277.42,-42.861,-22.517,449.766,0.478,False
-0.07,0.09,3.7351,19039.79,-42.861,-22.517,444.222,0.4781,False
-0.07,0.095,3.7772,21931.4,-37.661,-25.667,582.33,0.4498,False
-0.07,0.1,3.7469,21521.06,-37.661,-25.667,571.434,0.4497,False
-0.07,0.105,3.7469,21521.06,-37.661,-25.667,571.434,0.4497,False
-0.07,0.11,3.7401,21322.74,-37.661,-25.667,566.168,0.4497,False
-0.07,0.115,3.7223,20817.33,-37.779,-25.667,551.028,0.4498,False
-0.07,0.12,3.7188,20720.09,-37.919,-25.667,546.424,0.4499,False
-0.07,0.125,3.7188,20720.09,-37.919,-25.667,546.424,0.4499,False
-0.07,0.13,3.7188,20720.09,-37.919,-25.667,546.424,0.4499,False
-0.075,0.04,2.0995,1103.7,-75.245,-30.825,14.668,2.0311,False
-0.075,0.045,2.4471,2526.85,-73.284,-30.825,34.48,1.9613,False
-0.075,0.05,2.9898,6378.93,-71.2,-30.825,89.592,0.9838,False
-0.075,0.055,3.4098,14078.61,-56.601,-30.825,248.732,0.6269,False
-0.075,0.06,3.4944,13395.03,-39.624,-26.587,338.056,0.4805,False
-0.075,0.065,3.5155,14299.62,-47.672,-34.335,299.956,0.4483,False
-0.075,0.075,3.7626,19048.36,-40.715,-23.375,467.847,0.4626,False
-0.075,0.08,3.7516,18738.79,-40.924,-23.62,457.895,0.4661,False
-0.075,0.085,3.7964,20406.21,-42.861,-23.949,476.102,0.4216,False
-0.075,0.09,3.797,20154.73,-42.861,-23.949,470.235,0.4216,False
-0.075,0.095,3.8364,22834.2,-39.031,-27.3,585.026,0.3992,False
-0.075,0.1,3.8059,22464.22,-39.031,-27.3,575.547,0.3992,False
-0.075,0.105,3.8059,22464.22,-39.031,-27.3,575.547,0.3992,False
-0.075,0.11,3.7989,22259.32,-39.031,-27.3,570.297,0.3992,False
-0.075,0.115,3.7807,21737.45,-39.031,-27.3,556.927,0.3993,False
-0.075,0.12,3.7771,21637.09,-39.031,-27.3,554.356,0.3993,False
-0.075,0.125,3.7771,21637.09,-39.031,-27.3,554.356,0.3993,False
-0.075,0.13,3.7771,21637.09,-39.031,-27.3,554.356,0.3993,False
-0.08,0.04,2.0995,1103.7,-75.245,-30.825,14.668,2.0311,False
-0.08,0.045,2.4471,2526.85,-73.284,-30.825,34.48,1.9613,False
-0.08,0.05,2.9898,6378.93,-71.2,-30.825,89.592,0.9838,False
