EARLY_KILL_Y,EARLY_INSTILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,0.001,3.8766,32899.2,-44.344,-22.391,741.906,0.4863,False
0.001,0.0015,3.7825,21949.16,-44.326,-22.391,495.176,0.4306,False
0.001,0.002,3.7211,19547.9,-45.128,-22.391,433.167,0.4351,False
0.001,0.0025,3.6956,16960.81,-40.775,-22.417,415.96,0.4915,False
0.001,0.003,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.0015,0.001,3.7825,21949.16,-44.326,-22.391,495.176,0.4306,False
0.0015,0.0015,3.7825,21949.16,-44.326,-22.391,495.176,0.4306,False
0.0015,0.002,3.7211,19547.9,-45.128,-22.391,433.167,0.4351,False
0.0015,0.0025,3.6956,16960.81,-40.775,-22.417,415.96,0.4915,False
0.0015,0.003,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.002,0.001,3.7211,19547.9,-45.128,-22.391,433.167,0.4351,False
0.002,0.0015,3.7211,19547.9,-45.128,-22.391,433.167,0.4351,False
0.002,0.002,3.7211,19547.9,-45.128,-22.391,433.167,0.4351,False
0.002,0.0025,3.6956,16960.81,-40.775,-22.417,415.96,0.4915,False
0.002,0.003,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.0025,0.001,3.6956,16960.81,-40.775,-22.417,415.96,0.4915,False
0.0025,0.0015,3.6956,16960.81,-40.775,-22.417,415.96,0.4915,False
0.0025,0.002,3.6956,16960.81,-40.775,-22.417,415.96,0.4915,False
0.0025,0.0025,3.6956,16960.81,-40.775,-22.417,415.96,0.4915,False
0.0025,0.003,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.003,0.001,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.003,0.0015,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.003,0.002,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.003,0.0025,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,False
0.003,0.003,3.7785,19211.7,-40.775,-22.417,471.163,0.4518,True
