Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0157,0.7618,0.0396,0.4432,377,
Sharpe,delta,1,0.094,0.0683,0.0359,0.4871,377,
AvgDailyRet%,delta,1,0.0472,0.3607,0.032,0.5352,377,
Calmar,delta,1,0.0272,0.5991,0.0254,0.6236,377,
Sortino,delta,1,0.0242,0.6389,0.0216,0.6755,377,
CAGR%,level,1,-0.0483,0.3489,-0.0162,0.7529,378,
AvgDailyRet%,level,1,-0.0227,0.6598,-0.0134,0.7944,378,
Sortino,level,1,0.0235,0.649,0.0091,0.8595,378,
Sharpe,level,1,-0.0212,0.6817,-0.0086,0.8679,378,
Calmar,level,1,-0.0412,0.4242,0.004,0.9387,378,
Sharpe,delta,3,0.0623,0.2286,0.0577,0.2649,375,
Calmar,delta,3,-0.0026,0.9606,0.0471,0.3635,375,
Sortino,delta,3,0.0332,0.5219,0.0406,0.4329,375,
AvgDailyRet%,delta,3,0.0261,0.6142,0.0397,0.4434,375,
CAGR%,delta,3,-0.0058,0.9113,0.0351,0.4979,375,
CAGR%,level,3,-0.1044,0.0432,-0.027,0.6023,376,
AvgDailyRet%,level,3,-0.0585,0.258,-0.0223,0.6667,376,
Sharpe,level,3,-0.0748,0.1475,-0.0211,0.6841,376,
Sortino,level,3,0.0484,0.3497,0.0192,0.7109,376,
Calmar,level,3,-0.1058,0.0404,-0.007,0.8919,376,
Calmar,delta,5,-0.0381,0.4637,0.0898,0.0834,373,
Sharpe,delta,5,0.0882,0.0889,0.0884,0.0883,373,
Sortino,delta,5,0.0655,0.2071,0.0882,0.0888,373,
AvgDailyRet%,delta,5,0.061,0.2396,0.074,0.1536,373,
CAGR%,delta,5,-0.0425,0.4133,0.0695,0.1805,373,
Sharpe,level,5,-0.112,0.0303,-0.0566,0.2749,374,
CAGR%,level,5,-0.1063,0.04,-0.0459,0.3757,374,
Calmar,level,5,-0.0999,0.0536,-0.0393,0.4487,374,
AvgDailyRet%,level,5,-0.0824,0.1114,-0.0393,0.4488,374,
Sortino,level,5,0.0152,0.7693,-0.0189,0.7163,374,
