Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0719,0.1579,0.0991,0.0514,387,
CAGR%,level,1,-0.0649,0.2021,-0.0748,0.1416,388,
AvgDailyRet%,level,1,-0.078,0.1253,-0.0679,0.1821,388,
Sharpe,level,1,-0.0722,0.1697,-0.0678,0.1972,363,
Calmar,level,1,-0.0204,0.731,-0.0629,0.2881,287,
AvgDailyRet%,delta,1,0.0505,0.3214,0.0478,0.3483,387,
Sharpe,delta,1,0.0736,0.1625,0.0315,0.5509,362,
CAGR%,delta,1,0.0597,0.2415,0.0294,0.5636,387,
Sortino,level,1,-0.0662,0.1929,-0.0089,0.8606,388,
Calmar,delta,1,-0.0002,0.9967,0.0016,0.9787,286,
CAGR%,level,3,-0.1667,0.001,-0.133,0.0089,386,yes
Sharpe,level,3,-0.1914,0.0003,-0.1298,0.0136,361,yes
AvgDailyRet%,level,3,-0.1665,0.001,-0.1241,0.0147,386,yes
Calmar,level,3,-0.0402,0.4981,-0.1196,0.043,287,yes
Sortino,level,3,-0.15,0.0031,-0.0906,0.0756,386,
Sortino,delta,3,-0.0156,0.7603,0.0708,0.1657,385,
AvgDailyRet%,delta,3,0.0137,0.7885,0.0356,0.4866,385,
Sharpe,delta,3,0.0338,0.5223,0.0308,0.5604,360,
CAGR%,delta,3,-0.0415,0.417,0.0242,0.6353,385,
Calmar,delta,3,-0.0001,0.9989,-0.0206,0.7292,286,
Sharpe,level,5,-0.2433,0.0,-0.214,0.0,359,yes
CAGR%,level,5,-0.1125,0.0275,-0.1907,0.0002,384,yes
AvgDailyRet%,level,5,-0.1983,0.0001,-0.1893,0.0002,384,yes
Calmar,level,5,-0.0544,0.3581,-0.1714,0.0036,287,yes
Sortino,level,5,-0.1619,0.0015,-0.1558,0.0022,384,yes
CAGR%,delta,5,-0.0587,0.252,-0.0594,0.2459,383,
Sortino,delta,5,-0.0437,0.3939,-0.0553,0.2806,383,
AvgDailyRet%,delta,5,-0.0075,0.8842,-0.0391,0.4453,383,
Sharpe,delta,5,-0.0062,0.907,-0.0302,0.5688,358,
Calmar,delta,5,-0.0001,0.9991,-0.0212,0.7211,286,
