Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0491,0.4093,-0.1466,0.0132,285,yes
Sortino,delta,1,-0.0173,0.741,-0.1415,0.0066,367,yes
Sharpe,delta,1,-0.0588,0.2969,-0.1174,0.0367,317,yes
AvgDailyRet%,delta,1,0.0015,0.9772,-0.1108,0.0339,367,yes
CAGR%,delta,1,0.0084,0.873,-0.1099,0.0353,367,yes
Calmar,level,1,-0.0721,0.224,-0.0939,0.1132,286,
Sharpe,level,1,-0.0952,0.0902,-0.0739,0.1889,318,
CAGR%,level,1,-0.0163,0.7546,-0.0729,0.1627,368,
AvgDailyRet%,level,1,-0.0714,0.1717,-0.0676,0.1957,368,
Sortino,level,1,-0.035,0.5029,-0.0387,0.459,368,
Calmar,delta,3,-0.0617,0.3013,-0.1225,0.0394,283,yes
CAGR%,delta,3,-0.0369,0.4826,-0.0832,0.1127,365,
Calmar,level,3,-0.1603,0.0068,-0.0759,0.2025,284,
Sharpe,delta,3,-0.0633,0.2629,-0.0729,0.1968,315,
AvgDailyRet%,delta,3,-0.028,0.5945,-0.069,0.1883,365,
CAGR%,level,3,-0.0398,0.4483,-0.065,0.2145,366,
AvgDailyRet%,level,3,-0.1265,0.0155,-0.064,0.2216,366,
Sortino,delta,3,0.0008,0.9884,-0.0486,0.3542,365,
Sharpe,level,3,-0.1385,0.0137,-0.038,0.5011,316,
Sortino,level,3,-0.0541,0.3016,-0.0236,0.653,366,
Calmar,delta,5,-0.0549,0.3589,-0.1143,0.0557,281,
CAGR%,delta,5,-0.0078,0.8826,-0.0892,0.0895,363,
AvgDailyRet%,delta,5,0.0,0.9997,-0.0762,0.1475,363,
Sharpe,delta,5,-0.0352,0.5344,-0.0746,0.1882,313,
AvgDailyRet%,level,5,-0.1483,0.0046,-0.0698,0.1838,364,
CAGR%,level,5,-0.0123,0.8146,-0.0598,0.2552,364,
Calmar,level,5,-0.0986,0.0984,-0.0486,0.4159,282,
Sortino,delta,5,-0.0011,0.9835,-0.0471,0.3711,363,
Sortino,level,5,-0.0645,0.2194,-0.0112,0.831,364,
Sharpe,level,5,-0.1459,0.0096,-0.0065,0.9089,314,
