Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,0.0981,0.06,0.1124,0.0312,368,yes
AvgDailyRet%,level,1,0.0902,0.0758,0.0992,0.0509,388,
Sortino,level,1,0.0422,0.4076,0.0988,0.0517,388,
CAGR%,level,1,-0.0003,0.9952,0.0981,0.0534,388,
CAGR%,delta,1,0.0013,0.9791,-0.0755,0.1382,387,
Calmar,level,1,0.0571,0.3236,0.0723,0.2109,301,
AvgDailyRet%,delta,1,-0.0121,0.812,-0.0678,0.1832,387,
Sharpe,delta,1,0.0575,0.2716,-0.0379,0.4691,367,
Calmar,delta,1,0.039,0.5014,0.0087,0.8811,300,
Sortino,delta,1,0.0622,0.2218,-0.0042,0.9336,387,
AvgDailyRet%,level,3,0.164,0.0012,0.2423,0.0,386,yes
CAGR%,level,3,-0.0036,0.9439,0.2381,0.0,386,yes
Sharpe,level,3,0.1465,0.005,0.2222,0.0,366,yes
Sortino,level,3,0.0161,0.7522,0.1537,0.0025,386,yes
Calmar,level,3,0.0151,0.7941,0.1517,0.0084,301,yes
AvgDailyRet%,delta,3,-0.0701,0.17,-0.0451,0.3776,385,
CAGR%,delta,3,-0.0007,0.9896,-0.0414,0.4183,385,
Calmar,delta,3,0.0282,0.6263,0.0394,0.4969,300,
Sortino,delta,3,0.038,0.4568,0.0381,0.4562,385,
Sharpe,delta,3,0.0416,0.4277,-0.0199,0.705,365,
AvgDailyRet%,level,5,0.2449,0.0,0.2987,0.0,384,yes
CAGR%,level,5,0.044,0.3895,0.2878,0.0,384,yes
Sharpe,level,5,0.1961,0.0002,0.2341,0.0,364,yes
Sortino,level,5,0.0188,0.713,0.1485,0.0035,384,yes
Calmar,level,5,0.0088,0.8788,0.1197,0.0379,301,yes
Sortino,delta,5,0.0271,0.5966,0.0421,0.4118,383,
Sharpe,delta,5,0.0791,0.1327,0.0229,0.6632,363,
Calmar,delta,5,0.0206,0.7217,0.0191,0.7415,300,
CAGR%,delta,5,0.0002,0.9974,-0.0156,0.7613,383,
AvgDailyRet%,delta,5,-0.0117,0.8195,-0.0051,0.9208,383,
