Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,0.0117,0.8228,0.0853,0.1025,368,
Calmar,level,1,-0.0684,0.1943,0.0726,0.1684,362,
AvgDailyRet%,level,1,0.0229,0.6613,0.0574,0.272,368,
CAGR%,level,1,-0.0681,0.1924,0.0566,0.2784,368,
Sharpe,level,1,0.0283,0.5878,0.0532,0.3087,368,
Sharpe,delta,1,0.0788,0.1317,0.0299,0.5684,367,
Calmar,delta,1,0.0328,0.5346,0.0253,0.632,361,
CAGR%,delta,1,0.0298,0.5697,-0.0201,0.7008,367,
Sortino,delta,1,-0.0094,0.8577,0.0147,0.7797,367,
AvgDailyRet%,delta,1,0.0467,0.3722,0.0002,0.9962,367,
Sortino,level,3,0.0219,0.6762,0.1605,0.0021,366,yes
CAGR%,level,3,-0.1202,0.0214,0.1102,0.035,366,yes
AvgDailyRet%,level,3,0.0279,0.5944,0.1094,0.0365,366,yes
Sharpe,level,3,0.0337,0.5199,0.0939,0.0727,366,
Calmar,level,3,-0.1227,0.0195,0.0936,0.0753,362,
Sortino,delta,3,0.0045,0.9311,0.0678,0.196,365,
Sharpe,delta,3,0.0216,0.6803,0.0574,0.2743,365,
CAGR%,delta,3,0.0244,0.6424,0.0556,0.2894,365,
Calmar,delta,3,0.0247,0.6397,0.0451,0.3924,361,
AvgDailyRet%,delta,3,0.016,0.7604,0.0414,0.43,365,
Sortino,level,5,0.0263,0.617,0.1367,0.009,364,yes
Sortino,delta,5,0.0219,0.6782,0.0988,0.0601,363,
Sharpe,delta,5,0.0696,0.186,0.0942,0.0732,363,
AvgDailyRet%,delta,5,0.073,0.1651,0.0834,0.1128,363,
AvgDailyRet%,level,5,0.0328,0.5329,0.0821,0.118,364,
CAGR%,level,5,-0.171,0.0011,0.0817,0.1197,364,
CAGR%,delta,5,0.0449,0.3939,0.0782,0.137,363,
Sharpe,level,5,0.0417,0.4274,0.0594,0.2582,364,
Calmar,delta,5,0.0427,0.4185,0.0376,0.4764,361,
Calmar,level,5,-0.173,0.0009,0.0365,0.4887,362,
