Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0744,0.1545,-0.1335,0.0104,368,yes
Calmar,level,1,-0.079,0.1303,-0.1302,0.0124,368,yes
AvgDailyRet%,level,1,-0.1131,0.03,-0.1297,0.0128,368,yes
Sharpe,level,1,-0.1268,0.015,-0.1173,0.0244,368,yes
Sortino,level,1,0.0098,0.8516,-0.062,0.2355,368,
Calmar,delta,1,-0.0046,0.9297,0.0437,0.4039,367,
Sharpe,delta,1,0.0994,0.0571,0.028,0.5924,367,
AvgDailyRet%,delta,1,0.0668,0.2019,0.0226,0.6667,367,
Sortino,delta,1,0.006,0.9091,0.0136,0.7949,367,
CAGR%,delta,1,-0.0004,0.9942,0.0088,0.8673,367,
CAGR%,level,3,-0.0943,0.0716,-0.1861,0.0003,366,yes
Calmar,level,3,-0.098,0.0611,-0.1857,0.0004,366,yes
AvgDailyRet%,level,3,-0.2206,0.0,-0.1846,0.0004,366,yes
Sharpe,level,3,-0.2654,0.0,-0.1666,0.0014,366,yes
Sortino,level,3,-0.0239,0.6481,-0.091,0.082,366,
Sortino,delta,3,0.0433,0.4099,0.0118,0.8225,365,
CAGR%,delta,3,-0.0342,0.5153,-0.011,0.8343,365,
Sharpe,delta,3,0.0468,0.3724,-0.0104,0.8428,365,
Calmar,delta,3,-0.0366,0.4858,0.0082,0.876,365,
AvgDailyRet%,delta,3,0.0282,0.591,-0.0031,0.9527,365,
AvgDailyRet%,level,5,-0.2879,0.0,-0.2248,0.0,364,yes
CAGR%,level,5,-0.0936,0.0744,-0.2187,0.0,364,yes
Calmar,level,5,-0.0974,0.0633,-0.2143,0.0,364,yes
Sharpe,level,5,-0.3478,0.0,-0.1934,0.0002,364,yes
Sortino,level,5,-0.0853,0.1042,-0.1401,0.0074,364,yes
AvgDailyRet%,delta,5,0.0093,0.8604,0.017,0.7472,363,
CAGR%,delta,5,-0.0261,0.6195,-0.0091,0.8622,363,
Sortino,delta,5,0.0799,0.1286,0.0037,0.9433,363,
Calmar,delta,5,-0.0306,0.5606,-0.0026,0.9608,363,
Sharpe,delta,5,-0.0046,0.9301,0.0014,0.9795,363,
