L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,0.8,1.0,3.0537,224.49,-12.363,18.159,0.8235,False
0.0,0.8,2.0,3.3845,409.25,-16.418,24.928,0.6611,False
0.0,0.8,2.5,3.3271,411.85,-18.581,22.165,0.708,False
0.0,0.8,3.0,3.3345,410.04,-18.701,21.926,0.7121,False
0.0,0.9,1.0,3.0537,271.59,-13.828,19.641,0.8235,False
0.0,0.9,2.0,3.382,510.87,-18.334,27.864,0.6607,False
0.0,0.9,2.5,3.3732,516.51,-19.505,26.481,0.6819,False
0.0,0.9,3.0,3.38,516.05,-19.505,26.458,0.6834,False
0.0,1.0,1.0,3.0537,324.46,-15.276,21.24,0.8235,False
0.0,1.0,2.0,3.382,632.34,-20.221,31.271,0.6607,False
0.0,1.0,2.5,3.3966,642.87,-20.484,31.383,0.6672,False
0.0,1.0,3.0,3.4043,647.03,-20.484,31.586,0.6683,False
0.0,1.1,1.0,3.0537,383.64,-16.707,22.964,0.8235,False
0.0,1.1,2.0,3.382,774.68,-22.079,35.086,0.6607,False
0.0,1.1,2.5,3.4027,791.3,-22.079,35.839,0.6632,False
0.0,1.1,3.0,3.4046,792.93,-22.079,35.913,0.6635,False
0.0,1.2,1.0,3.0537,449.73,-18.12,24.82,0.8235,False
0.0,1.2,2.0,3.382,940.84,-23.909,39.351,0.6607,False
0.0,1.2,2.5,3.3964,955.48,-23.909,39.963,0.6625,False
0.0,1.2,3.0,3.3964,955.48,-23.909,39.963,0.6625,False
0.0,1.3,1.0,3.0537,523.33,-19.517,26.815,0.8235,False
0.0,1.3,2.0,3.382,1134.04,-25.71,44.108,0.6607,False
0.0,1.3,2.5,3.389,1142.89,-25.71,44.453,0.6615,False
0.0,1.3,3.0,3.389,1142.89,-25.71,44.453,0.6615,False
0.0,1.4,1.0,3.0537,605.08,-20.896,28.956,0.8235,False
0.0,1.4,2.0,3.382,1357.84,-27.483,49.406,0.6607,False
0.0,1.4,2.5,3.3822,1358.13,-27.483,49.416,0.6607,False
0.0,1.4,3.0,3.3822,1358.13,-27.483,49.416,0.6607,False
0.0,1.5,1.0,3.0537,695.64,-22.259,31.252,0.8235,False
0.0,1.5,2.0,3.382,1616.1,-29.229,55.292,0.6607,False
0.0,1.5,2.5,3.382,1616.1,-29.229,55.292,0.6607,False
0.0,1.5,3.0,3.382,1616.1,-29.229,55.292,0.6607,False
0.0,1.6,1.0,3.0537,795.69,-23.605,33.708,0.8235,False
0.0,1.6,2.0,3.382,1913.0,-30.946,61.817,0.6607,False
0.0,1.6,2.5,3.382,1913.0,-30.946,61.817,0.6607,False
0.0,1.6,3.0,3.382,1913.0,-30.946,61.817,0.6607,False
0.0,1.7,1.0,3.0537,905.95,-24.935,36.332,0.8235,False
0.0,1.7,2.0,3.382,2253.04,-32.637,69.034,0.6607,False
0.0,1.7,2.5,3.382,2253.04,-32.637,69.034,0.6607,False
0.0,1.7,3.0,3.382,2253.04,-32.637,69.034,0.6607,False
0.0,1.8,1.0,3.0537,1027.13,-26.249,39.131,0.8235,False
0.0,1.8,2.0,3.382,2641.04,-34.3,76.999,0.6607,False
0.0,1.8,2.5,3.382,2641.04,-34.3,76.999,0.6607,False
0.0,1.8,3.0,3.382,2641.04,-34.3,76.999,0.6607,False
0.0,2.0,1.0,3.0537,1305.22,-28.827,45.278,0.8235,False
0.0,2.0,2.0,3.382,3581.71,-37.546,95.394,0.6607,False
0.0,2.0,2.5,3.382,3581.71,-37.546,95.394,0.6607,False
0.0,2.0,3.0,3.382,3581.71,-37.546,95.394,0.6607,False
0.5,0.8,1.0,3.0537,224.49,-12.363,18.159,0.8235,False
0.5,0.8,2.0,3.3845,409.25,-16.418,24.928,0.6611,False
0.5,0.8,2.5,3.3271,411.85,-18.581,22.165,0.708,False
0.5,0.8,3.0,3.3345,410.04,-18.701,21.926,0.7121,False
0.5,0.9,1.0,3.0537,271.59,-13.828,19.641,0.8235,False
0.5,0.9,2.0,3.382,510.87,-18.334,27.864,0.6607,False
0.5,0.9,2.5,3.3732,516.51,-19.505,26.481,0.6819,False
0.5,0.9,3.0,3.38,516.05,-19.505,26.458,0.6834,False
0.5,1.0,1.0,3.0537,324.46,-15.276,21.24,0.8235,False
0.5,1.0,2.0,3.382,632.34,-20.221,31.271,0.6607,False
0.5,1.0,2.5,3.3966,642.87,-20.484,31.383,0.6672,False
0.5,1.0,3.0,3.4043,647.03,-20.484,31.586,0.6683,False
0.5,1.1,1.0,3.0537,383.64,-16.707,22.964,0.8235,False
0.5,1.1,2.0,3.382,774.68,-22.079,35.086,0.6607,False
0.5,1.1,2.5,3.4027,791.3,-22.079,35.839,0.6632,False
0.5,1.1,3.0,3.4046,792.93,-22.079,35.913,0.6635,False
0.5,1.2,1.0,3.0537,449.73,-18.12,24.82,0.8235,False
0.5,1.2,2.0,3.382,940.84,-23.909,39.351,0.6607,False
0.5,1.2,2.5,3.3964,955.48,-23.909,39.963,0.6625,False
0.5,1.2,3.0,3.3964,955.48,-23.909,39.963,0.6625,False
0.5,1.3,1.0,3.0537,523.33,-19.517,26.815,0.8235,False
0.5,1.3,2.0,3.382,1134.04,-25.71,44.108,0.6607,False
0.5,1.3,2.5,3.389,1142.89,-25.71,44.453,0.6615,False
0.5,1.3,3.0,3.389,1142.89,-25.71,44.453,0.6615,False
0.5,1.4,1.0,3.0537,605.08,-20.896,28.956,0.8235,False
0.5,1.4,2.0,3.382,1357.84,-27.483,49.406,0.6607,False
0.5,1.4,2.5,3.3822,1358.13,-27.483,49.416,0.6607,False
0.5,1.4,3.0,3.3822,1358.13,-27.483,49.416,0.6607,False
0.5,1.5,1.0,3.0537,695.64,-22.259,31.252,0.8235,False
0.5,1.5,2.0,3.382,1616.1,-29.229,55.292,0.6607,False
0.5,1.5,2.5,3.382,1616.1,-29.229,55.292,0.6607,False
0.5,1.5,3.0,3.382,1616.1,-29.229,55.292,0.6607,False
0.5,1.6,1.0,3.0537,795.69,-23.605,33.708,0.8235,False
0.5,1.6,2.0,3.382,1913.0,-30.946,61.817,0.6607,False
0.5,1.6,2.5,3.382,1913.0,-30.946,61.817,0.6607,False
0.5,1.6,3.0,3.382,1913.0,-30.946,61.817,0.6607,False
0.5,1.7,1.0,3.0537,905.95,-24.935,36.332,0.8235,False
0.5,1.7,2.0,3.382,2253.04,-32.637,69.034,0.6607,False
0.5,1.7,2.5,3.382,2253.04,-32.637,69.034,0.6607,False
0.5,1.7,3.0,3.382,2253.04,-32.637,69.034,0.6607,False
0.5,1.8,1.0,3.0537,1027.13,-26.249,39.131,0.8235,False
0.5,1.8,2.0,3.382,2641.04,-34.3,76.999,0.6607,False
0.5,1.8,2.5,3.382,2641.04,-34.3,76.999,0.6607,False
0.5,1.8,3.0,3.382,2641.04,-34.3,76.999,0.6607,False
0.5,2.0,1.0,3.0537,1305.22,-28.827,45.278,0.8235,False
0.5,2.0,2.0,3.382,3581.71,-37.546,95.394,0.6607,False
0.5,2.0,2.5,3.382,3581.71,-37.546,95.394,0.6607,False
0.5,2.0,3.0,3.382,3581.71,-37.546,95.394,0.6607,False
1.0,1.1,1.0,3.0537,383.64,-16.707,22.964,0.8235,False
1.0,1.1,2.0,3.382,774.68,-22.079,35.086,0.6607,False
1.0,1.1,2.5,3.4027,791.3,-22.079,35.839,0.6632,False
1.0,1.1,3.0,3.4046,792.93,-22.079,35.913,0.6635,False
1.0,1.2,1.0,3.0537,449.73,-18.12,24.82,0.8235,False
1.0,1.2,2.0,3.382,940.84,-23.909,39.351,0.6607,False
1.0,1.2,2.5,3.3964,955.48,-23.909,39.963,0.6625,False
1.0,1.2,3.0,3.3964,955.48,-23.909,39.963,0.6625,False
1.0,1.3,1.0,3.0537,523.33,-19.517,26.815,0.8235,False
1.0,1.3,2.0,3.382,1134.04,-25.71,44.108,0.6607,False
1.0,1.3,2.5,3.389,1142.89,-25.71,44.453,0.6615,False
1.0,1.3,3.0,3.389,1142.89,-25.71,44.453,0.6615,False
1.0,1.4,1.0,3.0537,605.08,-20.896,28.956,0.8235,False
1.0,1.4,2.0,3.382,1357.84,-27.483,49.406,0.6607,False
1.0,1.4,2.5,3.3822,1358.13,-27.483,49.416,0.6607,False
1.0,1.4,3.0,3.3822,1358.13,-27.483,49.416,0.6607,False
1.0,1.5,1.0,3.0537,695.64,-22.259,31.252,0.8235,False
1.0,1.5,2.0,3.382,1616.1,-29.229,55.292,0.6607,False
1.0,1.5,2.5,3.382,1616.1,-29.229,55.292,0.6607,False
1.0,1.5,3.0,3.382,1616.1,-29.229,55.292,0.6607,False
1.0,1.6,1.0,3.0537,795.69,-23.605,33.708,0.8235,False
1.0,1.6,2.0,3.382,1913.0,-30.946,61.817,0.6607,False
1.0,1.6,2.5,3.382,1913.0,-30.946,61.817,0.6607,False
1.0,1.6,3.0,3.382,1913.0,-30.946,61.817,0.6607,False
1.0,1.7,1.0,3.0537,905.95,-24.935,36.332,0.8235,False
1.0,1.7,2.0,3.382,2253.04,-32.637,69.034,0.6607,False
1.0,1.7,2.5,3.382,2253.04,-32.637,69.034,0.6607,False
1.0,1.7,3.0,3.382,2253.04,-32.637,69.034,0.6607,False
1.0,1.8,1.0,3.0537,1027.13,-26.249,39.131,0.8235,False
1.0,1.8,2.0,3.382,2641.04,-34.3,76.999,0.6607,False
1.0,1.8,2.5,3.382,2641.04,-34.3,76.999,0.6607,False
1.0,1.8,3.0,3.382,2641.04,-34.3,76.999,0.6607,False
1.0,2.0,1.0,3.0537,1305.22,-28.827,45.278,0.8235,False
1.0,2.0,2.0,3.382,3581.71,-37.546,95.394,0.6607,False
1.0,2.0,2.5,3.382,3581.71,-37.546,95.394,0.6607,False
1.0,2.0,3.0,3.382,3581.71,-37.546,95.394,0.6607,False
