Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0202,0.6915,-0.0782,0.124,388,
Sortino,delta,1,0.0776,0.1274,0.0746,0.1429,387,
AvgDailyRet%,level,1,-0.1008,0.0473,-0.0743,0.1442,388,
Sharpe,level,1,-0.075,0.1588,-0.0651,0.2221,354,
Calmar,level,1,-0.0161,0.7946,-0.0556,0.369,263,
Sharpe,delta,1,0.0787,0.1399,0.03,0.5747,353,
Calmar,delta,1,-0.1212,0.0501,0.028,0.6516,262,
CAGR%,delta,1,0.0002,0.9975,0.0273,0.5919,387,
AvgDailyRet%,delta,1,0.0465,0.3612,0.0253,0.6202,387,
Sortino,level,1,-0.0578,0.2559,-0.0051,0.92,388,
CAGR%,level,3,-0.0362,0.4786,-0.1398,0.0059,386,yes
AvgDailyRet%,level,3,-0.2031,0.0001,-0.1367,0.0072,386,yes
Sharpe,level,3,-0.1893,0.0004,-0.1143,0.0321,352,yes
Calmar,delta,3,-0.0136,0.8264,-0.0841,0.1746,262,
Sortino,level,3,-0.1405,0.0057,-0.0778,0.1272,386,
Calmar,level,3,0.0873,0.1581,-0.077,0.2132,263,
CAGR%,delta,3,-0.0001,0.9988,-0.0197,0.6998,385,
AvgDailyRet%,delta,3,-0.0308,0.547,-0.0172,0.7365,385,
Sharpe,delta,3,0.0144,0.7884,-0.016,0.7648,351,
Sortino,delta,3,-0.0356,0.4857,0.0003,0.9959,385,
AvgDailyRet%,level,5,-0.2239,0.0,-0.1866,0.0002,384,yes
CAGR%,level,5,-0.0487,0.3416,-0.1835,0.0003,384,yes
Sharpe,level,5,-0.2297,0.0,-0.1639,0.0021,350,yes
Sortino,level,5,-0.1519,0.0028,-0.1261,0.0134,384,yes
Calmar,level,5,0.0517,0.404,-0.0869,0.1599,263,
Sortino,delta,5,-0.0255,0.6183,-0.0808,0.1143,383,
CAGR%,delta,5,-0.0001,0.9978,-0.0648,0.2055,383,
AvgDailyRet%,delta,5,-0.0338,0.5097,-0.0567,0.2685,383,
Sharpe,delta,5,-0.0071,0.8952,-0.052,0.3331,349,
Calmar,delta,5,-0.01,0.8719,-0.0247,0.6911,262,
