Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0603,0.2431,0.0406,0.4321,377,
AvgDailyRet%,delta,1,0.0804,0.1192,0.0378,0.4645,377,
Sharpe,delta,1,0.0936,0.0695,0.0324,0.5307,377,
Calmar,level,1,-0.0244,0.6365,-0.024,0.6423,378,
Calmar,delta,1,-0.0077,0.8812,-0.022,0.6705,377,
Sortino,level,1,0.0934,0.0698,0.0132,0.7983,378,
Sharpe,level,1,0.0895,0.0823,0.0104,0.8395,378,
CAGR%,level,1,-0.0227,0.6604,0.0092,0.8582,378,
AvgDailyRet%,level,1,0.0873,0.09,0.0048,0.9264,378,
CAGR%,delta,1,0.0023,0.965,-0.0041,0.9375,377,
Sortino,delta,3,0.0682,0.1876,0.0657,0.2043,375,
Sharpe,level,3,0.1189,0.0211,0.0639,0.2164,376,
Sortino,level,3,0.1315,0.0107,0.0609,0.2389,376,
CAGR%,level,3,-0.0296,0.5672,0.0597,0.2481,376,
AvgDailyRet%,level,3,0.1187,0.0213,0.0498,0.336,376,
AvgDailyRet%,delta,3,0.0691,0.182,0.0493,0.3412,375,
Calmar,delta,3,-0.0256,0.6217,0.0476,0.3579,375,
Sharpe,delta,3,0.0398,0.4418,0.036,0.4873,375,
CAGR%,delta,3,-0.0189,0.7153,0.0349,0.5007,375,
Calmar,level,3,-0.0242,0.6404,0.0126,0.8078,376,
Sharpe,level,5,0.1524,0.0031,0.0947,0.0674,374,
CAGR%,level,5,-0.0394,0.4477,0.0913,0.0779,374,
Sortino,level,5,0.157,0.0023,0.0823,0.1121,374,
AvgDailyRet%,level,5,0.1435,0.0054,0.0789,0.1277,374,
Sortino,delta,5,0.0683,0.1879,0.0607,0.2421,373,
AvgDailyRet%,delta,5,0.0764,0.1407,0.054,0.2983,373,
Calmar,level,5,-0.0274,0.5968,0.0441,0.3951,374,
Sharpe,delta,5,0.0548,0.2909,0.044,0.397,373,
Calmar,delta,5,0.0004,0.9933,0.0427,0.4108,373,
CAGR%,delta,5,0.0028,0.9567,0.031,0.5511,373,
