Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0155,0.7636,0.0399,0.4403,377,
Sharpe,delta,1,0.094,0.0683,0.0336,0.5156,377,
AvgDailyRet%,delta,1,0.0472,0.3607,0.0328,0.5258,377,
Calmar,delta,1,0.0284,0.5822,0.0249,0.6292,377,
Sortino,delta,1,0.0242,0.6389,0.0185,0.7199,377,
CAGR%,level,1,-0.0479,0.3535,-0.0157,0.7614,378,
AvgDailyRet%,level,1,-0.0227,0.6598,-0.0136,0.7922,378,
Sharpe,level,1,-0.0212,0.6817,-0.0089,0.8629,378,
Sortino,level,1,0.0235,0.649,0.0088,0.8639,378,
Calmar,level,1,-0.0409,0.4284,0.0031,0.9518,378,
Calmar,delta,3,-0.0035,0.9461,0.0467,0.3674,375,
Sharpe,delta,3,0.0623,0.2286,0.0386,0.4563,375,
CAGR%,delta,3,-0.007,0.8918,0.0357,0.4908,375,
AvgDailyRet%,delta,3,0.0261,0.6142,0.0288,0.5779,375,
CAGR%,level,3,-0.1011,0.0502,-0.0263,0.6117,376,
Sortino,delta,3,0.0332,0.5219,0.026,0.6151,375,
AvgDailyRet%,level,3,-0.0585,0.258,-0.0226,0.6618,376,
Sharpe,level,3,-0.0748,0.1475,-0.0216,0.6762,376,
Sortino,level,3,0.0484,0.3497,0.0188,0.7158,376,
Calmar,level,3,-0.1035,0.0449,-0.007,0.8926,376,
Calmar,delta,5,-0.0362,0.4853,0.0895,0.0845,373,
Sharpe,delta,5,0.0882,0.0889,0.0772,0.1365,373,
Sortino,delta,5,0.0655,0.2071,0.0714,0.169,373,
CAGR%,delta,5,-0.0406,0.4345,0.0699,0.1782,373,
AvgDailyRet%,delta,5,0.061,0.2396,0.0588,0.2573,373,
Sharpe,level,5,-0.112,0.0303,-0.0566,0.2745,374,
CAGR%,level,5,-0.1044,0.0435,-0.0453,0.3822,374,
AvgDailyRet%,level,5,-0.0824,0.1114,-0.0395,0.4466,374,
Calmar,level,5,-0.0988,0.0563,-0.0391,0.4507,374,
Sortino,level,5,0.0152,0.7693,-0.019,0.7139,374,
