Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0392,0.4414,-0.0712,0.1614,388,
Sharpe,level,1,-0.0501,0.3277,-0.0679,0.1851,383,
AvgDailyRet%,level,1,-0.0408,0.4233,-0.0618,0.2246,388,
Sortino,delta,1,0.0321,0.5296,0.0549,0.2816,387,
Calmar,level,1,-0.012,0.8263,-0.0547,0.3182,335,
Calmar,delta,1,0.0447,0.4157,0.0349,0.5251,334,
Sortino,level,1,-0.071,0.1628,-0.0267,0.5995,388,
Sharpe,delta,1,0.0985,0.0543,0.0228,0.6569,382,
CAGR%,delta,1,0.0454,0.373,0.0211,0.6787,387,
AvgDailyRet%,delta,1,0.0459,0.3675,0.0181,0.7225,387,
Sharpe,level,3,-0.1371,0.0074,-0.1416,0.0056,381,yes
CAGR%,level,3,-0.108,0.0339,-0.127,0.0126,386,yes
AvgDailyRet%,level,3,-0.0935,0.0665,-0.1157,0.0229,386,yes
Calmar,level,3,-0.016,0.7704,-0.1043,0.0564,335,
Sortino,level,3,-0.1133,0.026,-0.1041,0.0409,386,yes
Sortino,delta,3,-0.0462,0.3657,0.0557,0.2756,385,
AvgDailyRet%,delta,3,0.0077,0.8807,0.0366,0.4737,385,
Sharpe,delta,3,0.0394,0.4439,0.0312,0.5438,380,
CAGR%,delta,3,-0.0182,0.7214,0.0188,0.7136,385,
Calmar,delta,3,0.004,0.9419,0.0037,0.9459,334,
Sharpe,level,5,-0.1762,0.0006,-0.2035,0.0001,379,yes
CAGR%,level,5,-0.0766,0.134,-0.15,0.0032,384,yes
AvgDailyRet%,level,5,-0.1115,0.0289,-0.1412,0.0056,384,yes
Sortino,level,5,-0.1207,0.018,-0.1309,0.0102,384,yes
Calmar,level,5,-0.0123,0.8227,-0.098,0.0731,335,
Calmar,delta,5,0.0121,0.8259,0.0231,0.6742,334,
AvgDailyRet%,delta,5,0.0251,0.6249,0.0185,0.7187,383,
Sortino,delta,5,-0.0101,0.8439,0.0171,0.7386,383,
Sharpe,delta,5,0.0117,0.8205,0.0096,0.8528,378,
CAGR%,delta,5,-0.018,0.7258,-0.0052,0.9196,383,
