Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,0.031,0.5534,-0.0945,0.0702,368,
Sharpe,level,1,-0.1184,0.0231,-0.0913,0.0804,368,
Calmar,level,1,0.0306,0.559,-0.0913,0.0803,368,
AvgDailyRet%,level,1,-0.0983,0.0595,-0.0791,0.1301,368,
Calmar,delta,1,-0.0042,0.9364,-0.0373,0.4762,367,
CAGR%,delta,1,-0.0041,0.9377,-0.0277,0.5974,367,
Sortino,level,1,-0.0424,0.4177,-0.0244,0.6412,368,
AvgDailyRet%,delta,1,0.0182,0.7286,-0.0098,0.8514,367,
Sortino,delta,1,0.0034,0.9488,0.008,0.8789,367,
Sharpe,delta,1,0.0407,0.4364,0.0066,0.8994,367,
CAGR%,level,3,0.0083,0.8741,-0.1487,0.0044,366,yes
Calmar,level,3,0.0078,0.882,-0.1432,0.0061,366,yes
Sharpe,level,3,-0.2287,0.0,-0.1388,0.0079,366,yes
AvgDailyRet%,level,3,-0.1859,0.0003,-0.134,0.0103,366,yes
Sortino,level,3,-0.0809,0.1223,-0.0517,0.324,366,
CAGR%,delta,3,0.0605,0.2487,-0.02,0.7039,365,
Calmar,delta,3,0.0603,0.2502,-0.019,0.7177,365,
Sharpe,delta,3,0.0211,0.6883,0.0059,0.9107,365,
AvgDailyRet%,delta,3,0.0169,0.7481,-0.0016,0.9751,365,
Sortino,delta,3,0.0007,0.9886,0.0006,0.991,365,
CAGR%,level,5,-0.0292,0.5788,-0.22,0.0,364,yes
Calmar,level,5,-0.0297,0.5719,-0.212,0.0,364,yes
AvgDailyRet%,level,5,-0.2435,0.0,-0.2078,0.0001,364,yes
Sharpe,level,5,-0.2977,0.0,-0.2027,0.0001,364,yes
Sortino,level,5,-0.1073,0.0408,-0.1149,0.0284,364,yes
CAGR%,delta,5,0.031,0.5554,-0.0192,0.7158,363,
Sharpe,delta,5,-0.0049,0.9263,0.0139,0.7911,363,
AvgDailyRet%,delta,5,0.0186,0.7238,0.0119,0.8216,363,
Calmar,delta,5,0.0309,0.5574,-0.0098,0.8526,363,
Sortino,delta,5,0.0146,0.7817,0.0018,0.9731,363,
