Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0153,0.7668,0.0493,0.34,377,
Calmar,delta,1,0.0187,0.7169,0.0371,0.4732,377,
Sharpe,delta,1,0.0874,0.0902,0.0314,0.5433,377,
AvgDailyRet%,delta,1,0.0439,0.3959,0.0193,0.7081,377,
CAGR%,level,1,-0.0417,0.4187,-0.0169,0.7431,378,
AvgDailyRet%,level,1,-0.0222,0.6673,-0.015,0.772,378,
Sortino,delta,1,0.0242,0.6391,0.0119,0.8174,377,
Sharpe,level,1,-0.0203,0.6944,-0.0092,0.8581,378,
Sortino,level,1,0.0236,0.648,0.0081,0.8753,378,
Calmar,level,1,-0.0372,0.4714,0.0026,0.9596,378,
Sharpe,delta,3,0.0615,0.2349,0.047,0.3637,375,
CAGR%,delta,3,0.0065,0.9003,0.0431,0.4054,375,
Calmar,delta,3,0.0073,0.8875,0.0422,0.4148,375,
Sortino,delta,3,0.0333,0.5206,0.0362,0.4849,375,
AvgDailyRet%,delta,3,0.0259,0.6176,0.031,0.5496,375,
CAGR%,level,3,-0.1124,0.0294,-0.0288,0.5771,376,
AvgDailyRet%,level,3,-0.0569,0.2708,-0.0231,0.6558,376,
Sharpe,level,3,-0.0713,0.1677,-0.0217,0.6751,376,
Sortino,level,3,0.0486,0.3469,0.0209,0.6863,376,
Calmar,level,3,-0.1096,0.0337,-0.0112,0.8286,376,
Calmar,delta,5,-0.0423,0.4157,0.0844,0.1036,373,
Sortino,delta,5,0.0656,0.2059,0.0832,0.1085,373,
CAGR%,delta,5,-0.0452,0.3837,0.0775,0.1349,373,
Sharpe,delta,5,0.0885,0.088,0.0741,0.1534,373,
AvgDailyRet%,delta,5,0.0606,0.2429,0.0659,0.2044,373,
Sharpe,level,5,-0.108,0.0369,-0.0574,0.2679,374,
CAGR%,level,5,-0.1094,0.0344,-0.0473,0.3617,374,
Calmar,level,5,-0.1032,0.046,-0.0451,0.385,374,
AvgDailyRet%,level,5,-0.0807,0.1194,-0.0404,0.4354,374,
Sortino,level,5,0.0154,0.7661,-0.0163,0.7531,374,
