Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,0.0309,0.5488,0.0544,0.291,378,
AvgDailyRet%,level,1,0.0164,0.7503,0.0506,0.327,378,
Sharpe,level,1,0.029,0.5739,0.0473,0.3589,378,
CAGR%,level,1,-0.027,0.6011,0.0471,0.3609,378,
Calmar,level,1,-0.024,0.6424,0.0421,0.4148,378,
AvgDailyRet%,delta,1,-0.0107,0.8362,0.0065,0.9005,377,
Calmar,delta,1,0.013,0.8017,-0.0061,0.9065,377,
Sharpe,delta,1,0.018,0.7274,0.0052,0.9197,377,
Sortino,delta,1,-0.0152,0.7692,-0.003,0.9542,377,
CAGR%,delta,1,0.016,0.7562,-0.0025,0.9611,377,
Sortino,delta,3,0.0464,0.3707,0.0609,0.2395,375,
AvgDailyRet%,delta,3,0.0194,0.7083,0.049,0.3437,375,
Sharpe,delta,3,0.036,0.4876,0.0463,0.3708,375,
CAGR%,delta,3,0.0088,0.8646,0.038,0.463,375,
Sortino,level,3,0.0606,0.2409,0.0355,0.4929,376,
AvgDailyRet%,level,3,0.0366,0.4797,0.0341,0.5095,376,
Calmar,delta,3,0.0151,0.7705,0.0316,0.5419,375,
CAGR%,level,3,-0.0924,0.0736,0.0183,0.7241,376,
Sharpe,level,3,0.0477,0.3567,0.0169,0.7435,376,
Calmar,level,3,-0.0861,0.0955,0.0071,0.8915,376,
Sortino,delta,5,0.0775,0.1352,0.0937,0.0707,373,
Sharpe,delta,5,0.0879,0.0902,0.0864,0.0956,373,
Calmar,delta,5,-0.0168,0.7466,0.08,0.123,373,
CAGR%,delta,5,-0.0195,0.7076,0.0786,0.1299,373,
AvgDailyRet%,delta,5,0.0456,0.3793,0.072,0.1652,373,
AvgDailyRet%,level,5,0.0318,0.5401,0.0152,0.7689,374,
Sortino,level,5,0.0478,0.3568,0.013,0.8027,374,
Calmar,level,5,-0.1015,0.0498,-0.0122,0.8144,374,
Sharpe,level,5,0.0417,0.4209,-0.0103,0.842,374,
CAGR%,level,5,-0.1024,0.0478,-0.0042,0.9353,374,
