date,col_name,n_deployed,n_eligible,n_dropped,deployed,eligible,dropped,drop_reasons
2026-03-08,Bt_20260308_060000,7,7,0,AKT|DEGO|GRASS|OPN|POWR|SPACE|STEEM,AKT|DEGO|GRASS|OPN|POWR|SPACE|STEEM,,
2026-03-09,Bt_20260309_060000,7,7,0,AIXBT|ARIA|BOB|DEXE|KERNEL|SAHARA|TAO,AIXBT|ARIA|BOB|DEXE|KERNEL|SAHARA|TAO,,
2026-03-10,Bt_20260310_060000,8,8,0,AIN|DEXE|EDEN|FLOW|JELLYJELLY|RESOLV|SOON|SXT,AIN|DEXE|EDEN|FLOW|JELLYJELLY|RESOLV|SOON|SXT,,
2026-03-11,Bt_20260311_060000,10,10,0,HUMA|ICP|ICX|JOE|ONG|PIXEL|SLP|STORJ|US|VTHO,HUMA|ICP|ICX|JOE|ONG|PIXEL|SLP|STORJ|US|VTHO,,
2026-03-12,Bt_20260312_060000,8,8,0,AVNT|CYS|DEGO|GTC|KERNEL|MMT|OG|WCT,AVNT|CYS|DEGO|GTC|KERNEL|MMT|OG|WCT,,
2026-03-13,Bt_20260313_060000,4,4,0,APR|CFX|FET|KAT,APR|CFX|FET|KAT,,
2026-03-14,Bt_20260314_060000,8,8,0,APR|DOOD|FHE|IP|RIVER|STEEM|TRUMP|ZEN,APR|DOOD|FHE|IP|RIVER|STEEM|TRUMP|ZEN,,
2026-03-15,Bt_20260315_060000,8,8,0,ATH|C|COTI|EIGEN|MYX|S|XAN|ZEN,ATH|C|COTI|EIGEN|MYX|S|XAN|ZEN,,
2026-03-16,Bt_20260316_060000,5,5,0,ADA|B|G|PEPE|TUT,ADA|B|G|PEPE|TUT,,
2026-03-17,Bt_20260317_060000,7,7,0,ANIME|F|FLOCK|HYPER|SIREN|STBL|ZETA,ANIME|F|FLOCK|HYPER|SIREN|STBL|ZETA,,
2026-03-18,Bt_20260318_060000,5,5,0,ENJ|LIGHT|ORDER|SIREN|ZIL,ENJ|LIGHT|ORDER|SIREN|ZIL,,
2026-03-19,Bt_20260319_060000,5,5,0,AIA|ETHFI|OL|PUMPBTC|SAHARA,AIA|ETHFI|OL|PUMPBTC|SAHARA,,
