EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,3.5444,1315.28,-23.695,-10.128,55.51,0.6903,False
360,0.08,3.6419,1868.02,-22.259,-9.96,83.921,0.5586,False
360,0.09,3.7052,2296.34,-22.259,-9.96,103.164,0.625,False
360,0.1,3.3488,1967.9,-25.95,-17.898,75.834,0.6466,False
360,0.15,3.1805,2622.84,-32.427,-18.924,80.884,0.5929,False
360,0.175,3.2215,2862.89,-29.844,-18.924,95.929,0.5766,False
360,0.2,3.2056,2910.82,-30.407,-18.924,95.729,0.5765,False
360,0.225,3.1028,3544.47,-32.427,-18.924,109.305,0.529,False
360,0.25,3.004,3550.01,-32.979,-18.924,107.645,0.5408,False
360,0.3,2.8703,4621.67,-32.979,-18.924,140.14,0.5244,False
540,0.07,3.593,1243.94,-23.695,-10.128,52.499,0.7036,False
540,0.08,3.798,1562.29,-22.259,-9.96,70.186,0.5346,False
540,0.09,3.8689,1995.05,-22.259,-9.96,89.628,0.5868,False
540,0.1,3.5947,2200.75,-22.259,-9.96,98.869,0.4619,False
540,0.15,3.2028,2703.39,-30.97,-18.924,87.29,0.5848,False
540,0.175,3.2549,3081.82,-30.407,-18.924,101.352,0.5653,False
540,0.2,3.2269,3117.12,-30.97,-18.924,100.648,0.5593,False
540,0.225,3.1469,3935.96,-31.534,-18.924,124.818,0.5013,False
540,0.25,3.004,3550.01,-32.979,-18.924,107.645,0.5408,False
540,0.3,2.8703,4621.67,-32.979,-18.924,140.14,0.5244,False
600,0.07,3.4919,1018.9,-23.695,-10.128,43.002,0.7134,False
600,0.08,3.713,1297.75,-22.259,-9.96,58.302,0.5408,False
600,0.09,3.8519,1782.78,-22.259,-9.96,80.092,0.564,False
600,0.1,3.5784,2113.0,-22.259,-9.96,94.927,0.4619,False
600,0.15,3.2028,2703.39,-30.97,-18.924,87.29,0.5848,False
600,0.175,3.2549,3081.82,-30.407,-18.924,101.352,0.5653,False
600,0.2,3.2269,3117.12,-30.97,-18.924,100.648,0.5593,False
600,0.225,3.1469,3935.96,-31.534,-18.924,124.818,0.5013,False
600,0.25,3.004,3550.01,-32.979,-18.924,107.645,0.5408,False
600,0.3,2.8703,4621.67,-32.979,-18.924,140.14,0.5244,False
660,0.07,3.4588,963.46,-23.695,-10.128,40.662,0.72,False
660,0.08,3.6966,1255.31,-22.259,-9.96,56.395,0.5459,False
660,0.09,3.8337,1716.32,-22.259,-9.96,77.106,0.5673,False
660,0.1,3.5857,2133.51,-22.259,-9.96,95.849,0.4621,False
660,0.15,3.1986,2643.64,-30.97,-18.924,85.36,0.5849,False
660,0.175,3.2549,3081.82,-30.407,-18.924,101.352,0.5653,False
660,0.2,3.2269,3117.12,-30.97,-18.924,100.648,0.5593,False
660,0.225,3.1469,3935.96,-31.534,-18.924,124.818,0.5013,False
660,0.25,3.004,3550.01,-32.979,-18.924,107.645,0.5408,False
660,0.3,2.8703,4621.67,-32.979,-18.924,140.14,0.5244,False
720,0.07,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
720,0.08,3.7127,1283.02,-22.259,-9.96,57.64,0.5459,False
720,0.09,3.8548,1768.93,-22.259,-9.96,79.47,0.5673,False
720,0.1,3.5828,2121.47,-22.259,-9.96,95.308,0.4631,False
720,0.15,3.1986,2643.64,-30.97,-18.924,85.36,0.5849,False
720,0.175,3.2561,3091.63,-30.407,-18.924,101.675,0.5653,False
720,0.2,3.2375,3215.65,-30.97,-18.924,103.83,0.5593,False
720,0.225,3.1469,3935.96,-31.534,-18.924,124.818,0.5013,False
720,0.25,3.004,3550.01,-32.979,-18.924,107.645,0.5408,False
720,0.3,2.8703,4621.67,-32.979,-18.924,140.14,0.5244,False
900,0.07,3.4179,898.37,-23.695,-10.128,37.915,0.7194,False
900,0.08,3.686,1213.09,-22.259,-9.96,54.498,0.5481,False
900,0.09,3.8595,1735.48,-22.259,-9.96,77.967,0.5713,False
900,0.1,3.6591,2359.9,-22.259,-9.96,106.019,0.4778,False
900,0.15,3.2845,3199.67,-30.97,-18.924,103.314,0.5908,False
900,0.175,3.3441,3762.14,-30.407,-18.924,123.726,0.5712,False
900,0.2,3.2761,3565.19,-30.97,-18.924,115.116,0.5593,False
900,0.225,3.1881,4361.43,-31.534,-18.924,138.31,0.5013,False
900,0.25,3.004,3550.01,-32.979,-18.924,107.645,0.5408,False
900,0.3,2.8703,4621.67,-32.979,-18.924,140.14,0.5244,False
1080,0.07,3.3229,838.03,-25.13,-12.027,33.348,0.7097,False
1080,0.08,3.6909,1220.11,-22.259,-9.96,54.814,0.5455,False
1080,0.09,3.8726,1764.04,-22.259,-9.96,79.25,0.5726,False
1080,0.1,3.6953,2178.93,-22.259,-9.96,97.889,0.4845,False
1080,0.15,3.2838,3231.7,-30.97,-18.924,104.348,0.5902,False
1080,0.175,3.3501,3823.26,-30.407,-18.924,125.736,0.5712,False
1080,0.2,3.3027,3914.76,-30.97,-18.924,126.403,0.5591,False
1080,0.225,3.2088,4651.12,-31.534,-18.924,147.497,0.5013,False
1080,0.25,3.004,3550.01,-32.979,-18.924,107.645,0.5408,False
1080,0.3,2.8703,4621.67,-32.979,-18.924,140.14,0.5244,False
