L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.8,0.04,2.1137,161.16,-23.716,-6.984,6.796,2.6397,False
0.8,0.045,2.402,223.52,-23.454,-7.406,9.53,2.5176,False
0.8,0.05,3.2687,381.21,-16.891,-6.996,22.569,0.8566,False
0.8,0.055,3.603,443.25,-11.824,-4.787,37.488,0.6149,False
0.8,0.06,3.4157,389.79,-13.082,-8.018,29.796,0.5698,False
0.8,0.065,3.6051,406.55,-13.359,-8.698,30.433,0.5466,False
0.8,0.075,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.8,0.08,3.7893,404.35,-12.44,-5.312,32.505,0.568,False
0.8,0.085,3.8073,408.74,-13.155,-5.312,31.07,0.5635,False
0.8,0.09,3.8073,408.74,-13.155,-5.312,31.07,0.5635,False
0.8,0.095,3.8707,432.54,-10.97,-5.312,39.431,0.5173,False
0.8,0.1,3.8439,427.61,-10.97,-5.312,38.982,0.5173,False
0.8,0.105,3.8439,427.61,-10.97,-5.312,38.982,0.5173,False
0.8,0.11,3.8499,429.04,-10.97,-5.312,39.112,0.5171,False
0.8,0.115,3.8294,427.36,-10.97,-5.312,38.959,0.5172,False
0.8,0.12,3.8294,427.36,-10.97,-5.312,38.959,0.5172,False
0.8,0.125,3.8294,427.36,-10.97,-5.312,38.959,0.5172,False
0.8,0.13,3.8294,427.36,-10.97,-5.312,38.959,0.5172,False
0.9,0.04,2.1137,189.53,-26.334,-7.857,7.197,2.6397,False
0.9,0.045,2.3862,263.49,-26.059,-8.332,10.112,2.539,False
0.9,0.05,3.2567,469.57,-18.844,-7.87,24.918,0.8591,False
0.9,0.055,3.5954,552.04,-13.23,-5.385,41.725,0.6155,False
0.9,0.06,3.4074,480.32,-14.631,-9.02,32.83,0.5709,False
0.9,0.065,3.6013,506.79,-14.956,-9.785,33.886,0.5467,False
0.9,0.075,3.8316,519.57,-13.828,-5.976,37.574,0.5666,False
0.9,0.08,3.7941,510.3,-13.914,-5.976,36.677,0.5689,False
0.9,0.085,3.8082,511.56,-14.707,-5.976,34.783,0.5633,False
0.9,0.09,3.8082,511.56,-14.707,-5.976,34.783,0.5633,False
0.9,0.095,3.8717,543.67,-12.282,-5.976,44.264,0.5172,False
0.9,0.1,3.8447,536.94,-12.282,-5.976,43.716,0.5172,False
0.9,0.105,3.8447,536.94,-12.282,-5.976,43.716,0.5172,False
0.9,0.11,3.8499,542.36,-12.282,-5.976,44.158,0.5171,False
0.9,0.115,3.8294,539.99,-12.282,-5.976,43.965,0.5172,False
0.9,0.12,3.8294,539.99,-12.282,-5.976,43.965,0.5172,False
0.9,0.125,3.8294,539.99,-12.282,-5.976,43.965,0.5172,False
0.9,0.13,3.8294,539.99,-12.282,-5.976,43.965,0.5172,False
1.0,0.04,2.1137,219.85,-28.88,-8.73,7.612,2.6397,False
1.0,0.045,2.3862,310.8,-28.595,-9.258,10.869,2.539,False
1.0,0.05,3.2567,577.89,-20.764,-8.745,27.831,0.8591,False
1.0,0.055,3.5954,688.72,-14.622,-5.983,47.102,0.6155,False
1.0,0.06,3.4074,592.94,-16.161,-10.022,36.691,0.5709,False
1.0,0.065,3.5994,624.81,-16.536,-10.873,37.784,0.547,False
1.0,0.075,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
1.0,0.08,3.8066,639.26,-15.37,-6.64,41.592,0.5673,False
1.0,0.085,3.8082,636.62,-16.239,-6.64,39.203,0.5633,False
1.0,0.09,3.8082,636.62,-16.239,-6.64,39.203,0.5633,False
1.0,0.095,3.8717,679.51,-13.583,-6.64,50.028,0.5172,False
1.0,0.1,3.8447,670.41,-13.583,-6.64,49.358,0.5172,False
1.0,0.105,3.8447,670.41,-13.583,-6.64,49.358,0.5172,False
1.0,0.11,3.8499,677.62,-13.583,-6.64,49.889,0.5171,False
1.0,0.115,3.8294,674.34,-13.583,-6.64,49.647,0.5172,False
1.0,0.12,3.8294,674.34,-13.583,-6.64,49.647,0.5172,False
1.0,0.125,3.8294,674.34,-13.583,-6.64,49.647,0.5172,False
1.0,0.13,3.8294,674.34,-13.583,-6.64,49.647,0.5172,False
1.1,0.04,2.1137,252.11,-31.356,-9.604,8.04,2.6397,False
1.1,0.045,2.3862,362.44,-31.064,-10.184,11.668,2.539,False
1.1,0.05,3.2567,703.91,-22.651,-9.619,31.077,0.8591,False
1.1,0.055,3.5954,850.83,-15.997,-6.582,53.185,0.6155,False
1.1,0.06,3.4074,724.6,-17.672,-11.025,41.003,0.5709,False
1.1,0.065,3.5994,767.45,-18.101,-11.96,42.397,0.547,False
1.1,0.075,3.8442,804.83,-16.707,-7.304,48.175,0.5652,False
1.1,0.08,3.8066,788.18,-16.808,-7.304,46.892,0.5673,False
1.1,0.085,3.8082,784.7,-17.751,-7.304,44.205,0.5633,False
1.1,0.09,3.8082,784.7,-17.751,-7.304,44.205,0.5633,False
1.1,0.095,3.8717,841.25,-14.87,-7.304,56.574,0.5172,False
1.1,0.1,3.8447,829.11,-14.87,-7.304,55.757,0.5172,False
1.1,0.105,3.8447,829.11,-14.87,-7.304,55.757,0.5172,False
1.1,0.11,3.8499,838.59,-14.87,-7.304,56.394,0.5171,False
1.1,0.115,3.8294,834.1,-14.87,-7.304,56.092,0.5172,False
1.1,0.12,3.8294,834.1,-14.87,-7.304,56.092,0.5172,False
1.1,0.125,3.8294,834.1,-14.87,-7.304,56.092,0.5172,False
