EARLY_KILL_Y,EARLY_INSTILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,0.001,3.824,2349.91,-25.395,-9.96,92.535,0.6355,False
0.001,0.0015,3.8536,1918.13,-22.259,-9.96,86.173,0.5445,False
0.001,0.002,3.6848,1708.94,-22.259,-9.96,76.775,0.6124,False
0.001,0.0025,3.7699,1675.67,-22.259,-9.96,75.28,0.603,False
0.001,0.003,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.0015,0.001,3.8536,1918.13,-22.259,-9.96,86.173,0.5445,False
0.0015,0.0015,3.8536,1918.13,-22.259,-9.96,86.173,0.5445,False
0.0015,0.002,3.6848,1708.94,-22.259,-9.96,76.775,0.6124,False
0.0015,0.0025,3.7699,1675.67,-22.259,-9.96,75.28,0.603,False
0.0015,0.003,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.002,0.001,3.6848,1708.94,-22.259,-9.96,76.775,0.6124,False
0.002,0.0015,3.6848,1708.94,-22.259,-9.96,76.775,0.6124,False
0.002,0.002,3.6848,1708.94,-22.259,-9.96,76.775,0.6124,False
0.002,0.0025,3.7699,1675.67,-22.259,-9.96,75.28,0.603,False
0.002,0.003,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.0025,0.001,3.7699,1675.67,-22.259,-9.96,75.28,0.603,False
0.0025,0.0015,3.7699,1675.67,-22.259,-9.96,75.28,0.603,False
0.0025,0.002,3.7699,1675.67,-22.259,-9.96,75.28,0.603,False
0.0025,0.0025,3.7699,1675.67,-22.259,-9.96,75.28,0.603,False
0.0025,0.003,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.003,0.001,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.003,0.0015,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.003,0.002,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.003,0.0025,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.003,0.003,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,True
