EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,2.3715,634.66,-40.632,-18.632,15.62,0.8237,False
15,0.0005,2.3715,634.66,-40.632,-18.632,15.62,0.8237,False
15,0.0008,2.3715,634.66,-40.632,-18.632,15.62,0.8237,False
15,0.001,2.3715,634.66,-40.632,-18.632,15.62,0.8237,False
15,0.0015,2.3715,634.66,-40.632,-18.632,15.62,0.8237,False
15,0.002,2.3715,634.66,-40.632,-18.632,15.62,0.8237,False
15,0.0025,2.3715,634.66,-40.632,-18.632,15.62,0.8237,False
15,0.003,2.3715,634.66,-40.632,-18.632,15.62,0.8237,False
20,0.0,2.1018,495.98,-42.619,-17.805,11.638,0.8286,False
20,0.0005,2.1018,495.98,-42.619,-17.805,11.638,0.8286,False
20,0.0008,2.1018,495.98,-42.619,-17.805,11.638,0.8286,False
20,0.001,2.1018,495.98,-42.619,-17.805,11.638,0.8286,False
20,0.0015,2.1018,495.98,-42.619,-17.805,11.638,0.8286,False
20,0.002,2.1018,495.98,-42.619,-17.805,11.638,0.8286,False
20,0.0025,2.1018,495.98,-42.619,-17.805,11.638,0.8286,False
20,0.003,2.1018,495.98,-42.619,-17.805,11.638,0.8286,False
25,0.0,2.7551,828.71,-32.881,-17.606,25.203,0.2809,False
25,0.0005,2.7551,828.71,-32.881,-17.606,25.203,0.2809,False
25,0.0008,2.7551,828.71,-32.881,-17.606,25.203,0.2809,False
25,0.001,2.7551,828.71,-32.881,-17.606,25.203,0.2809,False
25,0.0015,2.7551,828.71,-32.881,-17.606,25.203,0.2809,False
25,0.002,2.7551,828.71,-32.881,-17.606,25.203,0.2809,False
25,0.0025,2.7551,828.71,-32.881,-17.606,25.203,0.2809,False
25,0.003,2.7551,828.71,-32.881,-17.606,25.203,0.2809,False
30,0.0,2.9987,1111.92,-31.06,-17.67,35.799,0.4672,False
30,0.0005,2.9987,1111.92,-31.06,-17.67,35.799,0.4672,False
30,0.0008,2.9987,1111.92,-31.06,-17.67,35.799,0.4672,False
30,0.001,2.9987,1111.92,-31.06,-17.67,35.799,0.4672,False
30,0.0015,2.9987,1111.92,-31.06,-17.67,35.799,0.4672,False
30,0.002,2.9987,1111.92,-31.06,-17.67,35.799,0.4672,False
30,0.0025,2.9987,1111.92,-31.06,-17.67,35.799,0.4672,False
30,0.003,2.9987,1111.92,-31.06,-17.67,35.799,0.4672,False
35,0.0,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
35,0.0005,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
35,0.0008,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
35,0.001,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
35,0.0015,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
35,0.002,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
35,0.0025,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
35,0.003,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,True
40,0.0,3.1194,1117.37,-25.76,-12.45,43.377,0.6053,False
40,0.0005,3.1194,1117.37,-25.76,-12.45,43.377,0.6053,False
40,0.0008,3.1194,1117.37,-25.76,-12.45,43.377,0.6053,False
40,0.001,3.1194,1117.37,-25.76,-12.45,43.377,0.6053,False
40,0.0015,3.1194,1117.37,-25.76,-12.45,43.377,0.6053,False
40,0.002,3.1194,1117.37,-25.76,-12.45,43.377,0.6053,False
40,0.0025,3.1194,1117.37,-25.76,-12.45,43.377,0.6053,False
40,0.003,3.1194,1117.37,-25.76,-12.45,43.377,0.6053,False
45,0.0,3.3509,1417.55,-23.168,-9.739,61.187,0.6501,False
45,0.0005,3.3509,1417.55,-23.168,-9.739,61.187,0.6501,False
45,0.0008,3.3509,1417.55,-23.168,-9.739,61.187,0.6501,False
45,0.001,3.3509,1417.55,-23.168,-9.739,61.187,0.6501,False
45,0.0015,3.3509,1417.55,-23.168,-9.739,61.187,0.6501,False
45,0.002,3.3509,1417.55,-23.168,-9.739,61.187,0.6501,False
45,0.0025,3.3509,1417.55,-23.168,-9.739,61.187,0.6501,False
45,0.003,3.3509,1417.55,-23.168,-9.739,61.187,0.6501,False
50,0.0,3.0599,1044.67,-23.612,-9.818,44.243,0.8104,False
50,0.0005,3.0599,1044.67,-23.612,-9.818,44.243,0.8104,False
50,0.0008,3.0599,1044.67,-23.612,-9.818,44.243,0.8104,False
50,0.001,3.0599,1044.67,-23.612,-9.818,44.243,0.8104,False
50,0.0015,3.0599,1044.67,-23.612,-9.818,44.243,0.8104,False
50,0.002,3.0599,1044.67,-23.612,-9.818,44.243,0.8104,False
50,0.0025,3.0599,1044.67,-23.612,-9.818,44.243,0.8104,False
50,0.003,3.0599,1044.67,-23.612,-9.818,44.243,0.8104,False
