trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,1.582187,-0.058900,0.083068,37,0.002026,0.124245,931,3.190600,2330.580000,-36.268000,64.259000,0.628700
1,1.585819,-0.053306,0.073884,34,0.004024,0.100358,969,2.681600,1239.120000,-37.766000,32.810000,0.534500
2,1.483024,-0.055090,0.076228,31,0.003786,0.099480,929,2.697600,1047.460000,-37.116000,28.222000,0.574100
3,1.456358,-0.068473,0.083845,38,0.002267,0.087604,489,3.665800,1656.120000,-22.277000,74.340000,0.610400
4,1.396287,-0.063295,0.080507,40,0.002582,0.080673,751,2.863000,664.670000,-27.229000,24.410000,0.709400
5,1.406841,-0.053339,0.074453,32,0.003408,0.085475,975,3.005000,950.830000,-26.017000,36.547000,0.407600
6,1.560080,-0.056623,0.082476,38,0.002730,0.074760,882,3.420100,1041.020000,-24.841000,41.908000,0.678600
7,1.391926,-0.054598,0.063916,38,0.003396,0.104772,943,3.340300,1478.080000,-22.580000,65.459000,0.458000
8,1.487675,-0.061237,0.066895,31,0.003404,0.087919,810,2.899200,1034.270000,-28.691000,36.049000,0.487600
9,1.579500,-0.062425,0.076206,36,0.002529,0.056219,731,3.992100,1111.510000,-17.515000,63.459000,0.546700
10,1.414375,-0.058354,0.082952,32,0.001940,0.074260,643,2.767700,663.780000,-29.134000,22.783000,0.504100
11,1.548575,-0.061027,0.081388,37,0.002775,0.112609,565,3.193500,1805.300000,-32.079000,56.277000,0.686400
12,1.356814,-0.052621,0.080003,35,0.002187,0.090075,556,3.664200,1330.550000,-20.078000,66.268000,0.578600
13,1.558896,-0.059031,0.072323,33,0.003313,0.080051,516,2.723600,968.020000,-28.806000,33.604000,0.568400
14,1.385402,-0.068314,0.084193,37,0.002438,0.123781,942,3.090100,1525.680000,-35.119000,43.443000,0.702200
15,1.565067,-0.059089,0.069875,31,0.003966,0.086816,587,2.786200,1000.150000,-26.461000,37.797000,0.582400
16,1.441787,-0.061426,0.067727,39,0.003620,0.105801,728,3.420500,1757.480000,-23.600000,74.470000,0.469100
17,1.538193,-0.061514,0.078372,31,0.002798,0.056996,766,2.907900,624.430000,-28.500000,21.910000,0.597800
18,1.448958,-0.053601,0.066077,36,0.002209,0.120609,820,3.035500,1462.380000,-28.351000,51.581000,0.597600
19,1.454061,-0.061636,0.064718,40,0.002958,0.110357,513,2.672000,996.750000,-33.619000,29.648000,0.870800
20,1.495997,-0.059833,0.084851,36,0.002936,0.073222,666,3.403900,1042.600000,-26.362000,39.549000,0.727200
21,1.506202,-0.058900,0.064236,38,0.003951,0.064098,803,3.329000,807.420000,-21.348000,37.821000,0.724400
22,1.382573,-0.063100,0.070078,37,0.003545,0.109343,528,3.263700,1438.020000,-25.786000,55.768000,0.625000
23,1.624804,-0.055144,0.064592,36,0.002690,0.113745,960,3.346800,2845.510000,-26.419000,107.705000,0.420700
24,1.445142,-0.068152,0.071560,35,0.002414,0.121395,563,3.160100,1589.520000,-30.044000,52.906000,0.705600
25,1.363473,-0.058832,0.086078,39,0.003597,0.118137,1012,2.998100,1279.930000,-34.509000,37.090000,0.764700
26,1.505658,-0.056687,0.081120,37,0.002697,0.060802,922,3.190000,666.730000,-24.058000,27.713000,0.697000
27,1.428738,-0.067863,0.071256,31,0.003795,0.065036,572,2.406900,458.540000,-25.373000,18.072000,0.745700
28,1.529815,-0.066742,0.070079,33,0.003666,0.123972,770,2.638100,1215.040000,-41.289000,29.428000,0.996800
29,1.393169,-0.051251,0.068917,31,0.003426,0.062772,774,2.499200,434.530000,-27.877000,15.587000,0.590500
30,1.558279,-0.061460,0.068245,38,0.003517,0.107207,543,3.458100,2399.260000,-23.846000,100.616000,0.555400
31,1.387126,-0.067696,0.072696,33,0.002973,0.101726,1051,2.834300,1083.640000,-36.613000,29.597000,0.573100
32,1.435934,-0.067647,0.071029,36,0.003322,0.061625,548,3.283200,793.050000,-24.737000,32.059000,0.693300
33,1.475734,-0.068392,0.077161,39,0.003730,0.087651,945,3.719000,1490.020000,-22.541000,66.103000,0.564100
34,1.355351,-0.052965,0.082412,38,0.002358,0.092215,835,3.605400,1226.160000,-20.549000,59.670000,0.592200
35,1.610322,-0.061856,0.073033,34,0.002822,0.100939,996,2.797600,1553.460000,-39.807000,39.025000,0.534900
36,1.486169,-0.055461,0.069075,37,0.003760,0.061580,503,3.288400,914.470000,-23.770000,38.472000,0.695100
37,1.528330,-0.053631,0.082305,33,0.002145,0.120310,564,2.519400,968.640000,-42.582000,22.748000,1.358900
