PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,2.1137,399.97,-40.584,-13.096,9.855,2.6397,False
-0.04,0.045,2.1974,498.94,-44.132,-13.096,11.305,2.8396,False
-0.04,0.05,2.8542,1082.03,-33.256,-13.117,32.536,1.0258,False
-0.04,0.055,3.0077,1187.78,-35.257,-13.117,33.69,0.7632,False
-0.04,0.06,2.9462,1102.16,-37.585,-13.117,29.324,0.7204,False
-0.04,0.065,2.9727,1144.43,-37.811,-13.117,30.267,0.7189,False
-0.04,0.075,2.8949,1057.83,-40.33,-13.117,26.23,0.7632,False
-0.04,0.08,2.8755,1037.57,-40.528,-13.117,25.601,0.7681,False
-0.04,0.085,2.8308,994.14,-42.372,-13.117,23.462,0.7824,False
-0.04,0.09,2.8308,994.14,-42.372,-13.117,23.462,0.7824,False
-0.04,0.095,2.9497,1143.63,-36.739,-13.117,31.129,0.6843,False
-0.04,0.1,2.9497,1143.63,-36.739,-13.117,31.129,0.6843,False
-0.04,0.105,2.9497,1143.63,-36.739,-13.117,31.129,0.6843,False
-0.04,0.11,2.9497,1143.63,-36.739,-13.117,31.129,0.6843,False
-0.04,0.115,2.9497,1143.63,-36.739,-13.117,31.129,0.6843,False
-0.04,0.12,2.9497,1143.63,-36.739,-13.117,31.129,0.6843,False
-0.04,0.125,2.9497,1143.63,-36.739,-13.117,31.129,0.6843,False
-0.04,0.13,2.9497,1143.63,-36.739,-13.117,31.129,0.6843,False
-0.05,0.04,2.1137,399.97,-40.584,-13.096,9.855,2.6397,False
-0.05,0.045,2.3734,603.69,-40.295,-13.887,14.982,2.5508,False
-0.05,0.05,3.2567,1435.73,-29.871,-13.117,48.064,0.8591,False
-0.05,0.055,3.6139,1871.12,-20.916,-8.975,89.457,0.6057,False
-0.05,0.06,3.5002,1579.39,-20.922,-12.66,75.49,0.561,False
-0.05,0.065,3.6261,1566.63,-23.05,-15.034,67.968,0.513,False
-0.05,0.075,3.721,1639.12,-23.05,-15.034,71.113,0.5098,False
-0.05,0.08,3.6989,1611.28,-23.05,-15.034,69.905,0.5109,False
-0.05,0.085,3.72,1673.81,-22.482,-12.66,74.45,0.5496,False
