Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.1057,0.0749,0.0684,0.2495,285,
Sharpe,level,1,0.0296,0.6107,0.0439,0.4503,298,
CAGR%,level,1,-0.0895,0.0824,0.0388,0.4518,378,
Calmar,delta,1,-0.1055,0.0758,0.0263,0.6589,284,
AvgDailyRet%,delta,1,0.0735,0.1541,0.0256,0.6203,377,
Sortino,level,1,-0.0285,0.5803,0.0238,0.645,378,
Sharpe,delta,1,0.0735,0.2068,0.0206,0.7241,297,
CAGR%,delta,1,-0.1051,0.0414,0.0196,0.7048,377,
Sortino,delta,1,0.0243,0.6385,0.0157,0.7618,377,
AvgDailyRet%,level,1,0.0433,0.4017,0.0135,0.7939,378,
Sortino,delta,3,0.0168,0.7456,0.0807,0.1185,375,
CAGR%,delta,3,-0.0322,0.5337,0.0642,0.2147,375,
Calmar,delta,3,-0.0378,0.5269,0.0641,0.2831,282,
AvgDailyRet%,delta,3,0.0693,0.1808,0.0625,0.2273,375,
Sharpe,delta,3,0.0401,0.4932,0.0439,0.453,295,
Calmar,level,3,-0.077,0.1965,0.024,0.6871,283,
Sharpe,level,3,0.0173,0.767,-0.0181,0.7558,296,
AvgDailyRet%,level,3,0.034,0.5107,-0.0127,0.8067,376,
Sortino,level,3,-0.0674,0.1923,-0.0037,0.9436,376,
CAGR%,level,3,-0.0509,0.325,-0.0026,0.9592,376,
Calmar,level,5,-0.0709,0.2362,0.047,0.4327,281,
Calmar,delta,5,-0.0379,0.5274,0.0353,0.5566,280,
CAGR%,level,5,-0.0485,0.3499,0.0194,0.7088,374,
Sortino,delta,5,-0.0229,0.6588,0.0167,0.7474,373,
Sortino,level,5,-0.0738,0.1544,0.016,0.7583,374,
Sharpe,delta,5,0.0148,0.8014,-0.0105,0.8584,293,
AvgDailyRet%,level,5,0.0409,0.4303,0.0086,0.8687,374,
Sharpe,level,5,0.033,0.5735,0.0058,0.9217,294,
AvgDailyRet%,delta,5,0.0398,0.4429,-0.0039,0.9402,373,
CAGR%,delta,5,-0.0298,0.5663,-0.0009,0.986,373,
