Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0196,0.7561,0.0762,0.2259,254,
Sharpe,delta,1,0.1087,0.0763,0.0672,0.2741,267,
AvgDailyRet%,delta,1,0.117,0.0213,0.0597,0.2415,387,
CAGR%,delta,1,0.0188,0.713,0.0572,0.2614,387,
AvgDailyRet%,level,1,-0.0541,0.2882,-0.0465,0.3609,388,
Sortino,delta,1,0.0239,0.6395,0.0453,0.3743,387,
CAGR%,level,1,-0.0804,0.1137,-0.0381,0.4537,388,
Sortino,level,1,-0.0289,0.5699,-0.0379,0.4571,388,
Sharpe,level,1,-0.0828,0.1765,-0.0332,0.5884,268,
Calmar,level,1,-0.0865,0.1684,-0.0114,0.8565,255,
Sharpe,level,3,-0.2191,0.0003,-0.1995,0.0011,266,yes
Calmar,level,3,-0.134,0.0332,-0.1832,0.0034,253,yes
CAGR%,level,3,-0.1228,0.0158,-0.1724,0.0007,386,yes
AvgDailyRet%,level,3,-0.1674,0.001,-0.1463,0.004,386,yes
Sortino,level,3,-0.0684,0.1796,-0.1232,0.0154,386,yes
CAGR%,delta,3,-0.0661,0.1957,0.0682,0.1815,385,
Sortino,delta,3,0.0166,0.7448,0.0637,0.2123,385,
AvgDailyRet%,delta,3,0.0609,0.2331,0.0601,0.2397,385,
Calmar,delta,3,-0.0698,0.2698,0.0509,0.4207,252,
Sharpe,delta,3,0.0372,0.547,0.0288,0.6406,265,
Sharpe,level,5,-0.2345,0.0001,-0.2196,0.0003,264,yes
Calmar,level,5,-0.0708,0.2636,-0.1953,0.0019,251,yes
CAGR%,level,5,-0.0616,0.2282,-0.1708,0.0008,384,yes
AvgDailyRet%,level,5,-0.185,0.0003,-0.1304,0.0105,384,yes
Sortino,level,5,-0.0743,0.1461,-0.1082,0.034,384,yes
Calmar,delta,5,-0.0319,0.6161,-0.0427,0.5011,250,
Sharpe,delta,5,-0.0463,0.4547,-0.042,0.4981,263,
CAGR%,delta,5,-0.0301,0.5573,-0.0315,0.5387,383,
AvgDailyRet%,delta,5,-0.0418,0.4145,-0.0215,0.6753,383,
Sortino,delta,5,-0.0228,0.6563,-0.011,0.8293,383,
