Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.1035,0.0418,0.1128,0.0265,387,yes
Calmar,level,1,-0.0209,0.7281,-0.0743,0.2159,279,
Sharpe,delta,1,0.0804,0.127,0.066,0.2102,362,
CAGR%,delta,1,0.061,0.2309,0.0649,0.2029,387,
AvgDailyRet%,delta,1,0.0635,0.2127,0.0648,0.2034,387,
CAGR%,level,1,-0.0705,0.1657,-0.0646,0.204,388,
Sharpe,level,1,-0.0759,0.1488,-0.061,0.246,363,
AvgDailyRet%,level,1,-0.0847,0.0956,-0.0558,0.2725,388,
Calmar,delta,1,-0.1047,0.0814,0.0523,0.3848,278,
Sortino,level,1,-0.0467,0.3589,0.0055,0.9142,388,
Sharpe,level,3,-0.2015,0.0001,-0.1233,0.0191,361,yes
CAGR%,level,3,-0.1776,0.0005,-0.1205,0.0179,386,yes
AvgDailyRet%,level,3,-0.1811,0.0003,-0.1111,0.0291,386,yes
Calmar,level,3,0.0602,0.3167,-0.1015,0.0908,279,
Sortino,level,3,-0.1302,0.0104,-0.0703,0.1683,386,
Sortino,delta,3,-0.0169,0.7409,0.0556,0.2768,385,
Calmar,delta,3,-0.012,0.8422,-0.0466,0.4389,278,
Sharpe,delta,3,0.0256,0.6287,0.04,0.4497,360,
AvgDailyRet%,delta,3,-0.004,0.9377,0.0315,0.5374,385,
CAGR%,delta,3,-0.0455,0.3732,0.0151,0.7682,385,
Sharpe,level,5,-0.2522,0.0,-0.1981,0.0002,359,yes
CAGR%,level,5,-0.1224,0.0164,-0.1742,0.0006,384,yes
AvgDailyRet%,level,5,-0.2054,0.0,-0.1716,0.0007,384,yes
Sortino,level,5,-0.1366,0.0073,-0.1259,0.0135,384,yes
Calmar,level,5,0.0228,0.7051,-0.1242,0.0382,279,yes
CAGR%,delta,5,-0.0636,0.2146,-0.06,0.2418,383,
Sortino,delta,5,-0.0331,0.5189,-0.0497,0.3317,383,
AvgDailyRet%,delta,5,-0.0214,0.677,-0.0317,0.5367,383,
Calmar,delta,5,-0.0081,0.8931,-0.0115,0.8485,278,
Sharpe,delta,5,-0.0091,0.8635,-0.0051,0.9231,358,
