Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,0.0974,0.0589,0.0701,0.1746,377,
AvgDailyRet%,delta,1,0.0518,0.3158,0.0543,0.2934,377,
CAGR%,delta,1,-0.0435,0.3993,0.0515,0.3189,377,
Sortino,delta,1,0.0571,0.2686,0.0452,0.3812,377,
Calmar,delta,1,-0.0521,0.3266,0.0203,0.7024,357,
CAGR%,level,1,-0.0746,0.1478,-0.015,0.7706,378,
Sortino,level,1,-0.0003,0.9951,0.0146,0.777,378,
AvgDailyRet%,level,1,-0.0366,0.4783,-0.013,0.8013,378,
Sharpe,level,1,-0.0242,0.6384,-0.0061,0.9063,378,
Calmar,level,1,-0.0687,0.1946,-0.0026,0.9604,358,
Sortino,delta,3,0.016,0.7573,0.0934,0.0709,375,
Sharpe,delta,3,0.0791,0.1263,0.0716,0.1662,375,
AvgDailyRet%,delta,3,0.023,0.6577,0.0575,0.2666,375,
CAGR%,delta,3,-0.0202,0.6968,0.0442,0.3939,375,
Calmar,delta,3,-0.0258,0.628,0.0431,0.4182,355,
Sortino,level,3,-0.022,0.6713,0.0281,0.5866,376,
Calmar,level,3,-0.05,0.3472,0.0121,0.82,356,
CAGR%,level,3,-0.0762,0.1401,-0.0113,0.8265,376,
AvgDailyRet%,level,3,-0.0883,0.0872,-0.0026,0.9593,376,
Sharpe,level,3,-0.0885,0.0866,-0.002,0.9696,376,
Sortino,delta,5,0.0416,0.4232,0.0757,0.1446,373,
Sharpe,delta,5,0.0954,0.0658,0.0642,0.2159,373,
Calmar,delta,5,-0.011,0.8367,0.0626,0.2405,353,
AvgDailyRet%,delta,5,0.056,0.2808,0.0592,0.2544,373,
Sharpe,level,5,-0.1378,0.0076,-0.0489,0.346,374,
CAGR%,delta,5,-0.0208,0.6882,0.0473,0.3622,373,
CAGR%,level,5,-0.0772,0.1363,-0.0469,0.3656,374,
Sortino,level,5,-0.0354,0.4944,-0.036,0.4876,374,
AvgDailyRet%,level,5,-0.114,0.0274,-0.0337,0.5159,374,
Calmar,level,5,-0.0544,0.3074,-0.0227,0.6705,354,
