threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,2.2109,10,5.56,10,False,Robust plateau | baseline outside
0.975,2.2691,9,5.0,9,False,Robust plateau | baseline outside
0.99,2.304,1,0.56,1,False,Single-cell peak | baseline outside
