TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,30,0.114,-53.46,8.469,2.246,-4.553,64
0.04,31,0.114,-53.46,8.469,2.246,-4.553,64
0.04,32,0.114,-53.46,8.469,2.246,-4.553,64
0.04,33,0.114,-53.46,8.469,2.246,-4.553,64
0.04,34,0.114,-53.46,8.469,2.246,-4.553,64
0.04,35,0.065,-56.46,6.635,2.202,-5.528,64
0.04,36,0.065,-56.46,6.635,2.202,-5.528,64
0.04,37,0.065,-56.46,6.635,2.202,-5.528,64
0.04,38,0.065,-56.46,6.635,2.202,-5.528,64
0.04,39,0.065,-56.46,6.635,2.202,-5.528,64
0.04,40,0.137,-52.28,8.773,2.623,-5.732,64
0.04,41,0.137,-52.28,8.773,2.623,-5.732,64
0.04,42,0.137,-52.28,8.773,2.623,-5.732,64
0.04,43,0.137,-52.28,8.773,2.623,-5.732,64
0.04,44,0.137,-52.28,8.773,2.623,-5.732,64
0.05,30,1.815,-45.23,3.921,4.017,0.992,64
0.05,31,1.815,-45.23,3.921,4.017,0.992,64
0.05,32,1.815,-45.23,3.921,4.017,0.992,64
0.05,33,1.815,-45.23,3.921,4.017,0.992,64
0.05,34,1.815,-45.23,3.921,4.017,0.992,64
0.05,35,1.832,-45.31,4.409,4.177,0.602,64
0.05,36,1.832,-45.31,4.409,4.177,0.602,64
0.05,37,1.832,-45.31,4.409,4.177,0.602,64
0.05,38,1.832,-45.31,4.409,4.177,0.602,64
0.05,39,1.832,-45.31,4.409,4.177,0.602,64
0.05,40,1.853,-45.69,4.338,4.594,0.59,64
0.05,41,1.853,-45.69,4.338,4.594,0.59,64
0.05,42,1.853,-45.69,4.338,4.594,0.59,64
0.05,43,1.853,-45.69,4.338,4.594,0.59,64
0.05,44,1.853,-45.69,4.338,4.594,0.59,64
0.06,30,1.929,-46.82,1.077,2.224,3.049,64
0.06,31,1.929,-46.82,1.077,2.224,3.049,64
0.06,32,1.929,-46.82,1.077,2.224,3.049,64
0.06,33,1.929,-46.82,1.077,2.224,3.049,64
0.06,34,1.929,-46.82,1.077,2.224,3.049,64
0.06,35,2.036,-46.49,1.064,2.248,3.546,64
0.06,36,2.036,-46.49,1.064,2.248,3.546,64
0.06,37,2.036,-46.49,1.064,2.248,3.546,64
0.06,38,2.036,-46.49,1.064,2.248,3.546,64
0.06,39,2.036,-46.49,1.064,2.248,3.546,64
0.06,40,2.062,-46.14,1.105,2.615,3.601,64
0.06,41,2.062,-46.14,1.105,2.615,3.601,64
0.06,42,2.062,-46.14,1.105,2.615,3.601,64
0.06,43,2.062,-46.14,1.105,2.615,3.601,64
0.06,44,2.062,-46.14,1.105,2.615,3.601,64
0.07,30,2.221,-48.61,0.9,2.149,5.548,64
0.07,31,2.221,-48.61,0.9,2.149,5.548,64
0.07,32,2.221,-48.61,0.9,2.149,5.548,64
0.07,33,2.221,-48.61,0.9,2.149,5.548,64
0.07,34,2.221,-48.61,0.9,2.149,5.548,64
0.07,35,2.28,-48.29,0.917,2.266,5.552,64
0.07,36,2.28,-48.29,0.917,2.266,5.552,64
0.07,37,2.28,-48.29,0.917,2.266,5.552,64
0.07,38,2.28,-48.29,0.917,2.266,5.552,64
0.07,39,2.28,-48.29,0.917,2.266,5.552,64
0.07,40,2.312,-47.96,0.966,2.615,5.52,64
0.07,41,2.312,-47.96,0.966,2.615,5.52,64
0.07,42,2.312,-47.96,0.966,2.615,5.52,64
0.07,43,2.312,-47.96,0.966,2.615,5.52,64
0.07,44,2.312,-47.96,0.966,2.615,5.52,64
0.08,30,2.204,-51.14,0.965,1.656,5.331,64
0.08,31,2.204,-51.14,0.965,1.656,5.331,64
0.08,32,2.204,-51.14,0.965,1.656,5.331,64
0.08,33,2.204,-51.14,0.965,1.656,5.331,64
0.08,34,2.204,-51.14,0.965,1.656,5.331,64
0.08,35,2.262,-50.82,0.981,1.749,5.325,64
0.08,36,2.262,-50.82,0.981,1.749,5.325,64
0.08,37,2.262,-50.82,0.981,1.749,5.325,64
0.08,38,2.262,-50.82,0.981,1.749,5.325,64
0.08,39,2.262,-50.82,0.981,1.749,5.325,64
0.08,40,2.295,-50.52,1.033,2.089,5.294,64
0.08,41,2.295,-50.52,1.033,2.089,5.294,64
0.08,42,2.295,-50.52,1.033,2.089,5.294,64
0.08,43,2.295,-50.52,1.033,2.089,5.294,64
0.08,44,2.295,-50.52,1.033,2.089,5.294,64
0.09,30,2.117,-52.14,0.875,0.871,5.221,64
0.09,31,2.117,-52.14,0.875,0.871,5.221,64
0.09,32,2.117,-52.14,0.875,0.871,5.221,64
0.09,33,2.117,-52.14,0.875,0.871,5.221,64
0.09,34,2.117,-52.14,0.875,0.871,5.221,64
0.09,35,2.179,-51.77,0.884,0.92,5.194,64
0.09,36,2.179,-51.77,0.884,0.92,5.194,64
0.09,37,2.179,-51.77,0.884,0.92,5.194,64
0.09,38,2.179,-51.77,0.884,0.92,5.194,64
0.09,39,2.179,-51.77,0.884,0.92,5.194,64
0.09,40,2.215,-51.53,0.908,1.235,5.16,64
0.09,41,2.215,-51.53,0.908,1.235,5.16,64
0.09,42,2.215,-51.53,0.908,1.235,5.16,64
0.09,43,2.215,-51.53,0.908,1.235,5.16,64
0.09,44,2.215,-51.53,0.908,1.235,5.16,64
0.1,30,2.019,-52.71,0.914,0.528,5.061,64
0.1,31,2.019,-52.71,0.914,0.528,5.061,64
0.1,32,2.019,-52.71,0.914,0.528,5.061,64
0.1,33,2.019,-52.71,0.914,0.528,5.061,64
0.1,34,2.019,-52.71,0.914,0.528,5.061,64
0.1,35,2.074,-52.35,0.921,0.563,5.028,64
0.1,36,2.074,-52.35,0.921,0.563,5.028,64
0.1,37,2.074,-52.35,0.921,0.563,5.028,64
0.1,38,2.074,-52.35,0.921,0.563,5.028,64
0.1,39,2.074,-52.35,0.921,0.563,5.028,64
0.1,40,2.109,-52.12,0.945,0.864,4.995,64
0.1,41,2.109,-52.12,0.945,0.864,4.995,64
0.1,42,2.109,-52.12,0.945,0.864,4.995,64
0.1,43,2.109,-52.12,0.945,0.864,4.995,64
0.1,44,2.109,-52.12,0.945,0.864,4.995,64
0.11,30,2.161,-49.82,0.937,0.36,5.061,64
0.11,31,2.161,-49.82,0.937,0.36,5.061,64
0.11,32,2.161,-49.82,0.937,0.36,5.061,64
0.11,33,2.161,-49.82,0.937,0.36,5.061,64
0.11,34,2.161,-49.82,0.937,0.36,5.061,64
0.11,35,2.217,-49.46,0.946,0.391,5.028,64
0.11,36,2.217,-49.46,0.946,0.391,5.028,64
0.11,37,2.217,-49.46,0.946,0.391,5.028,64
0.11,38,2.217,-49.46,0.946,0.391,5.028,64
0.11,39,2.217,-49.46,0.946,0.391,5.028,64
0.11,40,2.253,-49.19,0.969,0.725,4.995,64
0.11,41,2.253,-49.19,0.969,0.725,4.995,64
0.11,42,2.253,-49.19,0.969,0.725,4.995,64
0.11,43,2.253,-49.19,0.969,0.725,4.995,64
0.11,44,2.253,-49.19,0.969,0.725,4.995,64
0.12,30,2.069,-50.41,0.967,0.135,5.061,64
0.12,31,2.069,-50.41,0.967,0.135,5.061,64
0.12,32,2.069,-50.41,0.967,0.135,5.061,64
0.12,33,2.069,-50.41,0.967,0.135,5.061,64
0.12,34,2.069,-50.41,0.967,0.135,5.061,64
0.12,35,2.123,-50.06,0.98,0.158,5.028,64
0.12,36,2.123,-50.06,0.98,0.158,5.028,64
0.12,37,2.123,-50.06,0.98,0.158,5.028,64
0.12,38,2.123,-50.06,0.98,0.158,5.028,64
0.12,39,2.123,-50.06,0.98,0.158,5.028,64
0.12,40,2.158,-49.8,1.006,0.473,4.995,64
0.12,41,2.158,-49.8,1.006,0.473,4.995,64
0.12,42,2.158,-49.8,1.006,0.473,4.995,64
0.12,43,2.158,-49.8,1.006,0.473,4.995,64
0.12,44,2.158,-49.8,1.006,0.473,4.995,64
0.13,30,2.042,-51.01,0.955,0.352,5.061,64
0.13,31,2.042,-51.01,0.955,0.352,5.061,64
0.13,32,2.042,-51.01,0.955,0.352,5.061,64
0.13,33,2.042,-51.01,0.955,0.352,5.061,64
0.13,34,2.042,-51.01,0.955,0.352,5.061,64
0.13,35,2.096,-50.65,0.969,0.381,5.028,64
0.13,36,2.096,-50.65,0.969,0.381,5.028,64
0.13,37,2.096,-50.65,0.969,0.381,5.028,64
0.13,38,2.096,-50.65,0.969,0.381,5.028,64
0.13,39,2.096,-50.65,0.969,0.381,5.028,64
0.13,40,2.13,-50.4,0.996,0.705,4.995,64
0.13,41,2.13,-50.4,0.996,0.705,4.995,64
0.13,42,2.13,-50.4,0.996,0.705,4.995,64
0.13,43,2.13,-50.4,0.996,0.705,4.995,64
0.13,44,2.13,-50.4,0.996,0.705,4.995,64
0.14,30,2.025,-51.6,0.992,-0.213,5.061,64
0.14,31,2.025,-51.6,0.992,-0.213,5.061,64
0.14,32,2.025,-51.6,0.992,-0.213,5.061,64
0.14,33,2.025,-51.6,0.992,-0.213,5.061,64
0.14,34,2.025,-51.6,0.992,-0.213,5.061,64
0.14,35,2.079,-51.24,1.003,-0.197,5.028,64
0.14,36,2.079,-51.24,1.003,-0.197,5.028,64
0.14,37,2.079,-51.24,1.003,-0.197,5.028,64
0.14,38,2.079,-51.24,1.003,-0.197,5.028,64
0.14,39,2.079,-51.24,1.003,-0.197,5.028,64
0.14,40,2.114,-51.01,1.029,0.104,4.995,64
0.14,41,2.114,-51.01,1.029,0.104,4.995,64
0.14,42,2.114,-51.01,1.029,0.104,4.995,64
0.14,43,2.114,-51.01,1.029,0.104,4.995,64
0.14,44,2.114,-51.01,1.029,0.104,4.995,64
0.15,30,2.032,-50.01,1.005,-0.386,5.061,64
0.15,31,2.032,-50.01,1.005,-0.386,5.061,64
0.15,32,2.032,-50.01,1.005,-0.386,5.061,64
0.15,33,2.032,-50.01,1.005,-0.386,5.061,64
0.15,34,2.032,-50.01,1.005,-0.386,5.061,64
0.15,35,2.085,-49.65,1.017,-0.371,5.028,64
0.15,36,2.085,-49.65,1.017,-0.371,5.028,64
0.15,37,2.085,-49.65,1.017,-0.371,5.028,64
0.15,38,2.085,-49.65,1.017,-0.371,5.028,64
0.15,39,2.085,-49.65,1.017,-0.371,5.028,64
0.15,40,2.121,-49.39,1.044,-0.093,4.995,64
0.15,41,2.121,-49.39,1.044,-0.093,4.995,64
0.15,42,2.121,-49.39,1.044,-0.093,4.995,64
0.15,43,2.121,-49.39,1.044,-0.093,4.995,64
0.15,44,2.121,-49.39,1.044,-0.093,4.995,64
0.16,30,2.06,-50.01,0.943,1.371,5.061,64
0.16,31,2.06,-50.01,0.943,1.371,5.061,64
0.16,32,2.06,-50.01,0.943,1.371,5.061,64
0.16,33,2.06,-50.01,0.943,1.371,5.061,64
0.16,34,2.06,-50.01,0.943,1.371,5.061,64
0.16,35,2.114,-49.65,0.949,1.406,5.028,64
0.16,36,2.114,-49.65,0.949,1.406,5.028,64
0.16,37,2.114,-49.65,0.949,1.406,5.028,64
0.16,38,2.114,-49.65,0.949,1.406,5.028,64
0.16,39,2.114,-49.65,0.949,1.406,5.028,64
0.16,40,2.147,-49.39,0.99,1.65,4.995,64
0.16,41,2.147,-49.39,0.99,1.65,4.995,64
0.16,42,2.147,-49.39,0.99,1.65,4.995,64
0.16,43,2.147,-49.39,0.99,1.65,4.995,64
0.16,44,2.147,-49.39,0.99,1.65,4.995,64
