threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,1.8505,12,100.0,12,False,Robust plateau | baseline outside
0.975,1.8992,12,100.0,12,False,Robust plateau | baseline outside
0.99,1.9284,12,100.0,12,False,Robust plateau | baseline outside
