Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,0.0689,0.1858,0.0552,0.2886,371,
CAGR%,delta,1,-0.076,0.1409,0.0546,0.29,377,
Calmar,delta,1,-0.0904,0.0955,0.047,0.3873,341,
AvgDailyRet%,delta,1,0.0145,0.7796,0.0447,0.3873,377,
Sortino,delta,1,0.0051,0.922,0.0335,0.5162,377,
CAGR%,level,1,-0.0752,0.1445,-0.0304,0.5557,378,
AvgDailyRet%,level,1,-0.065,0.2075,-0.0301,0.5596,378,
Sharpe,level,1,-0.0377,0.4688,-0.0226,0.6645,372,
Calmar,level,1,-0.0297,0.5837,-0.0113,0.8343,342,
Sortino,level,1,-0.0195,0.7059,-0.0039,0.9404,378,
Sortino,delta,3,-0.0042,0.9358,0.056,0.279,375,
Calmar,delta,3,-0.0583,0.2847,0.0435,0.4248,339,
CAGR%,level,3,-0.0768,0.1371,-0.037,0.4748,376,
AvgDailyRet%,level,3,-0.1182,0.0219,-0.036,0.4861,376,
Sharpe,delta,3,0.05,0.3383,0.0292,0.576,369,
CAGR%,delta,3,-0.0766,0.1386,0.0227,0.6611,375,
Sharpe,level,3,-0.0998,0.0552,-0.0184,0.7239,370,
AvgDailyRet%,delta,3,-0.0139,0.7884,0.015,0.7718,375,
Sortino,level,3,-0.0294,0.5698,0.0086,0.8674,376,
Calmar,level,3,-0.0683,0.2087,-0.0002,0.9976,340,
Calmar,delta,5,-0.0095,0.8627,0.0734,0.179,337,
CAGR%,level,5,-0.0694,0.1803,-0.059,0.2548,374,
AvgDailyRet%,level,5,-0.1413,0.0062,-0.0581,0.2627,374,
Sharpe,level,5,-0.1392,0.0075,-0.0386,0.4603,368,
Sortino,level,5,-0.0387,0.4554,-0.0357,0.4907,374,
Calmar,level,5,-0.0981,0.0718,-0.0259,0.6347,338,
Sortino,delta,5,0.0017,0.9732,0.0195,0.7074,373,
CAGR%,delta,5,-0.011,0.832,0.0186,0.7208,373,
Sharpe,delta,5,0.0584,0.2646,0.0151,0.7726,367,
AvgDailyRet%,delta,5,0.0178,0.7315,0.0094,0.8569,373,
