Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,0.0359,0.4859,0.0696,0.177,378,
CAGR%,level,1,-0.0035,0.946,0.0634,0.219,378,
AvgDailyRet%,level,1,0.0417,0.4189,0.061,0.2365,378,
Sortino,level,1,-0.0837,0.1042,0.0535,0.2991,378,
Calmar,level,1,-0.0367,0.4803,0.0483,0.353,372,
Calmar,delta,1,-0.0102,0.8453,0.0376,0.4708,371,
Sortino,delta,1,-0.0292,0.5716,0.0337,0.5145,377,
Sharpe,delta,1,-0.0064,0.9019,0.0113,0.8263,377,
AvgDailyRet%,delta,1,-0.0077,0.8811,0.0087,0.867,377,
CAGR%,delta,1,0.0052,0.9197,0.0043,0.9338,377,
CAGR%,level,3,-0.0122,0.8137,0.129,0.0123,376,yes
AvgDailyRet%,level,3,0.0693,0.18,0.1255,0.0149,376,yes
Sharpe,level,3,0.062,0.2304,0.1154,0.0252,376,yes
Calmar,delta,3,-0.0185,0.7232,0.0849,0.1035,369,
Calmar,level,3,-0.0452,0.3857,0.0808,0.1207,370,
Sortino,level,3,-0.0776,0.1329,0.0711,0.169,376,
AvgDailyRet%,delta,3,0.0028,0.9569,-0.0179,0.7295,375,
Sortino,delta,3,-0.0758,0.143,0.0176,0.7342,375,
Sharpe,delta,3,0.0002,0.9968,-0.0172,0.7405,375,
CAGR%,delta,3,0.0079,0.8784,0.0114,0.8264,375,
CAGR%,level,5,-0.0237,0.6474,0.1605,0.0018,374,yes
AvgDailyRet%,level,5,0.0833,0.1076,0.158,0.0022,374,yes
Sortino,delta,5,-0.0184,0.7235,0.1328,0.0103,373,yes
Sharpe,level,5,0.0799,0.1229,0.1304,0.0116,374,yes
Calmar,delta,5,0.0199,0.7043,0.1205,0.0209,367,yes
Calmar,level,5,-0.0492,0.347,0.1,0.0554,368,
CAGR%,delta,5,0.0473,0.3624,0.0821,0.1136,373,
Sortino,level,5,-0.0558,0.2821,0.0804,0.1204,374,
AvgDailyRet%,delta,5,0.0862,0.0966,0.0744,0.1518,373,
Sharpe,delta,5,0.0789,0.1281,0.0576,0.2675,373,
