Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,-0.0605,0.2477,-0.0837,0.1096,367,
AvgDailyRet%,delta,1,-0.0629,0.2291,-0.0729,0.1635,367,
CAGR%,delta,1,-0.0222,0.6716,-0.0614,0.2403,367,
Sortino,delta,1,-0.0,1.0,-0.0585,0.2633,367,
Calmar,level,1,-0.0614,0.2398,0.0548,0.2944,368,
Sharpe,level,1,0.002,0.969,0.0518,0.3214,368,
CAGR%,level,1,-0.0523,0.317,0.0488,0.3506,368,
AvgDailyRet%,level,1,-0.0039,0.94,0.0455,0.3845,368,
Sortino,level,1,-0.0111,0.8326,0.034,0.5161,368,
Calmar,delta,1,-0.0196,0.7078,-0.0214,0.6831,367,
Sharpe,level,3,0.0236,0.6526,0.1114,0.0331,366,yes
CAGR%,level,3,-0.0827,0.1141,0.1047,0.0453,366,yes
Sortino,level,3,-0.0119,0.8211,0.0996,0.0569,366,
Calmar,level,3,-0.0912,0.0815,0.0986,0.0594,366,
AvgDailyRet%,level,3,0.0101,0.8468,0.097,0.0637,366,
AvgDailyRet%,delta,3,-0.0747,0.1544,-0.0776,0.1387,365,
Sharpe,delta,3,-0.0867,0.0982,-0.0773,0.1407,365,
CAGR%,delta,3,-0.0055,0.9171,-0.0693,0.1866,365,
Sortino,delta,3,-0.0298,0.5703,-0.0668,0.2028,365,
Calmar,delta,3,-0.017,0.7465,-0.0635,0.2263,365,
Sharpe,level,5,0.046,0.3818,0.1342,0.0104,364,yes
CAGR%,level,5,-0.1074,0.0405,0.1247,0.0173,364,yes
Sortino,level,5,0.0081,0.8772,0.1211,0.0208,364,yes
Calmar,level,5,-0.1106,0.0349,0.1207,0.0213,364,yes
AvgDailyRet%,level,5,0.0244,0.6423,0.114,0.0297,364,yes
AvgDailyRet%,delta,5,-0.0314,0.5506,-0.0779,0.1385,363,
Sharpe,delta,5,-0.0497,0.3455,-0.0707,0.1792,363,
CAGR%,delta,5,-0.005,0.924,-0.0601,0.2537,363,
Sortino,delta,5,-0.0252,0.6323,-0.0443,0.4005,363,
Calmar,delta,5,-0.0135,0.7979,-0.0428,0.416,363,
