Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.0886,0.1253,0.1243,0.031,301,yes
Sortino,delta,1,0.0722,0.1564,0.0799,0.1166,387,
Sortino,level,1,0.0511,0.3155,0.0647,0.2034,388,
CAGR%,level,1,-0.0053,0.9168,0.0624,0.2201,388,
AvgDailyRet%,level,1,0.0488,0.3381,0.0595,0.2421,388,
Sharpe,level,1,0.0626,0.2323,0.0593,0.2581,366,
CAGR%,delta,1,0.0076,0.882,0.0554,0.2773,387,
Calmar,level,1,-0.0531,0.3574,0.0523,0.3653,302,
Sharpe,delta,1,0.0117,0.8243,0.0276,0.5994,365,
AvgDailyRet%,delta,1,-0.0465,0.3612,0.0273,0.5918,387,
CAGR%,level,3,-0.0174,0.734,0.1432,0.0048,386,yes
AvgDailyRet%,level,3,0.0952,0.0618,0.1385,0.0064,386,yes
Sharpe,level,3,0.1067,0.042,0.1349,0.01,364,yes
Sortino,level,3,0.0526,0.3026,0.1146,0.0244,386,yes
Calmar,level,3,-0.0053,0.9273,0.1131,0.0495,302,yes
Sortino,delta,3,0.0408,0.4249,0.0385,0.4509,385,
Calmar,delta,3,-0.0233,0.687,0.0046,0.9368,301,
AvgDailyRet%,delta,3,-0.0133,0.7951,-0.0042,0.9343,385,
CAGR%,delta,3,0.0039,0.9394,0.0015,0.9764,385,
Sharpe,delta,3,-0.0075,0.8868,-0.0012,0.982,363,
CAGR%,level,5,-0.0245,0.6322,0.2047,0.0001,384,yes
AvgDailyRet%,level,5,0.1244,0.0147,0.2,0.0001,384,yes
Calmar,level,5,-0.0135,0.8154,0.1756,0.0022,302,yes
Sharpe,level,5,0.1494,0.0044,0.1591,0.0024,362,yes
Sortino,level,5,0.0484,0.3445,0.1543,0.0024,384,yes
Sortino,delta,5,0.0534,0.2969,0.0903,0.0777,383,
Sharpe,delta,5,0.0503,0.3403,0.0486,0.3573,361,
CAGR%,delta,5,0.0037,0.9418,0.0444,0.3864,383,
AvgDailyRet%,delta,5,0.0109,0.8316,0.0345,0.5009,383,
Calmar,delta,5,-0.0295,0.6097,0.0237,0.6824,301,
