EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.08,0.0015,3.0,0.939,57.85,-58.782,0.984,1.4761,False
0.08,0.003,1.2,0.8514,45.06,-41.509,1.086,1.7342,False
0.08,0.003,1.3,0.8397,44.1,-43.868,1.005,1.7287,False
0.08,0.003,1.4,0.8216,41.86,-46.171,0.907,1.7356,False
0.08,0.003,1.5,0.8094,40.0,-48.428,0.826,1.7399,False
0.08,0.003,1.6,0.8074,39.2,-50.623,0.774,1.742,False
0.08,0.003,1.7,0.8327,42.21,-52.755,0.8,1.6882,False
0.08,0.003,1.8,0.8625,46.11,-54.825,0.841,1.6274,False
0.08,0.003,1.9,0.91,53.27,-56.833,0.937,1.5363,False
0.08,0.003,2.0,0.9506,59.99,-58.782,1.021,1.4628,False
0.08,0.003,2.5,0.939,57.85,-58.782,0.984,1.4761,False
0.08,0.003,3.0,0.939,57.85,-58.782,0.984,1.4761,False
0.09,0.001,1.2,0.9883,64.01,-41.569,1.54,1.6557,False
0.09,0.001,1.3,0.9755,63.72,-43.954,1.45,1.6452,False
0.09,0.001,1.4,0.9731,64.4,-46.267,1.392,1.653,False
0.09,0.001,1.5,0.9724,65.08,-48.516,1.341,1.6584,False
0.09,0.001,1.6,0.9859,67.96,-50.695,1.341,1.6346,False
0.09,0.001,1.7,1.0248,75.66,-52.81,1.433,1.5694,False
0.09,0.001,1.8,1.0631,83.95,-54.865,1.53,1.5053,False
0.09,0.001,1.9,1.1201,97.34,-56.861,1.712,1.4128,False
0.09,0.001,2.0,1.1403,103.14,-58.799,1.754,1.3659,False
0.09,0.001,2.5,1.1292,100.41,-58.799,1.708,1.3781,False
0.09,0.001,3.0,1.1292,100.41,-58.799,1.708,1.3781,False
0.09,0.0015,1.2,0.9883,64.01,-41.569,1.54,1.6557,False
0.09,0.0015,1.3,0.9755,63.72,-43.954,1.45,1.6452,False
0.09,0.0015,1.4,0.9731,64.4,-46.267,1.392,1.653,False
0.09,0.0015,1.5,0.9724,65.08,-48.516,1.341,1.6584,False
0.09,0.0015,1.6,0.9859,67.96,-50.695,1.341,1.6346,False
0.09,0.0015,1.7,1.0248,75.66,-52.81,1.433,1.5694,False
0.09,0.0015,1.8,1.0631,83.95,-54.865,1.53,1.5053,False
0.09,0.0015,1.9,1.1201,97.34,-56.861,1.712,1.4128,False
0.09,0.0015,2.0,1.1403,103.14,-58.799,1.754,1.3659,False
0.09,0.0015,2.5,1.1292,100.41,-58.799,1.708,1.3781,False
0.09,0.0015,3.0,1.1292,100.41,-58.799,1.708,1.3781,False
0.09,0.003,1.2,0.9883,64.01,-41.569,1.54,1.6557,False
0.09,0.003,1.3,0.9755,63.72,-43.954,1.45,1.6452,False
0.09,0.003,1.4,0.9731,64.4,-46.267,1.392,1.653,False
0.09,0.003,1.5,0.9724,65.08,-48.516,1.341,1.6584,False
0.09,0.003,1.6,0.9859,67.96,-50.695,1.341,1.6346,False
0.09,0.003,1.7,1.0248,75.66,-52.81,1.433,1.5694,False
0.09,0.003,1.8,1.0631,83.95,-54.865,1.53,1.5053,False
0.09,0.003,1.9,1.1201,97.34,-56.861,1.712,1.4128,False
0.09,0.003,2.0,1.1403,103.14,-58.799,1.754,1.3659,True
0.09,0.003,2.5,1.1292,100.41,-58.799,1.708,1.3781,False
0.09,0.003,3.0,1.1292,100.41,-58.799,1.708,1.3781,False
0.1,0.001,1.2,1.0931,81.12,-41.503,1.955,1.5425,False
0.1,0.001,1.3,1.0822,81.85,-43.868,1.866,1.5319,False
0.1,0.001,1.4,1.084,84.08,-46.171,1.821,1.5296,False
0.1,0.001,1.5,1.0918,87.24,-48.411,1.802,1.516,False
0.1,0.001,1.6,1.1191,94.32,-50.59,1.864,1.4717,False
0.1,0.001,1.7,1.1547,103.77,-52.709,1.969,1.4183,False
0.1,0.001,1.8,1.2117,119.4,-54.769,2.18,1.3323,False
0.1,0.001,1.9,1.2447,130.44,-56.769,2.298,1.2827,False
0.1,0.001,2.0,1.253,135.05,-58.712,2.3,1.2521,False
0.1,0.001,2.5,1.2421,131.9,-58.712,2.246,1.2629,False
0.1,0.001,3.0,1.2421,131.9,-58.712,2.246,1.2629,False
0.1,0.0015,1.2,1.0931,81.12,-41.503,1.955,1.5425,False
0.1,0.0015,1.3,1.0822,81.85,-43.868,1.866,1.5319,False
0.1,0.0015,1.4,1.084,84.08,-46.171,1.821,1.5296,False
0.1,0.0015,1.5,1.0918,87.24,-48.411,1.802,1.516,False
0.1,0.0015,1.6,1.1191,94.32,-50.59,1.864,1.4717,False
0.1,0.0015,1.7,1.1547,103.77,-52.709,1.969,1.4183,False
0.1,0.0015,1.8,1.2117,119.4,-54.769,2.18,1.3323,False
0.1,0.0015,1.9,1.2447,130.44,-56.769,2.298,1.2827,False
0.1,0.0015,2.0,1.253,135.05,-58.712,2.3,1.2521,False
0.1,0.0015,2.5,1.2421,131.9,-58.712,2.246,1.2629,False
0.1,0.0015,3.0,1.2421,131.9,-58.712,2.246,1.2629,False
0.1,0.003,1.2,1.0931,81.12,-41.503,1.955,1.5425,False
0.1,0.003,1.3,1.0822,81.85,-43.868,1.866,1.5319,False
0.1,0.003,1.4,1.084,84.08,-46.171,1.821,1.5296,False
0.1,0.003,1.5,1.0918,87.24,-48.411,1.802,1.516,False
0.1,0.003,1.6,1.1191,94.32,-50.59,1.864,1.4717,False
0.1,0.003,1.7,1.1547,103.77,-52.709,1.969,1.4183,False
0.1,0.003,1.8,1.2117,119.4,-54.769,2.18,1.3323,False
0.1,0.003,1.9,1.2447,130.44,-56.769,2.298,1.2827,False
0.1,0.003,2.0,1.253,135.05,-58.712,2.3,1.2521,False
0.1,0.003,2.5,1.2421,131.9,-58.712,2.246,1.2629,False
0.1,0.003,3.0,1.2421,131.9,-58.712,2.246,1.2629,False
0.11,0.001,1.2,1.0132,69.33,-41.503,1.671,2.5775,False
0.11,0.001,1.3,1.0214,72.35,-43.868,1.649,2.4963,False
0.11,0.001,1.4,1.0351,76.1,-46.171,1.648,2.4308,False
0.11,0.001,1.5,1.0536,80.86,-48.411,1.67,2.3549,False
0.11,0.001,1.6,1.0961,90.66,-50.59,1.792,2.2156,False
0.11,0.001,1.7,1.1429,102.52,-52.709,1.945,2.072,False
0.11,0.001,1.8,1.1889,115.53,-54.769,2.109,1.9334,False
0.11,0.001,1.9,1.2137,124.19,-56.769,2.188,1.8383,False
0.11,0.001,2.0,1.2209,128.22,-58.712,2.184,1.7669,False
0.11,0.001,2.5,1.2102,125.17,-58.712,2.132,1.7835,False
0.11,0.001,3.0,1.2102,125.17,-58.712,2.132,1.7835,False
0.11,0.0015,1.2,1.0132,69.33,-41.503,1.671,2.5775,False
0.11,0.0015,1.3,1.0214,72.35,-43.868,1.649,2.4963,False
0.11,0.0015,1.4,1.0351,76.1,-46.171,1.648,2.4308,False
0.11,0.0015,1.5,1.0536,80.86,-48.411,1.67,2.3549,False
0.11,0.0015,1.6,1.0961,90.66,-50.59,1.792,2.2156,False
0.11,0.0015,1.7,1.1429,102.52,-52.709,1.945,2.072,False
0.11,0.0015,1.8,1.1889,115.53,-54.769,2.109,1.9334,False
0.11,0.0015,1.9,1.2137,124.19,-56.769,2.188,1.8383,False
0.11,0.0015,2.0,1.2209,128.22,-58.712,2.184,1.7669,False
0.11,0.0015,2.5,1.2102,125.17,-58.712,2.132,1.7835,False
0.11,0.0015,3.0,1.2102,125.17,-58.712,2.132,1.7835,False
0.11,0.003,1.2,1.0132,69.33,-41.503,1.671,2.5775,False
0.11,0.003,1.3,1.0214,72.35,-43.868,1.649,2.4963,False
0.11,0.003,1.4,1.0351,76.1,-46.171,1.648,2.4308,False
0.11,0.003,1.5,1.0536,80.86,-48.411,1.67,2.3549,False
0.11,0.003,1.6,1.0961,90.66,-50.59,1.792,2.2156,False
0.11,0.003,1.7,1.1429,102.52,-52.709,1.945,2.072,False
0.11,0.003,1.8,1.1889,115.53,-54.769,2.109,1.9334,False
0.11,0.003,1.9,1.2137,124.19,-56.769,2.188,1.8383,False
0.11,0.003,2.0,1.2209,128.22,-58.712,2.184,1.7669,False
0.11,0.003,2.5,1.2102,125.17,-58.712,2.132,1.7835,False
0.11,0.003,3.0,1.2102,125.17,-58.712,2.132,1.7835,False
