Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.1487,0.0042,-0.1181,0.0235,368,yes
CAGR%,level,1,-0.0818,0.1172,-0.1177,0.024,368,yes
Calmar,level,1,-0.0898,0.0854,-0.1171,0.0247,368,yes
AvgDailyRet%,level,1,-0.1255,0.016,-0.1119,0.0319,368,yes
Sortino,level,1,0.0114,0.827,-0.0419,0.423,368,
Sortino,delta,1,0.006,0.9081,0.0261,0.6183,367,
AvgDailyRet%,delta,1,0.0375,0.4741,0.0153,0.7706,367,
CAGR%,delta,1,-0.0011,0.9831,-0.0112,0.8303,367,
Calmar,delta,1,-0.0033,0.9492,0.0038,0.9422,367,
Sharpe,delta,1,0.0677,0.1959,0.0027,0.9588,367,
CAGR%,level,3,-0.1087,0.0376,-0.1555,0.0029,366,yes
AvgDailyRet%,level,3,-0.2392,0.0,-0.1507,0.0039,366,yes
Calmar,level,3,-0.1191,0.0226,-0.1499,0.0041,366,yes
Sharpe,level,3,-0.2947,0.0,-0.1496,0.0041,366,yes
Sortino,delta,3,0.0429,0.4135,0.094,0.0727,365,
Sortino,level,3,-0.0217,0.6792,-0.0768,0.1427,366,
AvgDailyRet%,delta,3,0.0177,0.7356,0.0293,0.5775,365,
Sharpe,delta,3,0.0339,0.5179,0.0145,0.7831,365,
Calmar,delta,3,-0.0459,0.3823,0.0063,0.9046,365,
CAGR%,delta,3,-0.0404,0.4421,-0.0047,0.928,365,
CAGR%,level,5,-0.1005,0.0554,-0.2225,0.0,364,yes
AvgDailyRet%,level,5,-0.3124,0.0,-0.2207,0.0,364,yes
Calmar,level,5,-0.1068,0.0416,-0.2157,0.0,364,yes
Sharpe,level,5,-0.3854,0.0,-0.211,0.0,364,yes
Sortino,level,5,-0.0795,0.1303,-0.1652,0.0016,364,yes
Sortino,delta,5,0.0778,0.139,0.0776,0.1403,363,
AvgDailyRet%,delta,5,0.0177,0.7362,0.0321,0.5417,363,
Sharpe,delta,5,-0.0016,0.9758,0.0237,0.6528,363,
CAGR%,delta,5,-0.0335,0.5251,-0.0109,0.8361,363,
Calmar,delta,5,-0.0376,0.4751,0.0098,0.8517,363,
