EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.09,0.001,2.0,0.9538,63.69,-70.261,0.906,1.2128,False
0.09,0.001,2.5,0.9538,63.69,-70.261,0.906,1.2128,False
0.09,0.001,3.0,0.9538,63.69,-70.261,0.906,1.2128,False
0.09,0.0015,1.2,0.9783,62.11,-60.932,1.019,1.1119,False
0.09,0.0015,1.3,1.0083,67.72,-62.594,1.082,1.1143,False
0.09,0.0015,1.4,1.0153,70.05,-63.976,1.095,1.1307,False
0.09,0.0015,1.5,1.0041,69.32,-65.464,1.059,1.1444,False
0.09,0.0015,1.6,0.9898,67.78,-66.605,1.018,1.1578,False
0.09,0.0015,1.7,0.9796,66.8,-67.454,0.99,1.1741,False
0.09,0.0015,1.8,0.9685,65.5,-68.363,0.958,1.1894,False
0.09,0.0015,1.9,0.9602,64.51,-69.303,0.931,1.2027,False
0.09,0.0015,2.0,0.9538,63.69,-70.261,0.906,1.2128,False
0.09,0.0015,2.5,0.9538,63.69,-70.261,0.906,1.2128,False
0.09,0.0015,3.0,0.9538,63.69,-70.261,0.906,1.2128,False
0.09,0.003,1.2,0.9783,62.11,-60.932,1.019,1.1119,False
0.09,0.003,1.3,1.0083,67.72,-62.594,1.082,1.1143,False
0.09,0.003,1.4,1.0153,70.05,-63.976,1.095,1.1307,False
0.09,0.003,1.5,1.0041,69.32,-65.464,1.059,1.1444,False
0.09,0.003,1.6,0.9898,67.78,-66.605,1.018,1.1578,False
0.09,0.003,1.7,0.9796,66.8,-67.454,0.99,1.1741,False
0.09,0.003,1.8,0.9685,65.5,-68.363,0.958,1.1894,False
0.09,0.003,1.9,0.9602,64.51,-69.303,0.931,1.2027,False
0.09,0.003,2.0,0.9538,63.69,-70.261,0.906,1.2128,True
0.09,0.003,2.5,0.9538,63.69,-70.261,0.906,1.2128,False
0.09,0.003,3.0,0.9538,63.69,-70.261,0.906,1.2128,False
0.1,0.001,1.2,1.0314,70.21,-60.932,1.152,1.0936,False
0.1,0.001,1.3,1.0702,77.8,-62.335,1.248,1.0913,False
0.1,0.001,1.4,1.0511,75.99,-63.843,1.19,1.1066,False
0.1,0.001,1.5,1.0299,73.61,-65.348,1.126,1.1207,False
0.1,0.001,1.6,1.022,73.34,-66.334,1.106,1.1319,False
0.1,0.001,1.7,1.0134,72.83,-67.231,1.083,1.1458,False
0.1,0.001,1.8,1.0045,72.09,-68.171,1.058,1.1587,False
0.1,0.001,1.9,0.9979,71.58,-69.139,1.035,1.1699,False
0.1,0.001,2.0,0.991,70.81,-70.12,1.01,1.1802,False
0.1,0.001,2.5,0.991,70.81,-70.12,1.01,1.1802,False
0.1,0.001,3.0,0.991,70.81,-70.12,1.01,1.1802,False
0.1,0.0015,1.2,1.0314,70.21,-60.932,1.152,1.0936,False
0.1,0.0015,1.3,1.0702,77.8,-62.335,1.248,1.0913,False
0.1,0.0015,1.4,1.0511,75.99,-63.843,1.19,1.1066,False
0.1,0.0015,1.5,1.0299,73.61,-65.348,1.126,1.1207,False
0.1,0.0015,1.6,1.022,73.34,-66.334,1.106,1.1319,False
0.1,0.0015,1.7,1.0134,72.83,-67.231,1.083,1.1458,False
0.1,0.0015,1.8,1.0045,72.09,-68.171,1.058,1.1587,False
0.1,0.0015,1.9,0.9979,71.58,-69.139,1.035,1.1699,False
0.1,0.0015,2.0,0.991,70.81,-70.12,1.01,1.1802,False
0.1,0.0015,2.5,0.991,70.81,-70.12,1.01,1.1802,False
0.1,0.0015,3.0,0.991,70.81,-70.12,1.01,1.1802,False
0.1,0.003,1.2,1.0314,70.21,-60.932,1.152,1.0936,False
0.1,0.003,1.3,1.0702,77.8,-62.335,1.248,1.0913,False
0.1,0.003,1.4,1.0511,75.99,-63.843,1.19,1.1066,False
0.1,0.003,1.5,1.0299,73.61,-65.348,1.126,1.1207,False
0.1,0.003,1.6,1.022,73.34,-66.334,1.106,1.1319,False
0.1,0.003,1.7,1.0134,72.83,-67.231,1.083,1.1458,False
0.1,0.003,1.8,1.0045,72.09,-68.171,1.058,1.1587,False
0.1,0.003,1.9,0.9979,71.58,-69.139,1.035,1.1699,False
0.1,0.003,2.0,0.991,70.81,-70.12,1.01,1.1802,False
0.1,0.003,2.5,0.991,70.81,-70.12,1.01,1.1802,False
0.1,0.003,3.0,0.991,70.81,-70.12,1.01,1.1802,False
0.11,0.001,1.2,1.105,82.72,-60.77,1.361,1.0828,False
0.11,0.001,1.3,1.1283,88.93,-62.163,1.431,1.0953,False
0.11,0.001,1.4,1.1106,87.41,-63.696,1.372,1.1096,False
0.11,0.001,1.5,1.0907,85.27,-65.163,1.309,1.1228,False
0.11,0.001,1.6,1.0845,85.55,-66.046,1.295,1.134,False
0.11,0.001,1.7,1.0748,85.09,-66.988,1.27,1.1478,False
0.11,0.001,1.8,1.0649,84.4,-67.966,1.242,1.1605,False
0.11,0.001,1.9,1.0573,83.92,-68.965,1.217,1.1715,False
0.11,0.001,2.0,1.049,83.08,-69.978,1.187,1.1816,False
0.11,0.001,2.5,1.049,83.08,-69.978,1.187,1.1816,False
0.11,0.001,3.0,1.049,83.08,-69.978,1.187,1.1816,False
0.11,0.0015,1.2,1.105,82.72,-60.77,1.361,1.0828,False
0.11,0.0015,1.3,1.1283,88.93,-62.163,1.431,1.0953,False
0.11,0.0015,1.4,1.1106,87.41,-63.696,1.372,1.1096,False
0.11,0.0015,1.5,1.0907,85.27,-65.163,1.309,1.1228,False
0.11,0.0015,1.6,1.0845,85.55,-66.046,1.295,1.134,False
0.11,0.0015,1.7,1.0748,85.09,-66.988,1.27,1.1478,False
0.11,0.0015,1.8,1.0649,84.4,-67.966,1.242,1.1605,False
0.11,0.0015,1.9,1.0573,83.92,-68.965,1.217,1.1715,False
0.11,0.0015,2.0,1.049,83.08,-69.978,1.187,1.1816,False
0.11,0.0015,2.5,1.049,83.08,-69.978,1.187,1.1816,False
0.11,0.0015,3.0,1.049,83.08,-69.978,1.187,1.1816,False
0.11,0.003,1.2,1.105,82.72,-60.77,1.361,1.0828,False
0.11,0.003,1.3,1.1283,88.93,-62.163,1.431,1.0953,False
0.11,0.003,1.4,1.1106,87.41,-63.696,1.372,1.1096,False
0.11,0.003,1.5,1.0907,85.27,-65.163,1.309,1.1228,False
0.11,0.003,1.6,1.0845,85.55,-66.046,1.295,1.134,False
0.11,0.003,1.7,1.0748,85.09,-66.988,1.27,1.1478,False
0.11,0.003,1.8,1.0649,84.4,-67.966,1.242,1.1605,False
0.11,0.003,1.9,1.0573,83.92,-68.965,1.217,1.1715,False
0.11,0.003,2.0,1.049,83.08,-69.978,1.187,1.1816,False
0.11,0.003,2.5,1.049,83.08,-69.978,1.187,1.1816,False
0.11,0.003,3.0,1.049,83.08,-69.978,1.187,1.1816,False
