Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0537,0.2916,0.0816,0.1088,387,
CAGR%,level,1,-0.0157,0.7581,-0.0618,0.2246,388,
AvgDailyRet%,level,1,-0.058,0.2542,-0.0588,0.2478,388,
Sharpe,level,1,-0.0545,0.2902,-0.0552,0.2847,378,
Calmar,delta,1,0.0392,0.4877,0.0462,0.4129,316,
Sortino,level,1,-0.0717,0.1588,-0.0391,0.4422,388,
Sharpe,delta,1,0.0981,0.0571,0.0287,0.579,377,
CAGR%,delta,1,0.0349,0.4939,0.0249,0.6252,387,
Calmar,level,1,-0.0113,0.8416,-0.019,0.736,317,
AvgDailyRet%,delta,1,0.0552,0.2783,0.0145,0.7757,387,
Sharpe,level,3,-0.1428,0.0055,-0.1326,0.01,376,yes
CAGR%,level,3,-0.0538,0.2919,-0.126,0.0132,386,yes
AvgDailyRet%,level,3,-0.1201,0.0183,-0.1217,0.0168,386,yes
Sortino,level,3,-0.1191,0.0192,-0.1175,0.0209,386,yes
Calmar,level,3,-0.0511,0.3649,-0.0484,0.3903,317,
Calmar,delta,3,0.0004,0.9948,-0.0282,0.618,316,
AvgDailyRet%,delta,3,-0.016,0.7544,-0.0155,0.7624,385,
Sharpe,delta,3,0.0279,0.5904,-0.009,0.8614,375,
CAGR%,delta,3,-0.0021,0.9677,-0.0034,0.9462,385,
Sortino,delta,3,-0.0574,0.2613,-0.0015,0.977,385,
Sharpe,level,5,-0.1777,0.0006,-0.1797,0.0005,374,yes
CAGR%,level,5,-0.0546,0.2863,-0.1372,0.0071,384,yes
Sortino,level,5,-0.1373,0.0071,-0.1369,0.0072,384,yes
AvgDailyRet%,level,5,-0.1337,0.0087,-0.1332,0.009,384,yes
Calmar,delta,5,0.0009,0.9873,0.0522,0.3549,316,
Calmar,level,5,-0.0523,0.3534,-0.0304,0.5897,317,
Sortino,delta,5,0.0014,0.9781,0.0133,0.7946,383,
AvgDailyRet%,delta,5,0.0117,0.8201,0.006,0.9065,383,
Sharpe,delta,5,0.0049,0.9249,-0.004,0.9391,373,
CAGR%,delta,5,-0.0003,0.9954,-0.0002,0.9976,383,
