Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.0447,0.3864,-0.062,0.2292,378,
CAGR%,level,1,-0.0902,0.0797,-0.0547,0.2889,378,
AvgDailyRet%,level,1,-0.057,0.269,-0.0498,0.3343,378,
Sharpe,delta,1,0.0841,0.1029,0.0378,0.4643,377,
Calmar,level,1,-0.0983,0.058,-0.0373,0.473,373,
Calmar,delta,1,0.0053,0.9193,0.0313,0.547,372,
CAGR%,delta,1,-0.0059,0.9098,0.0297,0.566,377,
AvgDailyRet%,delta,1,0.036,0.4856,0.0231,0.655,377,
Sortino,delta,1,-0.0352,0.4953,0.0125,0.8088,377,
Sortino,level,1,-0.0112,0.828,-0.0069,0.8935,378,
Sharpe,level,3,-0.1123,0.0294,-0.084,0.1041,376,
CAGR%,level,3,-0.1428,0.0055,-0.0795,0.124,376,
AvgDailyRet%,level,3,-0.1101,0.0328,-0.0743,0.1503,376,
Calmar,level,3,-0.1661,0.0013,-0.0627,0.2283,371,
Sortino,delta,3,0.0291,0.5749,0.0407,0.4321,375,
Calmar,delta,3,-0.0116,0.824,0.0393,0.4514,370,
Sharpe,delta,3,0.0472,0.3618,0.0366,0.4801,375,
AvgDailyRet%,delta,3,0.0044,0.9328,0.0155,0.7647,375,
CAGR%,delta,3,-0.0055,0.9149,0.012,0.8164,375,
Sortino,level,3,0.0083,0.8724,-0.0,0.9993,376,
Calmar,level,5,-0.2057,0.0001,-0.0956,0.0666,369,
Sharpe,level,5,-0.159,0.002,-0.0934,0.0712,374,
Calmar,delta,5,-0.0151,0.7731,0.0893,0.087,368,
CAGR%,level,5,-0.1899,0.0002,-0.0882,0.0883,374,
AvgDailyRet%,level,5,-0.1456,0.0048,-0.0846,0.1025,374,
Sharpe,delta,5,0.0585,0.2596,0.0731,0.1589,373,
AvgDailyRet%,delta,5,0.0268,0.6059,0.0651,0.2099,373,
Sortino,delta,5,0.0026,0.9603,0.0628,0.2265,373,
CAGR%,delta,5,-0.0163,0.7531,0.0455,0.3807,373,
Sortino,level,5,-0.0205,0.6922,-0.0219,0.6733,374,
