Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.1314,0.0116,-0.1186,0.0229,368,yes
CAGR%,level,1,-0.0379,0.4684,-0.1174,0.0244,368,yes
Calmar,level,1,-0.0538,0.3035,-0.1156,0.0266,368,yes
AvgDailyRet%,level,1,-0.1216,0.0196,-0.1124,0.031,368,yes
Sortino,level,1,-0.0135,0.7965,-0.0697,0.182,368,
CAGR%,delta,1,-0.0136,0.7958,-0.0322,0.5387,367,
Calmar,delta,1,-0.0173,0.7415,-0.0115,0.8266,367,
Sharpe,delta,1,0.0516,0.3239,-0.0069,0.8945,367,
AvgDailyRet%,delta,1,0.0109,0.8353,-0.0058,0.912,367,
Sortino,delta,1,-0.0169,0.7473,-0.0035,0.9475,367,
Calmar,level,3,-0.0918,0.0794,-0.1875,0.0003,366,yes
Sharpe,level,3,-0.2534,0.0,-0.1785,0.0006,366,yes
CAGR%,level,3,-0.0747,0.1541,-0.1771,0.0007,366,yes
AvgDailyRet%,level,3,-0.2189,0.0,-0.172,0.001,366,yes
Sortino,level,3,-0.0321,0.5405,-0.1283,0.0141,366,yes
CAGR%,delta,3,0.0347,0.5093,-0.0295,0.5746,365,
Sharpe,delta,3,0.0104,0.8431,-0.0259,0.6221,365,
Sortino,delta,3,0.0173,0.7419,0.0166,0.7519,365,
AvgDailyRet%,delta,3,-0.0057,0.914,-0.011,0.8337,365,
Calmar,delta,3,0.026,0.6211,0.0048,0.9268,365,
Calmar,level,5,-0.1474,0.0048,-0.2617,0.0,364,yes
CAGR%,level,5,-0.1269,0.0154,-0.2411,0.0,364,yes
Sharpe,level,5,-0.3327,0.0,-0.2373,0.0,364,yes
AvgDailyRet%,level,5,-0.2874,0.0,-0.2373,0.0,364,yes
Sortino,level,5,-0.0502,0.3391,-0.1829,0.0005,364,yes
Sortino,delta,5,0.0024,0.9632,0.0436,0.4072,363,
AvgDailyRet%,delta,5,0.0,0.9993,0.0159,0.7628,363,
Calmar,delta,5,0.0193,0.7135,0.0141,0.7891,363,
CAGR%,delta,5,0.0235,0.6557,-0.0089,0.8665,363,
Sharpe,delta,5,-0.0146,0.7822,0.006,0.9089,363,
