Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,-0.0318,0.5377,0.0519,0.3146,377,
AvgDailyRet%,delta,1,0.0542,0.2943,0.0474,0.3587,377,
Sharpe,delta,1,0.1029,0.0458,0.0406,0.4314,377,
Calmar,delta,1,-0.0539,0.3101,0.0201,0.705,357,
Sortino,delta,1,0.0557,0.2811,0.0169,0.7433,377,
AvgDailyRet%,level,1,-0.0238,0.644,-0.0143,0.7824,378,
CAGR%,level,1,-0.0763,0.1386,-0.0135,0.7936,378,
Sortino,level,1,0.0027,0.9581,0.011,0.8317,378,
Sharpe,level,1,-0.0164,0.7506,-0.0082,0.874,378,
Calmar,level,1,-0.0704,0.1841,0.0005,0.9925,358,
Sortino,delta,3,0.0203,0.6952,0.0669,0.1964,375,
Sharpe,delta,3,0.0902,0.0813,0.0603,0.2438,375,
AvgDailyRet%,delta,3,0.0396,0.445,0.0555,0.2839,375,
CAGR%,delta,3,-0.0122,0.8137,0.0475,0.3589,375,
Calmar,delta,3,-0.0256,0.6311,0.0403,0.4492,355,
Sortino,level,3,-0.0167,0.7468,0.0273,0.5973,376,
CAGR%,level,3,-0.106,0.0399,-0.0144,0.7812,376,
Calmar,level,3,-0.0499,0.348,0.0081,0.8797,356,
Sharpe,level,3,-0.0779,0.1316,-0.0079,0.8793,376,
AvgDailyRet%,level,3,-0.0681,0.1873,-0.0052,0.9204,376,
Sharpe,delta,5,0.0987,0.0568,0.0612,0.2381,373,
Calmar,delta,5,-0.001,0.9856,0.0602,0.2589,353,
Sortino,delta,5,0.0511,0.3247,0.0556,0.2845,373,
AvgDailyRet%,delta,5,0.0693,0.1815,0.0549,0.2907,373,
Sharpe,level,5,-0.1263,0.0145,-0.049,0.3445,374,
CAGR%,delta,5,-0.0252,0.6281,0.0489,0.3467,373,
CAGR%,level,5,-0.1066,0.0393,-0.0485,0.3496,374,
AvgDailyRet%,level,5,-0.0951,0.0661,-0.0371,0.4745,374,
Calmar,level,5,-0.0561,0.2925,-0.0249,0.6405,354,
Sortino,level,5,-0.0327,0.5285,-0.0239,0.6452,374,
