Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.036,0.4919,0.0664,0.2044,367,
CAGR%,delta,1,0.0302,0.5638,0.0627,0.2311,367,
Calmar,level,1,-0.0543,0.2988,-0.0613,0.2407,368,
Sortino,level,1,-0.0529,0.3114,-0.0527,0.313,368,
Sharpe,level,1,-0.0526,0.314,-0.0483,0.3557,368,
CAGR%,level,1,-0.0507,0.3321,-0.0472,0.3662,368,
AvgDailyRet%,level,1,-0.0495,0.3432,-0.0409,0.4338,368,
AvgDailyRet%,delta,1,0.038,0.468,0.0284,0.5873,367,
Sortino,delta,1,0.0511,0.3288,0.0232,0.6573,367,
Sharpe,delta,1,0.0161,0.7589,0.0206,0.6942,367,
Calmar,level,3,-0.1123,0.0317,-0.116,0.0265,366,yes
Sortino,level,3,-0.1026,0.0498,-0.1127,0.0311,366,yes
CAGR%,level,3,-0.0981,0.0607,-0.1078,0.0393,366,yes
Sharpe,level,3,-0.087,0.0965,-0.105,0.0448,366,yes
AvgDailyRet%,level,3,-0.0902,0.0848,-0.0986,0.0596,366,
CAGR%,delta,3,0.013,0.8051,0.0621,0.2366,365,
Calmar,delta,3,0.0199,0.7046,0.0554,0.2914,365,
Sortino,delta,3,0.0384,0.465,0.0129,0.806,365,
AvgDailyRet%,delta,3,0.025,0.634,0.0096,0.8548,365,
Sharpe,delta,3,-0.0029,0.9563,0.0037,0.9432,365,
Calmar,level,5,-0.1479,0.0047,-0.1759,0.0007,364,yes
CAGR%,level,5,-0.1268,0.0155,-0.1602,0.0022,364,yes
Sortino,level,5,-0.1349,0.01,-0.1583,0.0025,364,yes
Sharpe,level,5,-0.1111,0.0342,-0.1551,0.003,364,yes
AvgDailyRet%,level,5,-0.1169,0.0258,-0.1447,0.0057,364,yes
CAGR%,delta,5,-0.004,0.9395,0.0257,0.6249,363,
AvgDailyRet%,delta,5,0.0293,0.5779,0.0162,0.7586,363,
Sharpe,delta,5,0.0171,0.7451,0.0154,0.7705,363,
Calmar,delta,5,-0.0043,0.9351,0.0141,0.7894,363,
Sortino,delta,5,0.0188,0.7209,0.0101,0.8479,363,
