Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0728,0.1636,-0.1203,0.021,368,yes
CAGR%,level,1,-0.0686,0.1893,-0.1141,0.0287,368,yes
AvgDailyRet%,level,1,-0.1127,0.0306,-0.1124,0.0311,368,yes
Sharpe,level,1,-0.1327,0.0108,-0.1106,0.0338,368,yes
Sortino,level,1,0.0089,0.8643,-0.0499,0.3393,368,
Sharpe,delta,1,0.0942,0.0714,0.0256,0.6253,367,
Calmar,delta,1,-0.0479,0.3597,0.018,0.7315,367,
CAGR%,delta,1,0.0002,0.9966,0.0082,0.8761,367,
Sortino,delta,1,0.0059,0.9104,0.004,0.9398,367,
AvgDailyRet%,delta,1,0.0563,0.2818,0.0029,0.9557,367,
Calmar,level,3,-0.0848,0.1052,-0.1609,0.002,366,yes
Sharpe,level,3,-0.275,0.0,-0.1576,0.0025,366,yes
CAGR%,level,3,-0.1001,0.0556,-0.1524,0.0035,366,yes
AvgDailyRet%,level,3,-0.2174,0.0,-0.1496,0.0041,366,yes
Sortino,level,3,-0.0241,0.6465,-0.0763,0.145,366,
AvgDailyRet%,delta,3,0.0282,0.5909,-0.012,0.8197,365,
CAGR%,delta,3,-0.0365,0.4869,-0.0103,0.8443,365,
Calmar,delta,3,-0.0576,0.2723,-0.0055,0.9165,365,
Sortino,delta,3,0.0421,0.4222,0.0032,0.9512,365,
Sharpe,delta,3,0.0575,0.2732,0.003,0.955,365,
CAGR%,level,5,-0.1075,0.0404,-0.2224,0.0,364,yes
Calmar,level,5,-0.0855,0.1032,-0.2207,0.0,364,yes
AvgDailyRet%,level,5,-0.2828,0.0,-0.2191,0.0,364,yes
Sharpe,level,5,-0.3617,0.0,-0.2189,0.0,364,yes
Sortino,level,5,-0.0825,0.1161,-0.1484,0.0046,364,yes
Sortino,delta,5,0.0765,0.1456,-0.0426,0.4187,363,
Calmar,delta,5,-0.0685,0.1931,-0.0299,0.5706,363,
AvgDailyRet%,delta,5,0.0225,0.6692,-0.0242,0.6462,363,
CAGR%,delta,5,-0.0296,0.5745,-0.0231,0.6616,363,
Sharpe,delta,5,0.0072,0.8907,-0.0166,0.7531,363,
