Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,0.0225,0.6668,-0.0877,0.0928,368,
Calmar,level,1,0.0204,0.6961,-0.0848,0.1042,368,
Sharpe,level,1,-0.1132,0.0299,-0.0822,0.1154,368,
AvgDailyRet%,level,1,-0.0978,0.0609,-0.0732,0.1613,368,
Calmar,delta,1,-0.0021,0.9674,-0.045,0.39,367,
Sortino,delta,1,-0.0163,0.7555,-0.038,0.4685,367,
CAGR%,delta,1,-0.0022,0.9669,-0.035,0.5035,367,
Sortino,level,1,-0.0463,0.3756,-0.0295,0.5728,368,
AvgDailyRet%,delta,1,0.0237,0.651,-0.0181,0.7302,367,
Sharpe,delta,1,0.0478,0.3608,-0.0104,0.8419,367,
CAGR%,level,3,-0.0041,0.9382,-0.1436,0.0059,366,yes
Calmar,level,3,-0.0067,0.8977,-0.1354,0.0095,366,yes
AvgDailyRet%,level,3,-0.1898,0.0003,-0.1341,0.0102,366,yes
Sharpe,level,3,-0.2224,0.0,-0.1238,0.0178,366,yes
Sortino,level,3,-0.0786,0.1334,-0.0718,0.1702,366,
Calmar,delta,3,0.0559,0.2864,-0.0277,0.5981,365,
CAGR%,delta,3,0.0572,0.276,-0.0233,0.6579,365,
Sortino,delta,3,0.006,0.9091,0.0125,0.8116,365,
AvgDailyRet%,delta,3,0.0278,0.5966,-0.0068,0.897,365,
Sharpe,delta,3,0.0294,0.5752,-0.0056,0.915,365,
CAGR%,level,5,-0.0409,0.4362,-0.2182,0.0,364,yes
AvgDailyRet%,level,5,-0.2525,0.0,-0.2148,0.0,364,yes
Calmar,level,5,-0.0435,0.4084,-0.2062,0.0001,364,yes
Sharpe,level,5,-0.2927,0.0,-0.1923,0.0002,364,yes
Sortino,level,5,-0.1082,0.039,-0.1485,0.0045,364,yes
CAGR%,delta,5,0.0195,0.7116,-0.0266,0.6133,363,
Calmar,delta,5,0.0187,0.7222,-0.0213,0.6863,363,
AvgDailyRet%,delta,5,0.0247,0.6385,-0.0083,0.875,363,
Sortino,delta,5,0.014,0.79,-0.0015,0.9769,363,
Sharpe,delta,5,-0.0012,0.9822,-0.0002,0.9966,363,
