Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.1023,0.0443,0.1306,0.0101,387,yes
Sharpe,delta,1,0.0866,0.1,0.0859,0.1026,362,
AvgDailyRet%,delta,1,0.0657,0.1969,0.0791,0.1201,387,
CAGR%,delta,1,0.0619,0.2244,0.0666,0.1913,387,
Calmar,level,1,-0.0327,0.5862,-0.0651,0.2788,279,
CAGR%,level,1,-0.0656,0.1971,-0.0647,0.2033,388,
Calmar,delta,1,-0.0973,0.1056,0.0552,0.3592,278,
Sharpe,level,1,-0.0625,0.2347,-0.0545,0.3005,363,
AvgDailyRet%,level,1,-0.0761,0.1343,-0.0541,0.2878,388,
Sortino,level,1,-0.0467,0.3587,0.0053,0.917,388,
CAGR%,level,3,-0.169,0.0009,-0.1265,0.0129,386,yes
Sharpe,level,3,-0.1819,0.0005,-0.1234,0.019,361,yes
AvgDailyRet%,level,3,-0.1678,0.0009,-0.1135,0.0258,386,yes
Calmar,level,3,0.0339,0.5727,-0.0997,0.0965,279,
Sortino,level,3,-0.1302,0.0104,-0.0772,0.1302,386,
Sortino,delta,3,-0.011,0.8304,0.0512,0.3162,385,
Calmar,delta,3,-0.0099,0.8696,-0.045,0.4547,278,
Sharpe,delta,3,0.0299,0.5717,0.0427,0.4189,360,
AvgDailyRet%,delta,3,0.0028,0.9556,0.0288,0.5736,385,
CAGR%,delta,3,-0.0429,0.4011,0.0157,0.7594,385,
Sharpe,level,5,-0.2274,0.0,-0.1947,0.0002,359,yes
CAGR%,level,5,-0.1133,0.0265,-0.1764,0.0005,384,yes
AvgDailyRet%,level,5,-0.1912,0.0002,-0.1712,0.0008,384,yes
Sortino,level,5,-0.1414,0.0055,-0.1319,0.0097,384,yes
Calmar,level,5,-0.0177,0.7688,-0.1233,0.0396,279,yes
Sortino,delta,5,-0.0244,0.6346,-0.0612,0.2321,383,
CAGR%,delta,5,-0.0613,0.2313,-0.0588,0.2506,383,
AvgDailyRet%,delta,5,-0.0145,0.778,-0.0373,0.4667,383,
Calmar,delta,5,-0.0074,0.9028,-0.0049,0.9353,278,
Sharpe,delta,5,-0.0056,0.9163,-0.0048,0.9273,358,
