Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,-0.031,0.548,0.0653,0.206,377,
AvgDailyRet%,delta,1,0.0527,0.3076,0.0569,0.2703,377,
Sharpe,delta,1,0.0989,0.0551,0.0494,0.3386,377,
Calmar,delta,1,-0.0521,0.3262,0.0341,0.5208,357,
Sortino,delta,1,0.0581,0.2604,0.022,0.6708,377,
CAGR%,level,1,-0.0756,0.1422,-0.0153,0.7671,378,
AvgDailyRet%,level,1,-0.0238,0.6447,-0.0149,0.7722,378,
Sortino,level,1,0.0038,0.9407,0.0107,0.8354,378,
Sharpe,level,1,-0.0156,0.7627,-0.0094,0.8555,378,
Calmar,level,1,-0.0693,0.1907,-0.0002,0.9976,358,
Sortino,delta,3,0.0217,0.6759,0.0664,0.1993,375,
Sharpe,delta,3,0.0877,0.0901,0.0618,0.2328,375,
AvgDailyRet%,delta,3,0.0377,0.4667,0.0573,0.2685,375,
CAGR%,delta,3,-0.0118,0.82,0.0572,0.2694,375,
Calmar,delta,3,-0.0246,0.6435,0.0504,0.344,355,
Sortino,level,3,-0.0163,0.7528,0.028,0.5882,376,
CAGR%,level,3,-0.1064,0.0392,-0.0136,0.7921,376,
Sharpe,level,3,-0.0752,0.1453,-0.0087,0.8669,376,
Calmar,level,3,-0.0479,0.3679,0.0085,0.8726,356,
AvgDailyRet%,level,3,-0.0678,0.1894,-0.0053,0.9181,376,
Calmar,delta,5,-0.0001,0.998,0.0688,0.1969,353,
Sharpe,delta,5,0.0985,0.0574,0.0685,0.1868,373,
AvgDailyRet%,delta,5,0.0686,0.186,0.0619,0.2327,373,
Sortino,delta,5,0.0521,0.3156,0.0598,0.2494,373,
CAGR%,delta,5,-0.0251,0.6283,0.057,0.272,373,
Sharpe,level,5,-0.1224,0.0179,-0.0509,0.3259,374,
CAGR%,level,5,-0.1075,0.0378,-0.048,0.3543,374,
AvgDailyRet%,level,5,-0.0941,0.069,-0.0384,0.4588,374,
Calmar,level,5,-0.0534,0.3167,-0.025,0.6387,354,
Sortino,level,5,-0.0327,0.5285,-0.024,0.6436,374,
