Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0152,0.7655,0.1076,0.0343,387,yes
CAGR%,delta,1,0.0152,0.7655,0.1001,0.049,387,yes
AvgDailyRet%,delta,1,0.0948,0.0624,0.0681,0.1811,387,
Sharpe,delta,1,0.0911,0.0734,0.0673,0.1864,387,
Sortino,delta,1,-0.006,0.9063,0.0561,0.271,387,
Calmar,level,1,-0.0617,0.2252,-0.029,0.5691,388,
Sortino,level,1,-0.0182,0.7208,0.0137,0.7882,388,
CAGR%,level,1,-0.0617,0.2252,0.0058,0.9086,388,
Sharpe,level,1,0.0306,0.5482,0.0041,0.936,388,
AvgDailyRet%,level,1,0.0116,0.8203,0.0016,0.9745,388,
Calmar,level,3,-0.0945,0.0636,-0.1064,0.0366,386,yes
CAGR%,delta,3,-0.054,0.2906,0.0686,0.1789,385,
Calmar,delta,3,-0.054,0.2906,0.0637,0.212,385,
AvgDailyRet%,level,3,-0.0295,0.5632,-0.038,0.4568,386,
CAGR%,level,3,-0.0945,0.0636,-0.0374,0.464,386,
Sharpe,level,3,0.0097,0.8495,-0.0335,0.5111,386,
Sortino,delta,3,-0.0064,0.9008,0.019,0.7095,385,
AvgDailyRet%,delta,3,0.034,0.5056,0.018,0.7254,385,
Sharpe,delta,3,0.021,0.6817,0.016,0.7538,385,
Sortino,level,3,-0.0543,0.2876,-0.0138,0.7868,386,
Calmar,level,5,-0.041,0.4232,-0.0889,0.082,384,
Calmar,delta,5,-0.0237,0.6442,0.0343,0.5035,383,
CAGR%,delta,5,-0.0237,0.6442,0.0333,0.5153,383,
AvgDailyRet%,level,5,-0.0229,0.6546,-0.0222,0.6644,384,
CAGR%,level,5,-0.041,0.423,-0.0197,0.7001,384,
Sharpe,level,5,0.0271,0.5965,-0.0164,0.749,384,
Sortino,level,5,-0.0483,0.3456,0.0155,0.7615,384,
Sortino,delta,5,-0.043,0.4017,0.0118,0.8185,383,
Sharpe,delta,5,0.0005,0.9928,0.0058,0.91,383,
AvgDailyRet%,delta,5,-0.0085,0.8683,-0.0031,0.9515,383,
