Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0383,0.5201,-0.1465,0.0133,285,yes
Sortino,delta,1,-0.025,0.6335,-0.1245,0.017,367,yes
AvgDailyRet%,delta,1,-0.0039,0.9401,-0.1226,0.0188,367,yes
Sharpe,delta,1,-0.0686,0.2233,-0.1171,0.0371,317,yes
CAGR%,delta,1,0.0018,0.9729,-0.11,0.0352,367,yes
Calmar,level,1,-0.0404,0.4966,-0.0746,0.2085,286,
Sharpe,level,1,-0.0894,0.1116,-0.0686,0.2222,318,
CAGR%,level,1,0.0047,0.9283,-0.0675,0.1963,368,
AvgDailyRet%,level,1,-0.0627,0.23,-0.0636,0.2232,368,
Sortino,level,1,-0.0366,0.4843,-0.0345,0.5098,368,
Calmar,delta,3,-0.0293,0.6236,-0.12,0.0437,283,yes
AvgDailyRet%,delta,3,-0.0248,0.6374,-0.088,0.0931,365,
CAGR%,delta,3,-0.0004,0.9936,-0.0845,0.107,365,
Sharpe,delta,3,-0.0646,0.2528,-0.0826,0.1436,315,
Sortino,delta,3,-0.0016,0.9755,-0.0799,0.1276,365,
Calmar,level,3,-0.0993,0.0947,-0.0632,0.2882,284,
AvgDailyRet%,level,3,-0.1111,0.0336,-0.0609,0.2452,366,
CAGR%,level,3,-0.0044,0.9324,-0.0585,0.2641,366,
Sharpe,level,3,-0.1271,0.0239,-0.0455,0.4198,316,
Sortino,level,3,-0.053,0.3119,-0.0143,0.7844,366,
Calmar,delta,5,-0.0265,0.6578,-0.1148,0.0545,281,
CAGR%,delta,5,0.0253,0.6314,-0.0938,0.0742,363,
Sharpe,delta,5,-0.0372,0.5117,-0.0807,0.1545,313,
AvgDailyRet%,delta,5,0.0021,0.9683,-0.0754,0.1519,363,
AvgDailyRet%,level,5,-0.1295,0.0134,-0.067,0.2019,364,
CAGR%,level,5,-0.0007,0.989,-0.0595,0.2578,364,
Sortino,delta,5,-0.0027,0.9589,-0.0587,0.2645,363,
Calmar,level,5,-0.0719,0.229,-0.0361,0.5458,282,
Sharpe,level,5,-0.1308,0.0204,-0.0108,0.8486,314,
Sortino,level,5,-0.0645,0.2195,0.0046,0.9299,364,
