Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0768,0.221,-0.0468,0.4555,256,
AvgDailyRet%,level,1,-0.0002,0.9968,-0.0325,0.5284,378,
CAGR%,level,1,-0.0554,0.2828,-0.028,0.5868,378,
Sharpe,level,1,-0.0234,0.6923,-0.0226,0.7029,288,
CAGR%,delta,1,-0.035,0.4975,0.0184,0.7217,377,
AvgDailyRet%,delta,1,0.0896,0.0824,0.0146,0.7771,377,
Sortino,delta,1,0.0515,0.319,-0.0108,0.8347,377,
Calmar,delta,1,-0.0244,0.6985,-0.0071,0.91,255,
Sharpe,delta,1,0.0345,0.5602,0.0008,0.9899,287,
Sortino,level,1,0.0194,0.7074,-0.0007,0.9891,378,
Calmar,level,3,-0.104,0.0982,-0.0735,0.243,254,
Sharpe,level,3,-0.0683,0.2494,-0.057,0.3371,286,
AvgDailyRet%,level,3,-0.0413,0.4241,-0.0353,0.4955,376,
CAGR%,level,3,-0.0562,0.2769,-0.0334,0.5182,376,
Sortino,level,3,-0.0026,0.9605,0.02,0.6987,376,
CAGR%,delta,3,0.0029,0.9554,0.019,0.7133,375,
AvgDailyRet%,delta,3,0.0371,0.4744,0.016,0.7577,375,
Calmar,delta,3,-0.003,0.9625,0.0158,0.8021,253,
Sortino,delta,3,0.0516,0.319,0.0145,0.7791,375,
Sharpe,delta,3,-0.0017,0.9774,0.0068,0.9093,285,
Sortino,level,5,-0.0266,0.6084,0.062,0.232,374,
Calmar,delta,5,0.0084,0.8951,0.039,0.5381,251,
Calmar,level,5,-0.13,0.0391,-0.0344,0.587,252,
CAGR%,delta,5,0.0175,0.7356,0.0267,0.6072,373,
AvgDailyRet%,delta,5,0.0623,0.2297,0.0227,0.6622,373,
Sharpe,delta,5,0.0179,0.7642,0.022,0.7129,283,
Sharpe,level,5,-0.0682,0.2522,-0.0178,0.7655,284,
Sortino,delta,5,0.0741,0.1532,0.0167,0.7474,373,
CAGR%,level,5,-0.0898,0.083,0.013,0.8028,374,
AvgDailyRet%,level,5,-0.0499,0.3362,0.0093,0.8573,374,
