Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0849,0.0952,0.0741,0.1456,387,
AvgDailyRet%,delta,1,0.0106,0.8357,0.0401,0.4319,387,
Sharpe,delta,1,-0.009,0.8761,0.0364,0.5265,305,
CAGR%,delta,1,0.0617,0.226,0.0255,0.6177,387,
Sortino,level,1,0.0093,0.8547,0.0243,0.6339,388,
Sharpe,level,1,-0.0335,0.559,0.0112,0.8448,306,
Calmar,level,1,-0.0536,0.4343,0.0055,0.9366,215,
Calmar,delta,1,-0.0411,0.5503,0.0041,0.9521,214,
CAGR%,level,1,-0.0605,0.2347,-0.0029,0.9552,388,
AvgDailyRet%,level,1,-0.05,0.3261,-0.0026,0.9591,388,
Sortino,delta,3,0.0239,0.6405,0.0773,0.1301,385,
AvgDailyRet%,delta,3,-0.0205,0.6882,0.0697,0.1725,385,
CAGR%,delta,3,-0.0593,0.2461,0.0615,0.2286,385,
Sharpe,delta,3,0.0227,0.6939,0.0608,0.2913,303,
Calmar,level,3,-0.0547,0.4246,0.0455,0.5066,215,
Calmar,delta,3,-0.0234,0.7333,0.0332,0.6289,214,
Sortino,level,3,-0.031,0.5431,0.0241,0.6366,386,
Sharpe,level,3,-0.0913,0.1123,0.0238,0.6795,304,
AvgDailyRet%,level,3,-0.0885,0.0826,-0.0161,0.752,386,
CAGR%,level,3,-0.17,0.0008,-0.015,0.7691,386,
AvgDailyRet%,level,5,-0.1012,0.0475,-0.0832,0.1034,384,
CAGR%,level,5,-0.0925,0.0702,-0.0804,0.1157,384,
Sharpe,delta,5,0.0219,0.7051,0.0608,0.2929,301,
Sortino,level,5,-0.0445,0.3841,-0.0468,0.3606,384,
Sharpe,level,5,-0.1378,0.0166,-0.0419,0.4681,302,
AvgDailyRet%,delta,5,0.0037,0.9418,0.0391,0.4449,383,
CAGR%,delta,5,-0.0777,0.1288,0.0309,0.5468,383,
Calmar,delta,5,-0.0181,0.7923,0.0302,0.6605,214,
Sortino,delta,5,0.0193,0.7071,0.0168,0.7432,383,
Calmar,level,5,-0.068,0.3208,-0.0166,0.8085,215,
