threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,2.6536,8,12.5,8,True,Robust plateau | baseline inside
0.975,2.7235,8,12.5,8,True,Robust plateau | baseline inside
0.99,2.7654,8,12.5,8,True,Robust plateau | baseline inside
