trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,2.320541,-0.058900,0.083068,37,0.002026,0.124245,870,2.484900,1182.970000,-55.089000,21.474000,1.317900
1,2.325868,-0.053306,0.073884,34,0.004024,0.100358,906,2.179900,708.400000,-51.259000,13.820000,0.826300
2,2.175102,-0.055090,0.076228,31,0.003786,0.099480,869,2.021000,496.160000,-51.420000,9.649000,0.946000
3,2.135991,-0.068473,0.083845,38,0.002267,0.087604,457,3.069300,1827.400000,-48.823000,37.429000,1.012600
4,2.047887,-0.063295,0.080507,40,0.002582,0.080673,702,2.254900,520.230000,-39.524000,13.162000,1.266700
5,2.063367,-0.053339,0.074453,32,0.003408,0.085475,912,2.345200,659.600000,-37.573000,17.555000,0.990600
6,2.288117,-0.056623,0.082476,38,0.002730,0.074760,825,2.511600,765.910000,-37.181000,20.600000,0.898900
7,2.041491,-0.054598,0.063916,38,0.003396,0.104772,882,2.476200,892.410000,-41.707000,21.397000,0.830000
8,2.181923,-0.061237,0.066895,31,0.003404,0.087919,758,1.768400,322.750000,-54.883000,5.881000,1.495500
9,2.316599,-0.062425,0.076206,36,0.002529,0.056219,684,2.988200,1210.310000,-31.276000,38.698000,0.837900
10,2.074417,-0.058354,0.082952,32,0.001940,0.074260,601,1.825000,304.210000,-42.564000,7.147000,1.264300
11,2.271243,-0.061027,0.081388,37,0.002775,0.112609,528,2.363300,894.680000,-57.138000,15.658000,1.527300
12,1.989993,-0.052621,0.080003,35,0.002187,0.090075,520,2.748500,1051.330000,-45.722000,22.994000,1.150400
13,2.286381,-0.059031,0.072323,33,0.003313,0.080051,482,1.608600,259.850000,-60.852000,4.270000,1.805800
14,2.031923,-0.068314,0.084193,37,0.002438,0.123781,881,2.742400,1276.410000,-52.637000,24.249000,1.301800
15,2.295432,-0.059089,0.069875,31,0.003966,0.086816,549,1.880800,400.770000,-60.698000,6.603000,1.369700
16,2.114621,-0.061426,0.067727,39,0.003620,0.105801,681,2.192800,627.130000,-43.969000,14.263000,0.901900
17,2.256016,-0.061514,0.078372,31,0.002798,0.056996,717,1.728600,258.900000,-44.508000,5.817000,1.480200
18,2.125139,-0.053601,0.066077,36,0.002209,0.120609,767,2.253200,699.310000,-48.269000,14.488000,1.283500
19,2.132623,-0.061636,0.064718,40,0.002958,0.110357,480,1.749300,316.020000,-60.019000,5.265000,2.941200
20,2.194130,-0.059833,0.084851,36,0.002936,0.073222,623,2.636100,865.210000,-37.957000,22.795000,0.917900
21,2.209096,-0.058900,0.064236,38,0.003951,0.064098,751,2.346700,539.930000,-34.801000,15.515000,1.109600
22,2.027773,-0.063100,0.070078,37,0.003545,0.109343,494,2.233800,624.060000,-49.140000,12.700000,1.083500
23,2.383045,-0.055144,0.064592,36,0.002690,0.113745,898,2.300600,964.750000,-55.939000,17.247000,1.341600
24,2.119541,-0.068152,0.071560,35,0.002414,0.121395,527,2.445800,922.630000,-45.562000,20.250000,1.280700
25,1.999761,-0.058832,0.086078,39,0.003597,0.118137,947,2.284200,715.970000,-50.835000,14.084000,1.509000
26,2.208298,-0.056687,0.081120,37,0.002697,0.060802,862,2.877200,937.130000,-36.086000,25.969000,0.895600
27,2.095483,-0.067863,0.071256,31,0.003795,0.065036,535,1.762400,279.280000,-49.865000,5.601000,1.342700
28,2.243728,-0.066742,0.070079,33,0.003666,0.123972,720,1.772900,370.220000,-63.814000,5.802000,1.235700
29,2.043315,-0.051251,0.068917,31,0.003426,0.062772,724,2.088100,379.710000,-31.118000,12.202000,0.915800
30,2.285475,-0.061460,0.068245,38,0.003517,0.107207,507,2.153300,669.180000,-52.122000,12.839000,1.135000
31,2.034452,-0.067696,0.072696,33,0.002973,0.101726,982,2.208700,667.940000,-51.311000,13.017000,0.960000
32,2.106036,-0.067647,0.071029,36,0.003322,0.061625,513,2.995300,1257.340000,-36.536000,34.414000,0.906700
33,2.164410,-0.068392,0.077161,39,0.003730,0.087651,884,2.989400,1522.740000,-39.676000,38.379000,0.871300
34,1.987848,-0.052965,0.082412,38,0.002358,0.092215,781,2.843400,1129.470000,-36.069000,31.314000,0.853000
35,2.361805,-0.061856,0.073033,34,0.002822,0.100939,932,2.100200,695.330000,-54.824000,12.683000,0.971600
36,2.179715,-0.055461,0.069075,37,0.003760,0.061580,470,2.524100,780.250000,-36.298000,21.495000,1.155600
37,2.241551,-0.053631,0.082305,33,0.002145,0.120310,527,2.076200,626.860000,-53.203000,11.782000,1.861800
38,2.105277,-0.053765,0.066349,30,0.001933,0.066574,463,1.856300,344.350000,-47.776000,7.207000,1.602200
39,2.240103,-0.063253,0.072607,33,0.003011,0.117000,922,1.956300,523.530000,-57.920000,9.039000,1.281300
40,1.999129,-0.054267,0.069077,32,0.003171,0.083971,460,1.708500,273.850000,-55.624000,4.923000,1.688800
41,2.144390,-0.060428,0.066038,38,0.001925,0.120589,489,2.286900,747.890000,-44.266000,16.895000,1.243700
42,2.351173,-0.067248,0.085790,38,0.003671,0.100259,881,2.745300,1622.030000,-52.266000,31.034000,0.808800
43,2.039203,-0.060649,0.075320,39,0.002911,0.081726,800,2.658500,869.050000,-38.800000,22.398000,1.001000
44,2.097244,-0.053516,0.074502,34,0.002358,0.080461,643,2.176700,529.050000,-38.095000,13.887000,1.134200
45,2.124098,-0.057830,0.079179,33,0.004077,0.119977,709,1.716800,308.790000,-52.538000,5.877000,1.177900
