Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0362,0.5032,0.0605,0.2624,345,
CAGR%,level,1,0.0139,0.7874,-0.0533,0.301,378,
Sortino,level,1,-0.0805,0.118,-0.0523,0.3105,378,
CAGR%,delta,1,0.0214,0.6793,0.0499,0.3335,377,
AvgDailyRet%,level,1,-0.0881,0.0872,-0.0454,0.3783,378,
Calmar,level,1,-0.0075,0.8888,-0.0412,0.4447,346,
Sharpe,level,1,-0.0838,0.1057,-0.0264,0.6107,374,
Sharpe,delta,1,-0.0498,0.3374,0.0162,0.7546,373,
AvgDailyRet%,delta,1,-0.0497,0.3363,0.0076,0.8834,377,
Sortino,delta,1,-0.022,0.6703,-0.0012,0.9813,377,
CAGR%,level,3,-0.0011,0.9825,-0.0948,0.0664,376,
AvgDailyRet%,level,3,-0.1436,0.0053,-0.0862,0.0951,376,
Sharpe,delta,3,0.0034,0.9473,0.0603,0.2463,371,
Sharpe,level,3,-0.1227,0.0179,-0.0559,0.2824,372,
CAGR%,delta,3,0.0178,0.731,0.0528,0.3079,375,
Sortino,level,3,-0.1167,0.0237,-0.049,0.3433,376,
Calmar,level,3,-0.0157,0.7713,-0.0359,0.507,344,
AvgDailyRet%,delta,3,0.0185,0.7207,0.0338,0.5141,375,
Calmar,delta,3,-0.0359,0.5075,0.0263,0.6275,343,
Sortino,delta,3,-0.0434,0.4023,0.0186,0.7193,375,
CAGR%,level,5,-0.0128,0.8054,-0.1406,0.0065,374,yes
AvgDailyRet%,level,5,-0.1926,0.0002,-0.1355,0.0087,374,yes
Sharpe,level,5,-0.1552,0.0028,-0.0973,0.0615,370,
Sortino,level,5,-0.1257,0.015,-0.07,0.1766,374,
Calmar,level,5,0.0024,0.9654,-0.054,0.3194,342,
Sortino,delta,5,-0.0439,0.3984,-0.0459,0.3766,373,
AvgDailyRet%,delta,5,0.0028,0.9575,-0.0344,0.5076,373,
CAGR%,delta,5,0.0088,0.8651,-0.0276,0.5955,373,
Sharpe,delta,5,-0.01,0.8475,-0.0256,0.6238,369,
Calmar,delta,5,0.0033,0.9522,0.0072,0.894,341,
