Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,delta,1,-0.0688,0.1883,-0.1071,0.0404,367,yes
Sortino,delta,1,-0.0227,0.6652,-0.0935,0.0737,367,
Sharpe,delta,1,-0.0959,0.0665,-0.0846,0.1056,367,
CAGR%,delta,1,0.0077,0.8829,-0.0671,0.1998,367,
Calmar,delta,1,0.0075,0.8879,-0.0396,0.455,358,
CAGR%,level,1,-0.0536,0.3055,0.0309,0.5546,368,
Sortino,level,1,-0.0271,0.6044,0.026,0.6187,368,
AvgDailyRet%,level,1,-0.0647,0.2156,0.0177,0.735,368,
Sharpe,level,1,-0.0767,0.1417,0.0126,0.8096,368,
Calmar,level,1,-0.0549,0.2997,0.0067,0.899,359,
Calmar,delta,3,-0.0664,0.2117,-0.0825,0.1204,356,
AvgDailyRet%,delta,3,0.0096,0.855,-0.0765,0.1447,365,
CAGR%,delta,3,-0.0606,0.2481,-0.0694,0.1861,365,
Sharpe,delta,3,0.0056,0.9149,-0.0641,0.222,365,
Sortino,level,3,0.0077,0.883,0.0609,0.2453,366,
CAGR%,level,3,-0.0885,0.091,0.058,0.2683,366,
Sortino,delta,3,-0.0821,0.1173,-0.0531,0.3121,365,
Calmar,level,3,-0.0897,0.0906,0.0394,0.4578,357,
Sharpe,level,3,-0.0947,0.0702,0.031,0.5546,366,
AvgDailyRet%,level,3,-0.0909,0.0824,0.0288,0.5831,366,
Calmar,delta,5,-0.0365,0.4941,-0.0894,0.093,354,
Sharpe,delta,5,-0.0067,0.8994,-0.0791,0.1325,363,
AvgDailyRet%,delta,5,0.0113,0.8303,-0.0762,0.1473,363,
CAGR%,delta,5,-0.0313,0.5518,-0.0699,0.1838,363,
Sortino,delta,5,-0.0489,0.3526,-0.057,0.2792,363,
Sortino,level,5,0.0914,0.0815,0.0415,0.4297,364,
CAGR%,level,5,-0.0407,0.4384,0.0343,0.5136,364,
Calmar,level,5,-0.0371,0.4858,0.0316,0.5524,355,
Sharpe,level,5,-0.1472,0.0049,0.0118,0.8224,364,
AvgDailyRet%,level,5,-0.1352,0.0098,-0.0009,0.9858,364,
