Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,-0.017,0.7452,-0.1507,0.0038,367,yes
Sharpe,delta,1,-0.0861,0.1261,-0.1391,0.0132,317,yes
Calmar,delta,1,0.0638,0.2829,-0.1277,0.0312,285,yes
AvgDailyRet%,delta,1,-0.0323,0.5368,-0.1226,0.0188,367,yes
CAGR%,delta,1,0.0062,0.9065,-0.1065,0.0415,367,yes
Calmar,level,1,-0.0372,0.5307,-0.0773,0.1923,286,
Sharpe,level,1,-0.0758,0.1774,-0.0751,0.1815,318,
AvgDailyRet%,level,1,-0.0366,0.4839,-0.0702,0.1788,368,
CAGR%,level,1,0.0214,0.682,-0.0695,0.1834,368,
Sortino,level,1,-0.0374,0.4745,-0.0457,0.3816,368,
Calmar,delta,3,-0.029,0.6266,-0.096,0.1071,283,
Sortino,delta,3,0.0015,0.9768,-0.0861,0.1005,365,
AvgDailyRet%,delta,3,-0.0577,0.2716,-0.0773,0.1403,365,
Sharpe,delta,3,-0.0944,0.0943,-0.077,0.1726,315,
CAGR%,delta,3,0.0263,0.6165,-0.0736,0.1605,365,
AvgDailyRet%,level,3,-0.0538,0.3042,-0.0532,0.31,366,
Calmar,level,3,-0.1254,0.0347,-0.0475,0.4255,284,
CAGR%,level,3,0.0166,0.7511,-0.0462,0.3784,366,
Sharpe,level,3,-0.0931,0.0984,-0.0456,0.4191,316,
Sortino,level,3,-0.0613,0.242,-0.0322,0.5392,366,
Sortino,delta,5,0.0014,0.9781,-0.1076,0.0404,363,yes
AvgDailyRet%,delta,5,-0.0103,0.8453,-0.0931,0.0766,363,
Sharpe,delta,5,-0.054,0.341,-0.092,0.1044,313,
Calmar,delta,5,-0.0389,0.5158,-0.088,0.1413,281,
CAGR%,delta,5,0.0422,0.4224,-0.0797,0.1295,363,
AvgDailyRet%,level,5,-0.0457,0.3843,-0.0427,0.4172,364,
CAGR%,level,5,0.0074,0.8878,-0.0255,0.6278,364,
Sortino,level,5,-0.0745,0.1562,-0.0051,0.9231,364,
Sharpe,level,5,-0.0735,0.1941,-0.0029,0.959,314,
Calmar,level,5,-0.0946,0.1128,-0.0017,0.9776,282,
