Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0878,0.084,-0.0735,0.1485,388,
AvgDailyRet%,level,1,-0.0934,0.0661,-0.071,0.1627,388,
Sortino,delta,1,0.0885,0.082,0.0706,0.1658,387,
Sharpe,level,1,-0.0496,0.3522,-0.0606,0.2556,354,
Calmar,level,1,-0.1044,0.0912,-0.0517,0.4033,263,
Calmar,delta,1,-0.0864,0.163,0.0328,0.5972,262,
Sharpe,delta,1,0.0711,0.1829,0.0314,0.5568,353,
CAGR%,delta,1,0.079,0.1207,0.0301,0.5543,387,
AvgDailyRet%,delta,1,0.0464,0.3622,0.0272,0.5943,387,
Sortino,level,1,-0.052,0.3069,-0.0044,0.9315,388,
CAGR%,level,3,-0.2365,0.0,-0.1114,0.0286,386,yes
AvgDailyRet%,level,3,-0.1882,0.0002,-0.11,0.0307,386,yes
Sharpe,level,3,-0.1357,0.0108,-0.0984,0.0651,352,
Calmar,delta,3,-0.0827,0.182,-0.0822,0.1845,262,
Sortino,level,3,-0.1399,0.0059,-0.0611,0.2312,386,
Calmar,level,3,-0.0589,0.3413,-0.0495,0.4241,263,
CAGR%,delta,3,-0.0622,0.2234,-0.0139,0.7853,385,
Sharpe,delta,3,0.0113,0.8333,-0.0124,0.8172,351,
Sortino,delta,3,-0.0179,0.7268,0.0119,0.8153,385,
AvgDailyRet%,delta,3,-0.0289,0.5719,-0.0106,0.8356,385,
AvgDailyRet%,level,5,-0.2049,0.0001,-0.1507,0.0031,384,yes
CAGR%,level,5,-0.1649,0.0012,-0.1478,0.0037,384,yes
Sharpe,level,5,-0.1564,0.0033,-0.1325,0.0131,350,yes
Sortino,level,5,-0.1638,0.0013,-0.1126,0.0274,384,yes
Sortino,delta,5,-0.0198,0.6987,-0.0619,0.2268,383,
CAGR%,delta,5,-0.0899,0.079,-0.0589,0.2498,383,
AvgDailyRet%,delta,5,-0.0431,0.4001,-0.057,0.2654,383,
Calmar,level,5,-0.0288,0.6425,-0.0518,0.4028,263,
Sharpe,delta,5,-0.0218,0.685,-0.0341,0.5249,349,
Calmar,delta,5,-0.016,0.7961,-0.0159,0.7983,262,
