Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,-0.0168,0.7451,0.0539,0.2965,377,
AvgDailyRet%,level,1,-0.054,0.2951,-0.0486,0.3458,378,
CAGR%,level,1,-0.1384,0.007,-0.0484,0.3477,378,
Calmar,delta,1,-0.1188,0.0283,0.0435,0.4238,341,
AvgDailyRet%,delta,1,0.0225,0.6629,0.0386,0.4553,377,
Calmar,level,1,-0.0873,0.107,-0.0245,0.6511,342,
Sharpe,delta,1,0.0428,0.4113,0.0203,0.6971,371,
Sharpe,level,1,-0.0123,0.8138,-0.0155,0.7656,372,
Sortino,delta,1,0.007,0.8915,0.0138,0.7891,377,
Sortino,level,1,-0.0181,0.7259,0.0074,0.886,378,
Sortino,delta,3,-0.0227,0.6617,0.059,0.2543,375,
Calmar,delta,3,-0.094,0.0839,0.0446,0.4127,339,
AvgDailyRet%,level,3,-0.1,0.0528,-0.0424,0.4124,376,
CAGR%,level,3,-0.2277,0.0,-0.042,0.4169,376,
Sortino,level,3,-0.0215,0.6778,0.0402,0.4375,376,
Sharpe,delta,3,0.0363,0.4868,0.0255,0.6248,369,
CAGR%,delta,3,-0.0769,0.1369,0.0225,0.6634,375,
AvgDailyRet%,delta,3,-0.0342,0.5087,0.0133,0.7975,375,
Sharpe,level,3,-0.0427,0.4133,0.0054,0.9178,370,
Calmar,level,3,-0.1181,0.0295,-0.0007,0.9893,340,
Calmar,delta,5,-0.048,0.3796,0.0708,0.1945,337,
AvgDailyRet%,level,5,-0.1056,0.0412,-0.0586,0.2585,374,
CAGR%,level,5,-0.1854,0.0003,-0.0564,0.2763,374,
Sharpe,delta,5,0.0605,0.248,0.0248,0.6357,367,
CAGR%,delta,5,-0.0696,0.1799,0.018,0.7291,373,
Sortino,delta,5,-0.0161,0.7559,0.0131,0.8015,373,
Calmar,level,5,-0.1326,0.0147,-0.0115,0.8337,338,
AvgDailyRet%,delta,5,0.0054,0.9174,0.0114,0.8266,373,
Sharpe,level,5,-0.0601,0.25,-0.0098,0.8521,368,
Sortino,level,5,-0.0163,0.7527,0.001,0.9846,374,
