Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0134,0.7939,0.1282,0.0123,381,yes
CAGR%,delta,1,0.0149,0.7707,0.1227,0.0157,387,yes
Sharpe,delta,1,0.1017,0.0468,0.1063,0.0376,383,yes
AvgDailyRet%,delta,1,0.1197,0.0185,0.1053,0.0384,387,yes
Sortino,delta,1,0.0179,0.7255,0.0862,0.0905,387,
Sortino,level,1,-0.0127,0.8024,0.084,0.0984,388,
Sharpe,level,1,0.0761,0.1365,0.0767,0.1333,384,
CAGR%,level,1,-0.0502,0.3244,0.0764,0.1331,388,
AvgDailyRet%,level,1,0.0672,0.1866,0.0729,0.1517,388,
Calmar,level,1,-0.0497,0.3327,0.0591,0.2494,382,
CAGR%,delta,3,-0.039,0.4459,0.1232,0.0155,385,yes
Calmar,delta,3,-0.0395,0.4427,0.112,0.0292,379,yes
Sortino,delta,3,0.006,0.9064,0.0739,0.1478,385,
Sharpe,delta,3,0.0233,0.6497,0.0707,0.1684,381,
AvgDailyRet%,delta,3,0.0459,0.3688,0.0669,0.1902,385,
Calmar,level,3,-0.0747,0.1459,-0.0329,0.5228,380,
Sortino,level,3,-0.0238,0.6412,0.0281,0.5819,386,
AvgDailyRet%,level,3,0.0529,0.2999,0.0219,0.6686,386,
CAGR%,level,3,-0.0757,0.1379,0.0214,0.6746,386,
Sharpe,level,3,0.0738,0.1497,0.0171,0.7387,382,
CAGR%,delta,5,-0.0216,0.6739,0.0747,0.1447,383,
Calmar,delta,5,-0.0203,0.6944,0.0619,0.2301,377,
Sortino,delta,5,-0.0135,0.7919,0.0511,0.3181,383,
Calmar,level,5,-0.0311,0.5465,-0.0477,0.3549,378,
Sortino,level,5,-0.0626,0.2212,0.0436,0.3938,384,
AvgDailyRet%,level,5,0.0798,0.1185,0.0338,0.5089,384,
Sharpe,delta,5,0.0009,0.9854,0.0324,0.5291,379,
CAGR%,level,5,-0.0301,0.557,0.0294,0.566,384,
AvgDailyRet%,delta,5,0.0115,0.8232,0.0291,0.5701,383,
Sharpe,level,5,0.1086,0.0343,0.0188,0.7156,380,
