Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,0.0744,0.1488,0.1024,0.0466,378,yes
CAGR%,level,1,-0.0289,0.575,0.0948,0.0656,378,
Sortino,level,1,0.0718,0.1635,0.0916,0.0752,378,
Sharpe,level,1,0.0665,0.1973,0.0853,0.0977,378,
Calmar,level,1,-0.0336,0.5146,0.0582,0.2586,378,
AvgDailyRet%,delta,1,0.069,0.1815,0.0398,0.4406,377,
Calmar,delta,1,-0.0011,0.9826,0.0334,0.5182,377,
Sharpe,delta,1,0.0385,0.456,0.0233,0.6524,377,
Sortino,delta,1,0.0507,0.3258,0.0106,0.8378,377,
CAGR%,delta,1,-0.0062,0.9042,0.0105,0.8383,377,
Sortino,delta,3,0.1176,0.0228,0.1062,0.0399,375,yes
AvgDailyRet%,delta,3,0.1181,0.0222,0.1046,0.0429,375,yes
Sharpe,delta,3,0.0724,0.1615,0.0763,0.1404,375,
AvgDailyRet%,level,3,0.0892,0.0842,0.0744,0.1498,376,
CAGR%,level,3,-0.0737,0.1539,0.0633,0.2205,376,
Sortino,level,3,0.0846,0.1015,0.0566,0.2732,376,
Calmar,delta,3,-0.0001,0.9988,0.0517,0.3177,375,
Sharpe,level,3,0.0861,0.0954,0.0434,0.4018,376,
CAGR%,delta,3,0.0074,0.8858,0.0317,0.5412,375,
Calmar,level,3,-0.0796,0.1234,0.0113,0.8266,376,
AvgDailyRet%,delta,5,0.144,0.0053,0.1176,0.0232,373,yes
Sortino,delta,5,0.1414,0.0062,0.1144,0.0272,373,yes
Sharpe,delta,5,0.1168,0.0241,0.0936,0.071,373,
Calmar,delta,5,-0.0194,0.7091,0.0649,0.2111,373,
CAGR%,delta,5,-0.0174,0.7374,0.0581,0.2627,373,
Calmar,level,5,-0.0885,0.0873,-0.0477,0.3572,374,
AvgDailyRet%,level,5,0.0791,0.1269,0.0398,0.4426,374,
CAGR%,level,5,-0.0884,0.0876,0.0246,0.6351,374,
Sortino,level,5,0.0651,0.2092,0.019,0.7137,374,
Sharpe,level,5,0.0819,0.1138,0.008,0.8779,374,
